Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_cloves,Train_cumin,Train_oregano,Test_Overall,Test_cloves,Test_cumin,Test_oregano,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],98.86,100.0,99.21,97.17,90.8,96.67,96.67,77.78,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:34, oregano:0 → cloves (63 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:85, cumin:12, oregano:0 → cloves (85 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:30, oregano:0 → cumin (30 / 30) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:28, cumin:1, oregano:1 → cloves (28 / 30) ✅",0.232,8.06,8.06
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",100.0,100.0,100.0,100.0,79.52,96.55,100.0,38.46,"[cumin.real.9511a582c32f.csv] cloves:33, cumin:63, oregano:0 → cumin (63 / 96) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:45, cumin:48, oregano:3 → cumin (48 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:81, cumin:15, oregano:0 → cloves (81 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:28, oregano:1 → cumin (28 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:24, cumin:4, oregano:1 → cloves (24 / 29) ✅",0.221,20.48,20.48
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",98.44,100.0,99.12,96.04,71.08,93.1,96.43,19.23,"[cumin.real.9511a582c32f.csv] cloves:27, cumin:69, oregano:0 → cumin (69 / 96) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:44, cumin:52, oregano:0 → cumin (52 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:73, cumin:23, oregano:0 → cloves (73 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:29, oregano:0 → cumin (29 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:18, cumin:0, oregano:11 → cloves (18 / 29) ✅",0.207,27.36,27.36
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",98.66,100.0,97.42,98.56,95.41,86.84,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:80, cumin:47, oregano:0 → cloves (80 / 127) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:88, cumin:39, oregano:0 → cloves (88 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, oregano:0 → cloves (127 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, oregano:0 → cumin (37 / 37) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:35, cumin:0, oregano:2 → cloves (35 / 37) ✅",0.202,3.25,3.25
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",53.12,36.36,20.0,100.0,46.67,20.0,20.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:4, oregano:1 → cumin (4 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:1, cumin:0, oregano:4 → oregano (4 / 5) ❌",0.2,6.45,6.45
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],100.0,100.0,100.0,100.0,68.97,100.0,10.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:97, oregano:0 → cumin (97 / 97) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:97, oregano:0 → cumin (97 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:2, cumin:95, oregano:0 → cumin (95 / 97) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:30, oregano:0 → cumin (30 / 30) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:30, oregano:0 → cumin (30 / 30) ❌",0.196,31.03,31.03
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",99.55,100.0,98.63,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:10, cumin:53, oregano:0 → cumin (53 / 63) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:10, cumin:53, oregano:0 → cumin (53 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:18, cumin:1, oregano:0 → cloves (18 / 19) ✅",0.189,-0.45,0.45
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",99.71,99.57,99.57,100.0,94.93,88.89,98.25,98.08,"[cumin.real.9511a582c32f.csv] cloves:217, cumin:92, oregano:74 → cloves (217 / 383) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:250, cumin:90, oregano:43 → cloves (250 / 383) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:368, cumin:2, oregano:13 → cloves (368 / 383) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:110, oregano:5 → cumin (110 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:99, cumin:14, oregano:2 → cloves (99 / 115) ✅",0.189,4.78,4.78
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",98.33,98.49,97.62,98.89,82.09,97.44,96.49,49.04,"[cumin.real.9511a582c32f.csv] cloves:71, cumin:309, oregano:3 → cumin (309 / 383) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:122, cumin:256, oregano:5 → cumin (256 / 383) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:349, cumin:26, oregano:8 → cloves (349 / 383) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:112, oregano:3 → cumin (112 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:83, cumin:20, oregano:12 → cloves (83 / 115) ✅",0.185,16.24,16.24
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",97.5,99.03,98.31,94.95,85.54,82.76,96.43,76.92,"[cumin.real.9511a582c32f.csv] cloves:81, cumin:13, oregano:2 → cloves (81 / 96) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:95, cumin:1, oregano:0 → cloves (95 / 96) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, oregano:0 → cloves (96 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:28, oregano:1 → cumin (28 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:23, cumin:0, oregano:6 → cloves (23 / 29) ✅",0.181,11.96,11.96
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",98.86,99.16,97.58,100.0,94.25,96.67,96.67,88.89,"[cumin.real.9511a582c32f.csv] cloves:1, cumin:96, oregano:0 → cumin (96 / 97) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:4, cumin:93, oregano:0 → cumin (93 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:30, oregano:0 → cumin (30 / 30) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:26, cumin:4, oregano:0 → cloves (26 / 30) ✅",0.18,4.61,4.61
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",99.69,100.0,99.12,100.0,90.36,86.21,96.43,88.46,"[cumin.real.9511a582c32f.csv] cloves:10, cumin:83, oregano:3 → cumin (83 / 96) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:14, cumin:81, oregano:1 → cumin (81 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, oregano:0 → cloves (96 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:1, cumin:27, oregano:1 → cumin (27 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:26, cumin:1, oregano:2 → cloves (26 / 29) ✅",0.17,9.33,9.33
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",93.53,99.35,87.74,93.53,94.5,100.0,94.59,88.24,"[cumin.real.9511a582c32f.csv] cloves:98, cumin:6, oregano:23 → cloves (98 / 127) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:116, cumin:2, oregano:9 → cloves (116 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, oregano:0 → cloves (127 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, oregano:0 → cumin (37 / 37) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:26, cumin:0, oregano:11 → cloves (26 / 37) ✅",0.169,-0.97,0.97
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",98.21,100.0,96.77,97.93,93.86,100.0,94.87,85.71,"[cumin.real.9511a582c32f.csv] cloves:3, cumin:125, oregano:0 → cumin (125 / 128) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:3, cumin:125, oregano:0 → cumin (125 / 128) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:39, oregano:0 → cumin (39 / 39) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:33, cumin:6, oregano:0 → cloves (33 / 39) ✅",0.169,4.35,4.35
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",89.06,100.0,92.0,72.22,88.24,100.0,100.0,60.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:6, oregano:0 → cumin (6 / 6) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:5, cumin:0, oregano:1 → cloves (5 / 6) ✅",0.167,0.82,0.82
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,98.17,100.0,100.0,94.12,"[cumin.real.9511a582c32f.csv] cloves:45, cumin:77, oregano:5 → cumin (77 / 127) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:108, oregano:0 → cumin (108 / 127) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, oregano:0 → cloves (127 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, oregano:0 → cumin (37 / 37) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:35, cumin:0, oregano:2 → cloves (35 / 37) ✅",0.14,1.83,1.83
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,89.71,94.26,94.96,78.9,"[cumin.real.9511a582c32f.csv] cloves:122, cumin:244, oregano:22 → cumin (244 / 388) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:132, cumin:228, oregano:28 → cumin (228 / 388) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:374, cumin:11, oregano:3 → cloves (374 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:112, oregano:2 → cumin (112 / 120) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:82, cumin:35, oregano:3 → cloves (82 / 120) ✅",0.139,10.29,10.29
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],95.09,97.3,94.44,93.59,81.82,89.47,100.0,52.94,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:32, oregano:31 → cumin (32 / 63) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:8, cumin:14, oregano:41 → oregano (41 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:14, cumin:2, oregano:3 → cloves (14 / 19) ✅",0.119,13.27,13.27
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",97.32,99.35,99.35,92.81,92.66,92.11,97.3,88.24,"[cumin.real.9511a582c32f.csv] cloves:74, cumin:50, oregano:3 → cloves (74 / 127) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:81, cumin:46, oregano:0 → cloves (81 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:123, cumin:4, oregano:0 → cloves (123 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, oregano:0 → cumin (37 / 37) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:16, cumin:6, oregano:15 → cloves (16 / 37) ✅",0.104,4.66,4.66
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",99.48,100.0,98.46,100.0,96.15,100.0,100.0,87.5,"[cumin.real.9511a582c32f.csv] cloves:41, cumin:22, oregano:0 → cloves (41 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:22, cumin:41, oregano:0 → cumin (41 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, oregano:0 → cumin (18 / 18) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:18, cumin:0, oregano:0 → cloves (18 / 18) ✅",-0.06,3.33,3.33
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],96.59,100.0,96.8,92.59,85.06,93.33,93.33,66.67,"[cumin.real.9511a582c32f.csv] cloves:1, cumin:41, oregano:55 → oregano (55 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:32, cumin:23, oregano:42 → oregano (42 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:30, oregano:0 → cumin (30 / 30) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:3, oregano:8 → cloves (19 / 30) ✅",-0.073,11.53,11.53
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",50.0,0.0,63.64,100.0,66.67,0.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:11, oregano:8 → cumin (11 / 19) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:5, oregano:14 → oregano (14 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:9, oregano:10 → oregano (10 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:4, oregano:1 → cumin (4 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:2, oregano:3 → oregano (3 / 5) ❌",-0.097,-16.67,16.67
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],95.74,98.33,90.24,99.08,77.01,100.0,33.33,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:56, cumin:41, oregano:0 → cloves (56 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ✅",-0.115,18.73,18.73
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],99.31,100.0,99.6,98.26,73.71,100.0,23.53,99.08,"[cumin.real.9511a582c32f.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:256, cumin:0, oregano:132 → cloves (256 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ✅",-0.132,25.6,25.6
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],97.32,100.0,92.0,100.0,93.86,100.0,82.05,100.0,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:86, cumin:0, oregano:42 → cloves (86 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ✅",-0.134,3.46,3.46
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",89.29,94.52,93.15,80.77,76.36,84.21,100.0,41.18,"[cumin.real.9511a582c32f.csv] cloves:43, cumin:20, oregano:0 → cloves (43 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:51, cumin:12, oregano:0 → cloves (51 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:2, oregano:17 → oregano (17 / 19) ❌",-0.154,12.93,12.93
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",89.06,92.31,96.43,77.88,86.75,96.55,96.43,65.38,"[cumin.real.9511a582c32f.csv] cloves:76, cumin:8, oregano:12 → cloves (76 / 96) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:73, cumin:2, oregano:21 → cloves (73 / 96) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, oregano:0 → cloves (96 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:28, oregano:1 → cumin (28 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:8, cumin:0, oregano:21 → oregano (21 / 29) ❌",-0.158,2.31,2.31
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",56.25,0.0,50.0,100.0,53.33,0.0,80.0,80.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:5, oregano:0 → cumin (5 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:1, oregano:4 → oregano (4 / 5) ❌",-0.16,2.92,2.92
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",None,99.17,100.0,98.18,99.35,95.43,100.0,86.55,100.0,"[cumin.real.9511a582c32f.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:345, cumin:0, oregano:43 → cloves (345 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ✅",-0.178,3.74,3.74
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",None,99.11,100.0,97.99,99.34,64.91,100.0,0.0,97.14,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:118, cumin:0, oregano:10 → cloves (118 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ✅",-0.184,34.2,34.2
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,94.32,100.0,89.6,93.4,65.52,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:90, cumin:0, oregano:7 → cloves (90 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ✅",-0.186,28.8,28.8
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,99.17,100.0,99.19,98.27,65.71,100.0,0.0,99.08,"[cumin.real.9511a582c32f.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:365, cumin:23, oregano:0 → cloves (365 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ✅",-0.188,33.46,33.46
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",62.5,0.0,81.82,100.0,66.67,0.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:1, oregano:18 → oregano (18 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, oregano:19 → oregano (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:5, oregano:0 → cumin (5 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:5 → oregano (5 / 5) ❌",-0.189,-4.17,4.17
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",None,73.44,44.44,84.62,85.0,82.35,50.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅",-0.2,-8.91,8.91
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],85.94,78.26,84.62,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅",-0.2,-14.06,14.06
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,87.5,90.48,84.0,88.89,64.71,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅",-0.2,22.79,22.79
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",None,91.76,100.0,84.8,90.99,65.52,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ✅",-0.2,26.24,26.24
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",None,92.41,100.0,86.3,91.14,65.45,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅",-0.2,26.96,26.96
