Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_cloves,Train_cumin,Train_oregano,Test_Overall,Test_cloves,Test_cumin,Test_oregano,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",88.44,99.06,91.89,73.79,87.95,100.0,96.43,65.38,"[cumin.real.9511a582c32f.csv] cloves:88, cumin:7, oregano:1 → cloves (88 / 96) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:91, cumin:1, oregano:4 → cloves (91 / 96) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, oregano:0 → cloves (96 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:29, oregano:0 → cumin (29 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:17, cumin:0, oregano:12 → cloves (17 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:31, cumin:5, oregano:20 → cloves (31 / 56) ✅",0.195,0.49,0.49
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",88.74,93.3,92.44,80.22,84.78,83.76,96.49,73.08,"[cumin.real.9511a582c32f.csv] cloves:209, cumin:131, oregano:43 → cloves (209 / 383) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:239, cumin:100, oregano:44 → cloves (239 / 383) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:1, cumin:382, oregano:0 → cumin (382 / 383) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:112, oregano:3 → cumin (112 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:49, cumin:7, oregano:59 → oregano (59 / 115) ❌ | [cloves.real.64c1deab910f.csv] cloves:31, cumin:110, oregano:83 → cumin (110 / 224) ❌",0.174,3.96,3.96
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",93.97,97.96,97.96,86.36,78.95,95.0,97.44,40.0,"[cumin.real.9511a582c32f.csv] cloves:5, cumin:88, oregano:35 → cumin (88 / 128) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:52, cumin:42, oregano:34 → cloves (52 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:39, oregano:0 → cumin (39 / 39) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:23, cumin:2, oregano:14 → cloves (23 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:2, cumin:49, oregano:24 → cumin (49 / 75) ❌",0.172,15.02,15.02
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",98.12,97.2,99.11,98.02,78.31,89.66,96.43,46.15,"[cumin.real.9511a582c32f.csv] cloves:33, cumin:63, oregano:0 → cumin (63 / 96) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:51, cumin:44, oregano:1 → cloves (51 / 96) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, oregano:0 → cloves (96 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:29, oregano:0 → cumin (29 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:16, cumin:0, oregano:13 → cloves (16 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:9, cumin:46, oregano:1 → cumin (46 / 56) ❌",0.153,19.81,19.81
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",83.58,97.84,79.61,72.99,87.16,91.45,92.11,76.92,"[cumin.real.9511a582c32f.csv] cloves:255, cumin:65, oregano:63 → cloves (255 / 383) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:311, cumin:34, oregano:38 → cloves (311 / 383) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:205, cumin:178, oregano:0 → cloves (205 / 383) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:108, oregano:7 → cumin (108 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:75, cumin:1, oregano:39 → cloves (75 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:67, cumin:42, oregano:115 → oregano (115 / 224) ❌",0.115,-3.58,3.58
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['diff_data_like'],68.75,81.82,75.0,44.44,93.33,80.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:2, cumin:17, oregano:0 → cumin (17 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:5, oregano:0 → cumin (5 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:2, cumin:3, oregano:0 → cumin (3 / 5) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:11, oregano:0 → cumin (11 / 11) ❌",0.084,-24.58,24.58
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],97.32,100.0,91.95,100.0,67.54,100.0,10.26,94.29,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:76, cumin:0, oregano:52 → cloves (76 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, oregano:0 → cloves (75 / 75) ✅",0.068,29.78,29.78
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],96.02,97.5,91.06,100.0,68.97,96.67,13.33,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:58, cumin:1, oregano:38 → cloves (58 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:57, cumin:0, oregano:0 → cloves (57 / 57) ✅",0.067,27.05,27.05
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],99.24,100.0,100.0,97.62,87.14,97.54,96.64,65.14,"[cumin.real.9511a582c32f.csv] cloves:117, cumin:271, oregano:0 → cumin (271 / 388) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:191, cumin:197, oregano:0 → cumin (197 / 388) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:341, cumin:47, oregano:0 → cloves (341 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:119, oregano:1 → cumin (119 / 120) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:94, cumin:21, oregano:5 → cloves (94 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:69, cumin:160, oregano:0 → cumin (160 / 229) ❌",0.065,12.1,12.1
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",95.54,98.7,93.55,94.24,96.33,100.0,97.3,91.18,"[cumin.real.9511a582c32f.csv] cloves:89, cumin:7, oregano:31 → cloves (89 / 127) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:119, cumin:2, oregano:6 → cloves (119 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, oregano:0 → cloves (127 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, oregano:0 → cumin (37 / 37) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:26, cumin:1, oregano:10 → cloves (26 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:20, cumin:12, oregano:42 → oregano (42 / 74) ❌",0.062,-0.79,0.79
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],99.65,100.0,100.0,98.91,69.43,100.0,10.92,99.08,"[cumin.real.9511a582c32f.csv] cloves:386, cumin:2, oregano:0 → cloves (386 / 388) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:249, cumin:0, oregano:139 → cloves (249 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:229, cumin:0, oregano:0 → cloves (229 / 229) ✅",0.061,30.22,30.22
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",99.64,100.0,99.35,99.56,79.4,96.58,99.12,38.46,"[cumin.real.9511a582c32f.csv] cloves:109, cumin:265, oregano:9 → cumin (265 / 383) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:125, cumin:229, oregano:29 → cumin (229 / 383) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:290, cumin:93, oregano:0 → cloves (290 / 383) ❌ | [cumin.24c868eadb47.csv] cloves:1, cumin:114, oregano:0 → cumin (114 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:95, cumin:19, oregano:1 → cloves (95 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:34, cumin:188, oregano:2 → cumin (188 / 224) ❌",0.052,20.24,20.24
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['diff_data_like'],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:5, cumin:58, oregano:0 → cumin (58 / 63) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:18, cumin:44, oregano:1 → cumin (44 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:44, cumin:19, oregano:0 → cloves (44 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:17, oregano:1 → cumin (17 / 18) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:14, cumin:4, oregano:0 → cloves (14 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:2, cumin:34, oregano:0 → cumin (34 / 36) ❌",0.05,0.0,0.0
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,99.33,100.0,98.68,99.33,64.91,100.0,0.0,97.14,"[cumin.real.9511a582c32f.csv] cloves:84, cumin:44, oregano:0 → cloves (84 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, oregano:1 → cloves (127 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:65, cumin:10, oregano:0 → cloves (65 / 75) ✅",0.036,34.42,34.42
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,99.65,100.0,99.39,99.57,66.0,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:329, cumin:0, oregano:59 → cloves (329 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:229, cumin:0, oregano:0 → cloves (229 / 229) ✅",0.025,33.65,33.65
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",99.48,98.31,100.0,100.0,92.31,88.89,100.0,87.5,"[cumin.real.9511a582c32f.csv] cloves:25, cumin:38, oregano:0 → cumin (38 / 63) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:20, cumin:43, oregano:0 → cumin (43 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, oregano:0 → cumin (18 / 18) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:17, cumin:0, oregano:1 → cloves (17 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:10, cumin:26, oregano:0 → cumin (26 / 36) ❌",0.024,7.17,7.17
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",100.0,100.0,100.0,100.0,80.72,96.55,100.0,42.31,"[cumin.real.9511a582c32f.csv] cloves:24, cumin:72, oregano:0 → cumin (72 / 96) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:28, cumin:65, oregano:3 → cumin (65 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:83, cumin:13, oregano:0 → cloves (83 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:28, oregano:1 → cumin (28 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:25, cumin:4, oregano:0 → cloves (25 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:6, cumin:50, oregano:0 → cumin (50 / 56) ❌",0.024,19.28,19.28
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,92.41,98.67,87.5,90.91,65.45,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:54, cumin:9, oregano:0 → cloves (54 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:37, cumin:0, oregano:0 → cloves (37 / 37) ✅",0.024,26.96,26.96
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",None,99.31,100.0,99.39,98.48,95.71,100.0,87.39,100.0,"[cumin.real.9511a582c32f.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:338, cumin:0, oregano:50 → cloves (338 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:229, cumin:0, oregano:0 → cloves (229 / 229) ✅",0.021,3.6,3.6
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",99.69,100.0,99.11,100.0,79.52,55.17,92.86,92.31,"[cumin.real.9511a582c32f.csv] cloves:67, cumin:20, oregano:9 → cloves (67 / 96) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:65, cumin:26, oregano:5 → cloves (65 / 96) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, oregano:0 → cloves (96 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:28, oregano:1 → cumin (28 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:25, cumin:0, oregano:4 → cloves (25 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:16, cumin:40, oregano:0 → cumin (40 / 56) ❌",0.015,20.17,20.17
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",98.88,100.0,98.71,97.84,95.41,94.74,100.0,91.18,"[cumin.real.9511a582c32f.csv] cloves:74, cumin:53, oregano:0 → cloves (74 / 127) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:87, cumin:40, oregano:0 → cloves (87 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, oregano:0 → cloves (127 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, oregano:0 → cumin (37 / 37) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:32, cumin:2, oregano:3 → cloves (32 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:7, cumin:67, oregano:0 → cumin (67 / 74) ❌",0.01,3.47,3.47
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",None,68.75,33.33,84.62,88.24,70.59,16.67,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:18, cumin:0, oregano:1 → cloves (18 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, oregano:0 → cloves (11 / 11) ✅",0.009,-1.84,1.84
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],98.66,100.0,95.83,100.0,54.55,100.0,42.11,17.65,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:60, cumin:0, oregano:3 → cloves (60 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:37, cumin:0, oregano:0 → cloves (37 / 37) ✅",0.008,44.11,44.11
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],87.5,80.0,84.0,100.0,94.12,100.0,83.33,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, oregano:0 → cloves (11 / 11) ✅",0.0,-6.62,6.62
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],89.06,86.36,82.61,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, oregano:0 → cloves (11 / 11) ✅",0.0,-10.94,10.94
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",None,91.76,100.0,84.68,90.91,65.52,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:57, cumin:0, oregano:0 → cloves (57 / 57) ✅",0.0,26.24,26.24
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",None,92.41,100.0,87.67,89.61,65.45,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:37, cumin:0, oregano:0 → cloves (37 / 37) ✅",0.0,26.96,26.96
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",None,92.86,100.0,84.87,93.96,65.79,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, oregano:0 → cloves (75 / 75) ✅",0.0,27.07,27.07
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,92.61,100.0,87.9,90.18,65.52,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:57, cumin:0, oregano:0 → cloves (57 / 57) ✅",0.0,27.09,27.09
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],94.42,92.41,96.75,93.96,70.18,77.5,97.44,31.43,"[cumin.real.9511a582c32f.csv] cloves:1, cumin:69, oregano:58 → cumin (69 / 128) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:40, cumin:27, oregano:61 → oregano (61 / 128) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:39, oregano:0 → cumin (39 / 39) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:21, cumin:1, oregano:17 → cloves (21 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:2, cumin:27, oregano:46 → oregano (46 / 75) ❌",-0.002,24.24,24.24
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,96.33,97.37,100.0,91.18,"[cumin.real.9511a582c32f.csv] cloves:5, cumin:122, oregano:0 → cumin (122 / 127) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:1, cumin:126, oregano:0 → cumin (126 / 127) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, oregano:0 → cloves (127 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, oregano:0 → cumin (37 / 37) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:37, cumin:0, oregano:0 → cloves (37 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:74, oregano:0 → cumin (74 / 74) ❌",-0.005,3.67,3.67
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",98.04,99.14,99.14,95.77,76.12,95.73,96.49,31.73,"[cumin.real.9511a582c32f.csv] cloves:40, cumin:343, oregano:0 → cumin (343 / 383) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:282, oregano:4 → cumin (282 / 383) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:365, cumin:18, oregano:0 → cloves (365 / 383) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:115, oregano:0 → cumin (115 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:76, cumin:19, oregano:20 → cloves (76 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:18, cumin:206, oregano:0 → cumin (206 / 224) ❌",-0.009,21.92,21.92
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",99.72,100.0,99.19,100.0,94.25,96.67,96.67,88.89,"[cumin.real.9511a582c32f.csv] cloves:1, cumin:96, oregano:0 → cumin (96 / 97) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:97, oregano:0 → cumin (97 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:1, oregano:0 → cloves (96 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:30, oregano:0 → cumin (30 / 30) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:27, cumin:3, oregano:0 → cloves (27 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:57, oregano:0 → cumin (57 / 57) ❌",-0.017,5.47,5.47
