Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_cloves,Train_cumin,Train_oregano,Test_Overall,Test_cloves,Test_cumin,Test_oregano,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",45.31,30.43,95.65,0.0,52.94,50.0,100.0,0.0,"[cumin.24c868eadb47.csv] cloves:0, cumin:6, oregano:0 → cumin (6 / 6) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:3, cumin:3, oregano:0 → cloves (3 / 6) ✅",0.75,-7.63,7.63
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",91.67,100.0,92.42,84.06,82.69,94.44,100.0,50.0,"[cumin.24c868eadb47.csv] cloves:0, cumin:18, oregano:0 → cumin (18 / 18) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:9, cumin:0, oregano:9 → cloves (9 / 18) ✅",0.75,8.98,8.98
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",['diff_data_like'],98.47,100.0,99.78,95.55,82.69,99.15,90.35,55.77,"[cumin.24c868eadb47.csv] cloves:7, cumin:107, oregano:1 → cumin (107 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:64, cumin:27, oregano:24 → cloves (64 / 115) ✅",0.743,15.78,15.78
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",89.69,96.15,93.69,79.05,86.75,100.0,92.86,65.38,"[cumin.24c868eadb47.csv] cloves:0, cumin:27, oregano:2 → cumin (27 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:15, cumin:0, oregano:14 → cloves (15 / 29) ✅",0.724,2.94,2.94
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",93.19,97.31,97.58,84.16,83.43,90.16,94.96,63.3,"[cumin.24c868eadb47.csv] cloves:0, cumin:120, oregano:0 → cumin (120 / 120) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:53, cumin:32, oregano:35 → cloves (53 / 120) ✅",0.721,9.76,9.76
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['diff_data_like'],78.12,100.0,54.55,80.0,86.67,80.0,80.0,100.0,"[cumin.24c868eadb47.csv] cloves:1, cumin:4, oregano:0 → cumin (4 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:3, cumin:2, oregano:0 → cloves (3 / 5) ✅",0.7,-8.55,8.55
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",['diff_data_like'],75.0,76.92,42.86,91.67,86.67,80.0,80.0,100.0,"[cumin.24c868eadb47.csv] cloves:1, cumin:4, oregano:0 → cumin (4 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:3, cumin:0, oregano:2 → cloves (3 / 5) ✅",0.7,-11.67,11.67
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",['diff_data_like'],100.0,100.0,100.0,100.0,96.15,100.0,88.89,100.0,"[cumin.24c868eadb47.csv] cloves:2, cumin:15, oregano:1 → cumin (15 / 18) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:10, cumin:8, oregano:0 → cloves (10 / 18) ✅",0.694,3.85,3.85
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],94.44,90.29,97.57,95.45,83.43,77.87,94.12,77.98,"[cumin.24c868eadb47.csv] cloves:8, cumin:103, oregano:9 → cumin (103 / 120) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:44, cumin:32, oregano:44 → cloves (44 / 120) ✅",0.612,11.01,11.01
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",['diff_data_like'],98.62,99.78,97.63,98.44,83.58,95.73,94.74,57.69,"[cumin.24c868eadb47.csv] cloves:2, cumin:110, oregano:3 → cumin (110 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:44, cumin:24, oregano:47 → oregano (47 / 115) ❌",0.274,15.04,15.04
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",45.31,4.35,100.0,27.78,35.29,0.0,100.0,0.0,"[cumin.24c868eadb47.csv] cloves:0, cumin:6, oregano:0 → cumin (6 / 6) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:3, oregano:3 → cumin (3 / 6) ❌",0.25,10.02,10.02
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",90.33,90.95,92.47,87.47,85.97,78.63,96.49,82.69,"[cumin.24c868eadb47.csv] cloves:0, cumin:112, oregano:3 → cumin (112 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:50, cumin:7, oregano:58 → oregano (58 / 115) ❌",0.235,4.36,4.36
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",86.34,91.18,82.8,84.98,85.37,83.76,92.11,79.81,"[cumin.24c868eadb47.csv] cloves:0, cumin:112, oregano:3 → cumin (112 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:54, cumin:1, oregano:60 → oregano (60 / 115) ❌",0.226,0.97,0.97
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",95.54,99.34,98.65,88.51,78.95,97.5,97.44,37.14,"[cumin.24c868eadb47.csv] cloves:0, cumin:39, oregano:0 → cumin (39 / 39) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:14, cumin:3, oregano:22 → oregano (22 / 39) ❌",0.218,16.59,16.59
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],92.63,83.67,97.99,96.05,72.81,77.5,97.44,40.0,"[cumin.24c868eadb47.csv] cloves:0, cumin:39, oregano:0 → cumin (39 / 39) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:9, cumin:7, oregano:23 → oregano (23 / 39) ❌",0.205,19.82,19.82
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",86.08,94.96,91.13,70.64,82.76,93.33,96.67,55.56,"[cumin.24c868eadb47.csv] cloves:0, cumin:30, oregano:0 → cumin (30 / 30) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:4, cumin:3, oregano:23 → oregano (23 / 30) ❌",0.117,3.32,3.32
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",68.75,40.0,60.0,100.0,86.67,60.0,100.0,100.0,"[cumin.24c868eadb47.csv] cloves:0, cumin:4, oregano:1 → cumin (4 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:1, cumin:1, oregano:3 → oregano (3 / 5) ❌",0.1,-17.92,17.92
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,99.93,100.0,99.8,100.0,65.71,100.0,0.0,99.08,"[cumin.24c868eadb47.csv] cloves:22, cumin:0, oregano:98 → oregano (98 / 120) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ✅",0.092,34.22,34.22
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",84.82,81.08,90.41,83.12,74.55,84.21,100.0,35.29,"[cumin.24c868eadb47.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:3, oregano:16 → oregano (16 / 19) ❌",0.079,10.27,10.27
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",None,99.51,100.0,99.39,99.13,96.57,100.0,89.92,100.0,"[cumin.24c868eadb47.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ✅",0.0,2.94,2.94
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",95.31,98.25,97.14,90.77,92.31,100.0,88.89,87.5,"[cumin.24c868eadb47.csv] cloves:18, cumin:0, oregano:0 → cloves (18 / 18) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:18, cumin:0, oregano:0 → cloves (18 / 18) ✅",0.0,3.0,3.0
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",96.88,99.35,95.48,95.68,93.58,100.0,89.19,91.18,"[cumin.24c868eadb47.csv] cloves:37, cumin:0, oregano:0 → cloves (37 / 37) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:37, cumin:0, oregano:0 → cloves (37 / 37) ✅",0.0,3.3,3.3
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",25.0,0.0,100.0,0.0,33.33,0.0,100.0,0.0,"[cumin.24c868eadb47.csv] cloves:0, cumin:5, oregano:0 → cumin (5 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:5, oregano:0 → cumin (5 / 5) ❌",0.0,-8.33,8.33
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",None,76.56,54.55,90.48,85.71,64.71,100.0,0.0,100.0,"[cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅",0.0,11.85,11.85
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",None,97.99,100.0,94.67,99.34,85.09,100.0,58.97,97.14,"[cumin.24c868eadb47.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ✅",0.0,12.9,12.9
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",['highpass_fft_batch'],98.66,100.0,100.0,96.15,85.45,100.0,89.47,64.71,"[cumin.24c868eadb47.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅",0.0,13.21,13.21
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],85.94,77.27,81.82,100.0,100.0,100.0,100.0,100.0,"[cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅",0.0,-14.06,14.06
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],85.94,77.27,82.61,100.0,100.0,100.0,100.0,100.0,"[cumin.24c868eadb47.csv] cloves:0, cumin:6, oregano:0 → cumin (6 / 6) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:6, oregano:0 → cumin (6 / 6) ❌",0.0,-14.06,14.06
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],99.38,100.0,98.79,99.35,84.57,100.0,55.46,99.08,"[cumin.24c868eadb47.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ✅",0.0,14.81,14.81
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",None,87.5,95.45,82.61,84.21,70.59,100.0,16.67,100.0,"[cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅",0.0,16.91,16.91
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",['highpass_fft_batch'],99.11,100.0,100.0,97.28,77.19,97.5,89.74,40.0,"[cumin.24c868eadb47.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ✅",0.0,21.92,21.92
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],96.59,100.0,92.0,98.17,73.56,100.0,23.33,100.0,"[cumin.24c868eadb47.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ✅",0.0,23.03,23.03
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,89.06,95.45,83.33,88.89,64.71,100.0,0.0,100.0,"[cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅",0.0,24.35,24.35
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",None,90.62,99.15,85.37,87.39,65.52,100.0,0.0,100.0,"[cumin.24c868eadb47.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ✅",0.0,25.1,25.1
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",None,90.91,99.15,85.37,88.39,65.52,100.0,0.0,100.0,"[cumin.24c868eadb47.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ✅",0.0,25.39,25.39
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",None,92.41,100.0,86.11,91.03,65.45,100.0,0.0,100.0,"[cumin.24c868eadb47.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅",0.0,26.96,26.96
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],99.78,100.0,100.0,99.32,72.81,100.0,23.08,97.14,"[cumin.24c868eadb47.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ✅",0.0,26.97,26.97
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,92.86,98.65,87.84,92.11,65.45,100.0,0.0,100.0,"[cumin.24c868eadb47.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅",0.0,27.41,27.41
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",None,93.3,100.0,87.5,92.41,65.45,100.0,0.0,100.0,"[cumin.24c868eadb47.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅",0.0,27.85,27.85
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,93.75,99.16,90.91,91.07,65.52,100.0,0.0,100.0,"[cumin.24c868eadb47.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ✅",0.0,28.23,28.23
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],97.54,100.0,92.67,100.0,69.3,100.0,15.38,94.29,"[cumin.24c868eadb47.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ✅",0.0,28.24,28.24
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",None,99.11,100.0,97.9,99.35,64.91,100.0,0.0,97.14,"[cumin.24c868eadb47.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ✅",0.0,34.2,34.2
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,99.55,100.0,98.68,100.0,64.91,100.0,0.0,97.14,"[cumin.24c868eadb47.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ✅",0.0,34.64,34.64
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],98.21,98.65,95.83,100.0,58.18,100.0,21.05,52.94,"[cumin.24c868eadb47.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅",0.0,40.03,40.03
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",['standard_scaler'],99.93,100.0,100.0,99.78,35.43,100.0,0.0,1.83,"[cumin.24c868eadb47.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ✅",0.0,64.5,64.5
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",['highpass_fft_batch'],99.15,100.0,100.0,97.32,89.66,100.0,93.33,74.07,"[cumin.24c868eadb47.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:29, cumin:1, oregano:0 → cloves (29 / 30) ✅",-0.017,9.49,9.49
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",97.19,98.1,97.32,96.12,89.16,100.0,85.71,80.77,"[cumin.24c868eadb47.csv] cloves:29, cumin:0, oregano:0 → cloves (29 / 29) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:26, cumin:0, oregano:3 → cloves (26 / 29) ✅",-0.052,8.03,8.03
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",98.47,99.78,99.57,95.97,93.73,99.15,87.72,94.23,"[cumin.24c868eadb47.csv] cloves:115, cumin:0, oregano:0 → cloves (115 / 115) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:97, cumin:18, oregano:0 → cloves (97 / 115) ✅",-0.078,4.74,4.74
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",['highpass_fft_batch'],99.58,100.0,99.6,99.13,87.43,99.18,89.08,72.48,"[cumin.24c868eadb47.csv] cloves:117, cumin:3, oregano:0 → cloves (117 / 120) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:96, cumin:16, oregano:8 → cloves (96 / 120) ✅",-0.087,12.15,12.15
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",40.62,0.0,0.0,100.0,33.33,0.0,0.0,100.0,"[cumin.24c868eadb47.csv] cloves:0, cumin:3, oregano:2 → cumin (3 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:5 → oregano (5 / 5) ❌",-0.2,7.29,7.29
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",43.75,0.0,0.0,100.0,33.33,0.0,0.0,100.0,"[cumin.24c868eadb47.csv] cloves:0, cumin:2, oregano:3 → oregano (3 / 5) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:5 → oregano (5 / 5) ❌",-0.8,10.42,10.42
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",['highpass_fft_batch'],68.75,27.27,81.82,100.0,82.35,83.33,83.33,80.0,"[cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:2, oregano:4 → oregano (4 / 6) ❌",-0.833,-13.6,13.6
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",37.5,0.0,10.0,100.0,46.67,0.0,40.0,100.0,"[cumin.24c868eadb47.csv] cloves:0, cumin:1, oregano:4 → oregano (4 / 5) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:5 → oregano (5 / 5) ❌",-0.9,-9.17,9.17
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",None,99.72,100.0,100.0,99.13,64.86,100.0,0.0,96.33,"[cumin.24c868eadb47.csv] cloves:96, cumin:24, oregano:0 → cloves (96 / 120) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:120, oregano:0 → cumin (120 / 120) ❌",-0.9,34.86,34.86
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],100.0,100.0,100.0,100.0,98.18,100.0,94.74,100.0,"[cumin.24c868eadb47.csv] cloves:0, cumin:0, oregano:19 → oregano (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:19 → oregano (19 / 19) ❌",-1.0,1.82,1.82
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",31.25,0.0,0.0,100.0,33.33,0.0,0.0,100.0,"[cumin.24c868eadb47.csv] cloves:0, cumin:0, oregano:5 → oregano (5 / 5) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:5 → oregano (5 / 5) ❌",-1.0,-2.08,2.08
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",['standard_scaler'],81.25,70.83,83.33,93.75,94.12,83.33,100.0,100.0,"[cumin.24c868eadb47.csv] cloves:0, cumin:0, oregano:6 → oregano (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:6 → oregano (6 / 6) ❌",-1.0,-12.87,12.87
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",59.38,27.27,58.33,100.0,73.33,40.0,80.0,100.0,"[cumin.24c868eadb47.csv] cloves:5, cumin:0, oregano:0 → cloves (5 / 5) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:5 → oregano (5 / 5) ❌",-1.0,-13.95,13.95
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",['standard_scaler'],100.0,100.0,100.0,100.0,72.73,100.0,21.05,100.0,"[cumin.24c868eadb47.csv] cloves:0, cumin:0, oregano:19 → oregano (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:19 → oregano (19 / 19) ❌",-1.0,27.27,27.27
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],100.0,100.0,100.0,100.0,71.26,100.0,16.67,100.0,"[cumin.24c868eadb47.csv] cloves:0, cumin:0, oregano:30 → oregano (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:30 → oregano (30 / 30) ❌",-1.0,28.74,28.74
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",['standard_scaler'],100.0,100.0,100.0,100.0,68.42,100.0,7.69,100.0,"[cumin.24c868eadb47.csv] cloves:0, cumin:0, oregano:39 → oregano (39 / 39) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:39 → oregano (39 / 39) ❌",-1.0,31.58,31.58
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],99.93,99.79,100.0,100.0,65.71,100.0,0.0,99.08,"[cumin.24c868eadb47.csv] cloves:0, cumin:0, oregano:120 → oregano (120 / 120) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:120 → oregano (120 / 120) ❌",-1.0,34.22,34.22
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",['standard_scaler'],100.0,100.0,100.0,100.0,65.52,100.0,0.0,100.0,"[cumin.24c868eadb47.csv] cloves:0, cumin:0, oregano:30 → oregano (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:30 → oregano (30 / 30) ❌",-1.0,34.48,34.48
