Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_cloves,Train_cumin,Train_oregano,Test_Overall,Test_cloves,Test_cumin,Test_oregano,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",99.55,100.0,99.35,99.28,81.65,97.37,100.0,44.12,"[cumin.real.9511a582c32f.csv] cloves:39, cumin:88, oregano:0 → cumin (88 / 127) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:67, cumin:60, oregano:0 → cloves (67 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:112, cumin:15, oregano:0 → cloves (112 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, oregano:0 → cumin (37 / 37) ✅ | [oregano.real.552189cd9ba7.csv] cloves:124, cumin:2, oregano:0 → cloves (124 / 126) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:22, cumin:0, oregano:15 → cloves (22 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:15, cumin:59, oregano:0 → cumin (59 / 74) ❌",0.022,17.9,17.9
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:24, cumin:39, oregano:0 → cumin (39 / 63) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:41, cumin:21, oregano:1 → cloves (41 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, oregano:0 → cumin (18 / 18) ✅ | [oregano.real.552189cd9ba7.csv] cloves:61, cumin:1, oregano:0 → cloves (61 / 62) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:9, cumin:0, oregano:9 → cloves (9 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:25, oregano:0 → cumin (25 / 36) ❌",0.013,0.0,0.0
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,90.29,98.36,92.44,78.9,"[cumin.real.9511a582c32f.csv] cloves:216, cumin:172, oregano:0 → cloves (216 / 388) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:234, cumin:154, oregano:0 → cloves (234 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:278, cumin:109, oregano:1 → cloves (278 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:118, oregano:2 → cumin (118 / 120) ✅ | [oregano.real.552189cd9ba7.csv] cloves:215, cumin:170, oregano:1 → cloves (215 / 386) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:87, cumin:31, oregano:2 → cloves (87 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:91, cumin:138, oregano:0 → cumin (138 / 229) ❌",-0.017,9.71,9.71
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],90.62,100.0,94.44,78.48,74.55,89.47,100.0,29.41,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:42, oregano:21 → cumin (42 / 63) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:22, cumin:18, oregano:23 → oregano (23 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [oregano.real.552189cd9ba7.csv] cloves:62, cumin:1, oregano:0 → cloves (62 / 63) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:1, cumin:17, oregano:19 → oregano (19 / 37) ❌",-0.028,16.07,16.07
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",71.88,43.24,86.49,85.53,54.55,36.84,100.0,23.53,"[cumin.real.9511a582c32f.csv] cloves:34, cumin:24, oregano:5 → cloves (34 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:14, cumin:12, oregano:37 → oregano (37 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:63, oregano:0 → cumin (63 / 63) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [oregano.real.552189cd9ba7.csv] cloves:47, cumin:16, oregano:0 → cloves (47 / 63) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:2, cumin:2, oregano:15 → oregano (15 / 19) ❌ | [cloves.real.64c1deab910f.csv] cloves:13, cumin:13, oregano:11 → cloves (13 / 37) ✅",-0.044,17.33,17.33
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],99.31,100.0,98.59,99.35,77.71,100.0,35.29,99.08,"[cumin.real.9511a582c32f.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:231, cumin:0, oregano:157 → cloves (231 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ❌ | [oregano.real.552189cd9ba7.csv] cloves:329, cumin:0, oregano:57 → cloves (329 / 386) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:229, cumin:0, oregano:0 → cloves (229 / 229) ✅",-0.064,21.6,21.6
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],95.74,100.0,91.2,96.36,73.56,100.0,23.33,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:58, cumin:8, oregano:31 → cloves (58 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ❌ | [oregano.real.552189cd9ba7.csv] cloves:82, cumin:14, oregano:0 → cloves (82 / 96) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:57, cumin:0, oregano:0 → cloves (57 / 57) ✅",-0.065,22.18,22.18
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['diff_data_like'],59.38,81.82,30.77,75.0,93.33,100.0,80.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:18, cumin:1, oregano:0 → cloves (18 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:0, oregano:19 → oregano (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:2, cumin:2, oregano:1 → cloves (2 / 5) ❌ | [oregano.real.552189cd9ba7.csv] cloves:12, cumin:0, oregano:7 → cloves (12 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:3, cumin:2, oregano:0 → cloves (3 / 5) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, oregano:0 → cloves (11 / 11) ✅",-0.069,-33.95,33.95
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",97.81,100.0,95.54,98.08,89.16,96.55,96.43,73.08,"[cumin.real.9511a582c32f.csv] cloves:75, cumin:2, oregano:19 → cloves (75 / 96) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:89, cumin:1, oregano:6 → cloves (89 / 96) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, oregano:0 → cloves (96 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:29, oregano:0 → cumin (29 / 29) ✅ | [oregano.real.552189cd9ba7.csv] cloves:95, cumin:0, oregano:0 → cloves (95 / 95) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:23, cumin:0, oregano:6 → cloves (23 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:26, cumin:2, oregano:28 → oregano (28 / 56) ❌",-0.08,8.65,8.65
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:22, cumin:40, oregano:1 → cumin (40 / 63) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:21, cumin:38, oregano:4 → cumin (38 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:47, cumin:16, oregano:0 → cloves (47 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:17, oregano:1 → cumin (17 / 18) ✅ | [oregano.real.552189cd9ba7.csv] cloves:62, cumin:0, oregano:0 → cloves (62 / 62) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:18, cumin:0, oregano:0 → cloves (18 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:7, cumin:29, oregano:0 → cumin (29 / 36) ❌",-0.082,0.0,0.0
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,67.19,28.57,87.5,84.21,70.59,16.67,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:14, cumin:5, oregano:0 → cloves (14 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:18, cumin:0, oregano:1 → cloves (18 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [oregano.real.552189cd9ba7.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, oregano:0 → cloves (11 / 11) ✅",-0.098,-3.4,3.4
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",99.69,100.0,100.0,99.0,89.16,100.0,100.0,65.38,"[cumin.real.9511a582c32f.csv] cloves:31, cumin:65, oregano:0 → cumin (65 / 96) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:45, cumin:49, oregano:2 → cumin (49 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, oregano:0 → cloves (96 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:28, oregano:1 → cumin (28 / 29) ✅ | [oregano.real.552189cd9ba7.csv] cloves:95, cumin:0, oregano:0 → cloves (95 / 95) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:29, cumin:0, oregano:0 → cloves (29 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:9, cumin:47, oregano:0 → cumin (47 / 56) ❌",-0.101,10.53,10.53
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",99.69,99.07,100.0,100.0,90.36,86.21,96.43,88.46,"[cumin.real.9511a582c32f.csv] cloves:60, cumin:23, oregano:13 → cloves (60 / 96) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:70, cumin:25, oregano:1 → cloves (70 / 96) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, oregano:0 → cloves (96 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:25, oregano:4 → cumin (25 / 29) ✅ | [oregano.real.552189cd9ba7.csv] cloves:95, cumin:0, oregano:0 → cloves (95 / 95) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:26, cumin:1, oregano:2 → cloves (26 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:23, cumin:33, oregano:0 → cumin (33 / 56) ❌",-0.104,9.33,9.33
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",97.17,99.35,98.92,93.08,77.91,97.44,96.49,35.58,"[cumin.real.9511a582c32f.csv] cloves:76, cumin:306, oregano:1 → cumin (306 / 383) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:139, cumin:240, oregano:4 → cumin (240 / 383) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:335, cumin:46, oregano:2 → cloves (335 / 383) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:115, oregano:0 → cumin (115 / 115) ✅ | [oregano.real.552189cd9ba7.csv] cloves:340, cumin:39, oregano:2 → cloves (340 / 381) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:83, cumin:12, oregano:20 → cloves (83 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:24, cumin:198, oregano:2 → cumin (198 / 224) ❌",-0.108,19.26,19.26
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",93.75,96.75,90.32,94.24,93.58,89.47,97.3,94.12,"[cumin.real.9511a582c32f.csv] cloves:93, cumin:10, oregano:24 → cloves (93 / 127) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:122, cumin:0, oregano:5 → cloves (122 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, oregano:0 → cloves (127 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, oregano:0 → cumin (37 / 37) ✅ | [oregano.real.552189cd9ba7.csv] cloves:126, cumin:0, oregano:0 → cloves (126 / 126) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:22, cumin:0, oregano:15 → cloves (22 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:19, cumin:11, oregano:44 → oregano (44 / 74) ❌",-0.11,0.17,0.17
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",86.61,98.05,89.03,71.22,88.99,97.37,94.59,73.53,"[cumin.real.9511a582c32f.csv] cloves:114, cumin:8, oregano:5 → cloves (114 / 127) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:116, cumin:5, oregano:6 → cloves (116 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:123, cumin:4, oregano:0 → cloves (123 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, oregano:0 → cumin (37 / 37) ✅ | [oregano.real.552189cd9ba7.csv] cloves:126, cumin:0, oregano:0 → cloves (126 / 126) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:29, cumin:0, oregano:8 → cloves (29 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:25, cumin:4, oregano:45 → oregano (45 / 74) ❌",-0.111,-2.38,2.38
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",99.78,100.0,99.35,100.0,97.25,92.11,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:55, cumin:72, oregano:0 → cumin (72 / 127) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:42, cumin:85, oregano:0 → cumin (85 / 127) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, oregano:0 → cloves (127 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, oregano:0 → cumin (37 / 37) ✅ | [oregano.real.552189cd9ba7.csv] cloves:83, cumin:43, oregano:0 → cloves (83 / 126) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:35, cumin:0, oregano:2 → cloves (35 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:3, cumin:71, oregano:0 → cumin (71 / 74) ❌",-0.111,2.53,2.53
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,99.55,100.0,98.65,100.0,64.91,100.0,0.0,97.14,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:104, cumin:0, oregano:24 → cloves (104 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ❌ | [oregano.real.552189cd9ba7.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, oregano:0 → cloves (75 / 75) ✅",-0.116,34.64,34.64
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],97.1,100.0,92.05,99.33,75.44,100.0,28.21,100.0,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:106, cumin:0, oregano:22 → cloves (106 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ❌ | [oregano.real.552189cd9ba7.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, oregano:0 → cloves (75 / 75) ✅",-0.118,21.66,21.66
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],98.21,98.63,95.89,100.0,67.27,100.0,10.53,94.12,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:52, cumin:0, oregano:11 → cloves (52 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [oregano.real.552189cd9ba7.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:37, cumin:0, oregano:0 → cloves (37 / 37) ✅",-0.118,30.94,30.94
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,97.25,100.0,100.0,91.18,"[cumin.real.9511a582c32f.csv] cloves:3, cumin:124, oregano:0 → cumin (124 / 127) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:1, cumin:126, oregano:0 → cumin (126 / 127) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, oregano:0 → cloves (127 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, oregano:0 → cumin (37 / 37) ✅ | [oregano.real.552189cd9ba7.csv] cloves:96, cumin:30, oregano:0 → cloves (96 / 126) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:35, cumin:0, oregano:2 → cloves (35 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:74, oregano:0 → cumin (74 / 74) ❌",-0.119,2.75,2.75
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",96.88,97.32,98.67,94.63,81.58,95.0,97.44,48.57,"[cumin.real.9511a582c32f.csv] cloves:26, cumin:59, oregano:43 → cumin (59 / 128) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:55, cumin:32, oregano:41 → cloves (55 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:70, cumin:58, oregano:0 → cloves (70 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:39, oregano:0 → cumin (39 / 39) ✅ | [oregano.real.552189cd9ba7.csv] cloves:127, cumin:1, oregano:0 → cloves (127 / 128) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:10, cumin:2, oregano:27 → oregano (27 / 39) ❌ | [cloves.real.64c1deab910f.csv] cloves:4, cumin:33, oregano:38 → oregano (38 / 75) ❌",-0.121,15.3,15.3
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",None,93.08,100.0,87.92,91.45,65.79,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:111, cumin:2, oregano:15 → cloves (111 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ❌ | [oregano.real.552189cd9ba7.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, oregano:0 → cloves (75 / 75) ✅",-0.124,27.29,27.29
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",94.27,100.0,92.54,90.91,98.08,100.0,100.0,93.75,"[cumin.real.9511a582c32f.csv] cloves:49, cumin:0, oregano:14 → cloves (49 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, oregano:0 → cumin (18 / 18) ✅ | [oregano.real.552189cd9ba7.csv] cloves:62, cumin:0, oregano:0 → cloves (62 / 62) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:12, cumin:0, oregano:6 → cloves (12 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:8, cumin:0, oregano:28 → oregano (28 / 36) ❌",-0.127,-3.81,3.81
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,98.82,100.0,96.56,100.0,65.43,99.18,0.0,99.08,"[cumin.real.9511a582c32f.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:345, cumin:0, oregano:43 → cloves (345 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ❌ | [oregano.real.552189cd9ba7.csv] cloves:386, cumin:0, oregano:0 → cloves (386 / 386) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:229, cumin:0, oregano:0 → cloves (229 / 229) ✅",-0.127,33.39,33.39
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",None,90.62,95.24,87.5,89.47,64.71,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:17, cumin:2, oregano:0 → cloves (17 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [oregano.real.552189cd9ba7.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, oregano:0 → cloves (11 / 11) ✅",-0.128,25.91,25.91
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",None,92.61,100.0,87.7,90.0,65.52,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:94, cumin:3, oregano:0 → cloves (94 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ❌ | [oregano.real.552189cd9ba7.csv] cloves:96, cumin:0, oregano:0 → cloves (96 / 96) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:57, cumin:0, oregano:0 → cloves (57 / 57) ✅",-0.138,27.09,27.09
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",None,98.75,100.0,99.39,96.75,94.57,100.0,84.87,99.08,"[cumin.real.9511a582c32f.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ❌ | [oregano.real.552189cd9ba7.csv] cloves:386, cumin:0, oregano:0 → cloves (386 / 386) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:229, cumin:0, oregano:0 → cloves (229 / 229) ✅",-0.143,4.18,4.18
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],87.5,81.82,86.96,94.74,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [oregano.real.552189cd9ba7.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, oregano:0 → cloves (11 / 11) ✅",-0.143,-12.5,12.5
