Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_cloves,Train_cumin,Train_oregano,Test_Overall,Test_cloves,Test_cumin,Test_oregano,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",84.3,88.53,93.52,70.51,80.9,79.49,96.49,65.38,"[cumin.real.9511a582c32f.csv] cloves:182, cumin:185, oregano:16 → cumin (185 / 383) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:206, cumin:157, oregano:20 → cloves (206 / 383) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:120, cumin:263, oregano:0 → cumin (263 / 383) ✅ | [cumin.24c868eadb47.csv] cloves:1, cumin:110, oregano:4 → cumin (110 / 115) ✅ | [oregano.real.552189cd9ba7.csv] cloves:216, cumin:165, oregano:0 → cloves (216 / 381) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:47, cumin:18, oregano:50 → oregano (50 / 115) ❌ | [cloves.real.64c1deab910f.csv] cloves:31, cumin:152, oregano:41 → cumin (152 / 224) ❌",0.141,3.4,3.4
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,93.86,100.0,94.87,85.71,"[cumin.real.9511a582c32f.csv] cloves:96, cumin:32, oregano:0 → cloves (96 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:115, cumin:13, oregano:0 → cloves (115 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:39, oregano:0 → cumin (39 / 39) ✅ | [oregano.real.552189cd9ba7.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:36, cumin:3, oregano:0 → cloves (36 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:67, cumin:8, oregano:0 → cloves (67 / 75) ✅",0.138,6.14,6.14
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",99.71,100.0,99.35,99.78,85.37,99.15,99.12,54.81,"[cumin.real.9511a582c32f.csv] cloves:90, cumin:276, oregano:17 → cumin (276 / 383) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:132, cumin:219, oregano:32 → cumin (219 / 383) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:188, cumin:195, oregano:0 → cumin (195 / 383) ✅ | [cumin.24c868eadb47.csv] cloves:1, cumin:111, oregano:3 → cumin (111 / 115) ✅ | [oregano.real.552189cd9ba7.csv] cloves:269, cumin:112, oregano:0 → cloves (269 / 381) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:82, cumin:32, oregano:1 → cloves (82 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:48, cumin:176, oregano:0 → cumin (176 / 224) ❌",0.121,14.34,14.34
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",85.71,85.14,77.03,94.74,90.91,94.74,94.74,82.35,"[cumin.real.9511a582c32f.csv] cloves:58, cumin:5, oregano:0 → cloves (58 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:62, cumin:1, oregano:0 → cloves (62 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [oregano.real.552189cd9ba7.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:15, cumin:4, oregano:0 → cloves (15 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:36, cumin:1, oregano:0 → cloves (36 / 37) ✅",0.118,-5.2,5.2
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",50.0,100.0,61.54,0.0,66.67,100.0,100.0,0.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:1, cumin:4, oregano:0 → cumin (4 / 5) ✅ | [oregano.real.552189cd9ba7.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:5, cumin:0, oregano:0 → cloves (5 / 5) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:11, oregano:0 → cumin (11 / 11) ❌",0.114,-16.67,16.67
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,91.71,98.36,96.64,78.9,"[cumin.real.9511a582c32f.csv] cloves:182, cumin:206, oregano:0 → cumin (206 / 388) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:241, cumin:147, oregano:0 → cloves (241 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:352, cumin:36, oregano:0 → cloves (352 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:13, cumin:107, oregano:0 → cumin (107 / 120) ✅ | [oregano.real.552189cd9ba7.csv] cloves:173, cumin:213, oregano:0 → cumin (213 / 386) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:87, cumin:32, oregano:1 → cloves (87 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:107, cumin:122, oregano:0 → cumin (122 / 229) ❌",0.111,8.29,8.29
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],98.96,100.0,99.8,96.96,85.14,94.26,95.8,63.3,"[cumin.real.9511a582c32f.csv] cloves:154, cumin:229, oregano:5 → cumin (229 / 388) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:263, cumin:121, oregano:4 → cloves (263 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:326, cumin:62, oregano:0 → cloves (326 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:2, cumin:118, oregano:0 → cumin (118 / 120) ✅ | [oregano.real.552189cd9ba7.csv] cloves:359, cumin:23, oregano:4 → cloves (359 / 386) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:102, cumin:16, oregano:2 → cloves (102 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:90, cumin:135, oregano:4 → cumin (135 / 229) ❌",0.106,13.82,13.82
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",['diff_data_like'],97.5,99.04,97.44,95.96,85.54,86.21,89.29,80.77,"[cumin.real.9511a582c32f.csv] cloves:26, cumin:69, oregano:1 → cumin (69 / 96) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:39, cumin:49, oregano:8 → cumin (49 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:31, cumin:63, oregano:2 → cumin (63 / 96) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:28, oregano:1 → cumin (28 / 29) ✅ | [oregano.real.552189cd9ba7.csv] cloves:85, cumin:7, oregano:3 → cloves (85 / 95) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:17, cumin:0, oregano:12 → cloves (17 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:8, cumin:48, oregano:0 → cumin (48 / 56) ❌",0.095,11.96,11.96
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['diff_data_like'],87.5,81.82,87.5,92.31,86.67,80.0,80.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:1, cumin:18, oregano:0 → cumin (18 / 19) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:3, cumin:16, oregano:0 → cumin (16 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:1, cumin:4, oregano:0 → cumin (4 / 5) ✅ | [oregano.real.552189cd9ba7.csv] cloves:1, cumin:18, oregano:0 → cumin (18 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:3, cumin:1, oregano:1 → cloves (3 / 5) ✅ | [cloves.real.64c1deab910f.csv] cloves:1, cumin:10, oregano:0 → cumin (10 / 11) ❌",0.093,0.83,0.83
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",98.69,99.57,96.98,99.55,92.24,90.6,97.37,88.46,"[cumin.real.9511a582c32f.csv] cloves:203, cumin:109, oregano:71 → cloves (203 / 383) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:247, cumin:79, oregano:57 → cloves (247 / 383) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:366, cumin:15, oregano:2 → cloves (366 / 383) ❌ | [cumin.24c868eadb47.csv] cloves:3, cumin:109, oregano:3 → cumin (109 / 115) ✅ | [oregano.real.552189cd9ba7.csv] cloves:371, cumin:10, oregano:0 → cloves (371 / 381) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:95, cumin:16, oregano:4 → cloves (95 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:146, cumin:64, oregano:14 → cloves (146 / 224) ✅",0.087,6.45,6.45
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",96.88,98.31,98.61,93.44,98.08,100.0,100.0,93.75,"[cumin.real.9511a582c32f.csv] cloves:24, cumin:39, oregano:0 → cumin (39 / 63) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:37, cumin:26, oregano:0 → cloves (37 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:59, cumin:4, oregano:0 → cloves (59 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, oregano:0 → cumin (18 / 18) ✅ | [oregano.real.552189cd9ba7.csv] cloves:5, cumin:57, oregano:0 → cumin (57 / 62) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:18, cumin:0, oregano:0 → cloves (18 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:9, cumin:27, oregano:0 → cumin (27 / 36) ❌",0.086,-1.2,1.2
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",97.92,100.0,95.65,98.46,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:54, cumin:0, oregano:9 → cloves (54 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, oregano:0 → cumin (18 / 18) ✅ | [oregano.real.552189cd9ba7.csv] cloves:62, cumin:0, oregano:0 → cloves (62 / 62) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:12, cumin:0, oregano:6 → cloves (12 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:22, cumin:0, oregano:14 → cloves (22 / 36) ✅",0.06,-2.08,2.08
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",92.19,90.48,87.5,100.0,76.47,66.67,100.0,60.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:6, oregano:0 → cumin (6 / 6) ✅ | [oregano.real.552189cd9ba7.csv] cloves:1, cumin:18, oregano:0 → cumin (18 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:2, cumin:2, oregano:2 → cloves (2 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:11, oregano:0 → cumin (11 / 11) ❌",0.055,15.72,15.72
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],93.47,99.16,90.98,90.09,81.61,93.33,93.33,55.56,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:28, oregano:69 → oregano (69 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:16, cumin:15, oregano:66 → oregano (66 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:97, oregano:0 → cumin (97 / 97) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:30, oregano:0 → cumin (30 / 30) ✅ | [oregano.real.552189cd9ba7.csv] cloves:87, cumin:8, oregano:1 → cloves (87 / 96) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:23, cumin:1, oregano:6 → cloves (23 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:17, cumin:15, oregano:25 → oregano (25 / 57) ❌",0.004,11.86,11.86
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",97.19,99.0,99.16,93.07,81.93,93.1,96.43,53.85,"[cumin.real.9511a582c32f.csv] cloves:31, cumin:65, oregano:0 → cumin (65 / 96) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:48, cumin:48, oregano:0 → cloves (48 / 96) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:81, cumin:15, oregano:0 → cloves (81 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:28, oregano:1 → cumin (28 / 29) ✅ | [oregano.real.552189cd9ba7.csv] cloves:95, cumin:0, oregano:0 → cloves (95 / 95) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:15, cumin:0, oregano:14 → cloves (15 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:7, cumin:49, oregano:0 → cumin (49 / 56) ❌",-0.008,15.26,15.26
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",98.44,96.67,100.0,98.48,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:23, cumin:40, oregano:0 → cumin (40 / 63) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:32, cumin:30, oregano:1 → cloves (32 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, oregano:0 → cumin (18 / 18) ✅ | [oregano.real.552189cd9ba7.csv] cloves:59, cumin:3, oregano:0 → cloves (59 / 62) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:9, cumin:0, oregano:9 → cloves (9 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:7, cumin:29, oregano:0 → cumin (29 / 36) ❌",-0.016,-1.56,1.56
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",94.6,99.15,96.0,88.07,82.76,90.0,96.67,59.26,"[cumin.real.9511a582c32f.csv] cloves:3, cumin:53, oregano:41 → cumin (53 / 97) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:29, cumin:22, oregano:46 → oregano (46 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:97, oregano:0 → cumin (97 / 97) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:30, oregano:0 → cumin (30 / 30) ✅ | [oregano.real.552189cd9ba7.csv] cloves:75, cumin:21, oregano:0 → cloves (75 / 96) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:1, cumin:4, oregano:25 → oregano (25 / 30) ❌ | [cloves.real.64c1deab910f.csv] cloves:4, cumin:37, oregano:16 → cumin (37 / 57) ❌",-0.027,11.84,11.84
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],98.66,100.0,100.0,95.95,83.33,100.0,97.44,48.57,"[cumin.real.9511a582c32f.csv] cloves:20, cumin:108, oregano:0 → cumin (108 / 128) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:48, cumin:80, oregano:0 → cumin (80 / 128) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:117, cumin:11, oregano:0 → cloves (117 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:39, oregano:0 → cumin (39 / 39) ✅ | [oregano.real.552189cd9ba7.csv] cloves:56, cumin:72, oregano:0 → cumin (72 / 128) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:37, cumin:2, oregano:0 → cloves (37 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:8, cumin:67, oregano:0 → cumin (67 / 75) ❌",-0.029,15.33,15.33
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",90.55,94.58,94.19,82.67,86.57,83.76,96.49,78.85,"[cumin.real.9511a582c32f.csv] cloves:180, cumin:155, oregano:48 → cloves (180 / 383) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:215, cumin:113, oregano:55 → cloves (215 / 383) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:206, cumin:177, oregano:0 → cloves (206 / 383) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:112, oregano:3 → cumin (112 / 115) ✅ | [oregano.real.552189cd9ba7.csv] cloves:337, cumin:44, oregano:0 → cloves (337 / 381) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:62, cumin:9, oregano:44 → cloves (62 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:40, cumin:85, oregano:99 → oregano (99 / 224) ❌",-0.037,3.98,3.98
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],95.31,98.64,95.3,92.11,75.44,90.0,97.44,34.29,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:72, oregano:56 → cumin (72 / 128) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:17, cumin:35, oregano:76 → oregano (76 / 128) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:85, cumin:43, oregano:0 → cloves (85 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:39, oregano:0 → cumin (39 / 39) ✅ | [oregano.real.552189cd9ba7.csv] cloves:123, cumin:4, oregano:1 → cloves (123 / 128) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:31, cumin:2, oregano:6 → cloves (31 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:1, cumin:40, oregano:34 → cumin (40 / 75) ❌",-0.056,19.87,19.87
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",90.94,98.04,89.92,84.85,86.75,93.1,96.43,69.23,"[cumin.real.9511a582c32f.csv] cloves:80, cumin:3, oregano:13 → cloves (80 / 96) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:80, cumin:0, oregano:16 → cloves (80 / 96) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:96, oregano:0 → cumin (96 / 96) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:28, oregano:1 → cumin (28 / 29) ✅ | [oregano.real.552189cd9ba7.csv] cloves:95, cumin:0, oregano:0 → cloves (95 / 95) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:14, cumin:0, oregano:15 → oregano (15 / 29) ❌ | [cloves.real.64c1deab910f.csv] cloves:7, cumin:0, oregano:49 → oregano (49 / 56) ❌",-0.061,4.19,4.19
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],97.1,99.32,91.95,100.0,69.3,100.0,10.26,100.0,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:76, cumin:0, oregano:52 → cloves (76 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ❌ | [oregano.real.552189cd9ba7.csv] cloves:109, cumin:0, oregano:19 → cloves (109 / 128) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, oregano:0 → cloves (75 / 75) ✅",-0.064,27.8,27.8
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",46.88,50.0,0.0,100.0,53.33,60.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:18, cumin:0, oregano:1 → cloves (18 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:1, oregano:18 → oregano (18 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, oregano:5 → oregano (5 / 5) ❌ | [oregano.real.552189cd9ba7.csv] cloves:0, cumin:11, oregano:8 → cumin (11 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:5, cumin:0, oregano:0 → cloves (5 / 5) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, oregano:0 → cloves (11 / 11) ✅",-0.068,-6.45,6.45
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",97.5,98.04,95.5,99.07,84.34,100.0,100.0,50.0,"[cumin.real.9511a582c32f.csv] cloves:32, cumin:63, oregano:1 → cumin (63 / 96) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:44, cumin:45, oregano:7 → cumin (45 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:79, cumin:17, oregano:0 → cloves (79 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:28, oregano:1 → cumin (28 / 29) ✅ | [oregano.real.552189cd9ba7.csv] cloves:93, cumin:2, oregano:0 → cloves (93 / 95) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:27, cumin:1, oregano:1 → cloves (27 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:10, cumin:46, oregano:0 → cumin (46 / 56) ❌",-0.077,13.16,13.16
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",97.77,100.0,98.66,94.63,79.82,92.5,97.44,45.71,"[cumin.real.9511a582c32f.csv] cloves:1, cumin:110, oregano:17 → cumin (110 / 128) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:30, cumin:65, oregano:33 → cumin (65 / 128) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:60, cumin:68, oregano:0 → cumin (68 / 128) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:39, oregano:0 → cumin (39 / 39) ✅ | [oregano.real.552189cd9ba7.csv] cloves:127, cumin:1, oregano:0 → cloves (127 / 128) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:7, cumin:5, oregano:27 → oregano (27 / 39) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:58, oregano:17 → cumin (58 / 75) ❌",-0.082,17.95,17.95
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],96.59,100.0,90.98,99.1,96.55,100.0,90.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:62, cumin:0, oregano:35 → cloves (62 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ❌ | [oregano.real.552189cd9ba7.csv] cloves:93, cumin:0, oregano:3 → cloves (93 / 96) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:57, cumin:0, oregano:0 → cloves (57 / 57) ✅",-0.087,0.04,0.04
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",98.44,100.0,97.41,98.06,90.36,100.0,96.43,73.08,"[cumin.real.9511a582c32f.csv] cloves:73, cumin:5, oregano:18 → cloves (73 / 96) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:90, cumin:0, oregano:6 → cloves (90 / 96) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, oregano:0 → cloves (96 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:28, oregano:1 → cumin (28 / 29) ✅ | [oregano.real.552189cd9ba7.csv] cloves:95, cumin:0, oregano:0 → cloves (95 / 95) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:22, cumin:0, oregano:7 → cloves (22 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:24, cumin:3, oregano:29 → oregano (29 / 56) ❌",-0.088,8.08,8.08
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],95.98,98.67,94.59,94.67,80.0,84.21,100.0,52.94,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:47, oregano:16 → cumin (47 / 63) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:9, cumin:18, oregano:36 → oregano (36 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [oregano.real.552189cd9ba7.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:14, cumin:2, oregano:3 → cloves (14 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:16, oregano:21 → oregano (21 / 37) ❌",-0.094,15.98,15.98
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],99.1,100.0,98.79,98.48,67.43,100.0,5.04,99.08,"[cumin.real.9511a582c32f.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:260, cumin:0, oregano:128 → cloves (260 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ❌ | [oregano.real.552189cd9ba7.csv] cloves:386, cumin:0, oregano:0 → cloves (386 / 386) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:229, cumin:0, oregano:0 → cloves (229 / 229) ✅",-0.096,31.67,31.67
