Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_cloves,Train_cumin,Train_oregano,Test_Overall,Test_cloves,Test_cumin,Test_oregano,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",53.12,9.09,58.33,100.0,66.67,0.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:1, cumin:10, oregano:8 → cumin (10 / 19) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:1, cumin:6, oregano:12 → oregano (12 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:1, oregano:18 → oregano (18 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:3, oregano:2 → cumin (3 / 5) ✅ | [oregano.real.552189cd9ba7.csv] cloves:0, cumin:0, oregano:19 → oregano (19 / 19) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:1, cumin:1, oregano:3 → oregano (3 / 5) ❌ | [cloves.real.64c1deab910f.csv] cloves:1, cumin:7, oregano:3 → cumin (7 / 11) ❌",-0.098,-13.55,13.55
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",98.86,100.0,96.8,100.0,89.66,86.67,96.67,85.19,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:97, oregano:0 → cumin (97 / 97) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:97, oregano:0 → cumin (97 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:30, oregano:0 → cumin (30 / 30) ✅ | [oregano.real.552189cd9ba7.csv] cloves:39, cumin:57, oregano:0 → cumin (57 / 96) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:27, cumin:3, oregano:0 → cloves (27 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:57, oregano:0 → cumin (57 / 57) ❌",-0.099,9.2,9.2
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],98.66,100.0,95.83,100.0,69.09,100.0,10.53,100.0,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:46, cumin:0, oregano:17 → cloves (46 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [oregano.real.552189cd9ba7.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:37, cumin:0, oregano:0 → cloves (37 / 37) ✅",-0.104,29.57,29.57
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",96.65,98.05,96.77,94.96,94.5,89.47,100.0,94.12,"[cumin.real.9511a582c32f.csv] cloves:58, cumin:69, oregano:0 → cumin (69 / 127) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:56, cumin:71, oregano:0 → cumin (71 / 127) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:103, cumin:24, oregano:0 → cloves (103 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, oregano:0 → cumin (37 / 37) ✅ | [oregano.real.552189cd9ba7.csv] cloves:122, cumin:4, oregano:0 → cloves (122 / 126) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:36, cumin:0, oregano:1 → cloves (36 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:6, cumin:68, oregano:0 → cumin (68 / 74) ❌",-0.106,2.15,2.15
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",98.33,98.27,98.71,97.99,78.81,94.87,95.61,42.31,"[cumin.real.9511a582c32f.csv] cloves:67, cumin:316, oregano:0 → cumin (316 / 383) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:125, cumin:253, oregano:5 → cumin (253 / 383) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:279, cumin:102, oregano:2 → cloves (279 / 383) ❌ | [cumin.24c868eadb47.csv] cloves:1, cumin:114, oregano:0 → cumin (114 / 115) ✅ | [oregano.real.552189cd9ba7.csv] cloves:373, cumin:6, oregano:2 → cloves (373 / 381) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:76, cumin:14, oregano:25 → cloves (76 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:29, cumin:194, oregano:1 → cumin (194 / 224) ❌",-0.108,19.52,19.52
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,93.3,98.65,91.55,89.87,65.45,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:50, cumin:13, oregano:0 → cloves (50 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [oregano.real.552189cd9ba7.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:37, cumin:0, oregano:0 → cloves (37 / 37) ✅",-0.113,27.85,27.85
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",100.0,100.0,100.0,100.0,97.25,100.0,100.0,91.18,"[cumin.real.9511a582c32f.csv] cloves:41, cumin:86, oregano:0 → cumin (86 / 127) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:45, cumin:82, oregano:0 → cumin (82 / 127) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:99, cumin:28, oregano:0 → cloves (99 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:35, oregano:2 → cumin (35 / 37) ✅ | [oregano.real.552189cd9ba7.csv] cloves:124, cumin:2, oregano:0 → cloves (124 / 126) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:31, cumin:5, oregano:1 → cloves (31 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:10, cumin:64, oregano:0 → cumin (64 / 74) ❌",-0.116,2.75,2.75
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,94.5,94.74,97.3,91.18,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:30, oregano:0 → cloves (97 / 127) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:89, cumin:38, oregano:0 → cloves (89 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, oregano:0 → cloves (127 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, oregano:0 → cumin (37 / 37) ✅ | [oregano.real.552189cd9ba7.csv] cloves:124, cumin:2, oregano:0 → cloves (124 / 126) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:34, cumin:0, oregano:3 → cloves (34 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:22, cumin:52, oregano:0 → cumin (52 / 74) ❌",-0.119,5.5,5.5
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",94.64,100.0,87.1,97.12,96.33,94.74,97.3,97.06,"[cumin.real.9511a582c32f.csv] cloves:98, cumin:4, oregano:25 → cloves (98 / 127) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:119, cumin:3, oregano:5 → cloves (119 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, oregano:0 → cloves (127 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, oregano:0 → cumin (37 / 37) ✅ | [oregano.real.552189cd9ba7.csv] cloves:126, cumin:0, oregano:0 → cloves (126 / 126) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:25, cumin:1, oregano:11 → cloves (25 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:8, cumin:14, oregano:52 → oregano (52 / 74) ❌",-0.123,-1.69,1.69
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,99.33,100.0,98.01,100.0,65.79,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:116, cumin:0, oregano:12 → cloves (116 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ❌ | [oregano.real.552189cd9ba7.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, oregano:0 → cloves (75 / 75) ✅",-0.129,33.54,33.54
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,92.77,93.1,96.43,88.46,"[cumin.real.9511a582c32f.csv] cloves:40, cumin:55, oregano:1 → cumin (55 / 96) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:34, cumin:62, oregano:0 → cumin (62 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, oregano:0 → cloves (96 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:27, oregano:2 → cumin (27 / 29) ✅ | [oregano.real.552189cd9ba7.csv] cloves:87, cumin:8, oregano:0 → cloves (87 / 95) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:27, cumin:0, oregano:2 → cloves (27 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:45, oregano:0 → cumin (45 / 56) ❌",-0.133,7.23,7.23
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,91.19,99.15,85.48,89.09,65.52,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:90, cumin:2, oregano:5 → cloves (90 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ❌ | [oregano.real.552189cd9ba7.csv] cloves:96, cumin:0, oregano:0 → cloves (96 / 96) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:57, cumin:0, oregano:0 → cloves (57 / 57) ✅",-0.133,25.67,25.67
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",92.86,100.0,94.37,84.81,83.64,94.74,100.0,52.94,"[cumin.real.9511a582c32f.csv] cloves:23, cumin:39, oregano:1 → cumin (39 / 63) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:47, cumin:16, oregano:0 → cloves (47 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [oregano.real.552189cd9ba7.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:4, cumin:2, oregano:13 → oregano (13 / 19) ❌ | [cloves.real.64c1deab910f.csv] cloves:12, cumin:25, oregano:0 → cumin (25 / 37) ❌",-0.142,9.22,9.22
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",None,99.31,100.0,99.4,98.48,94.86,100.0,84.87,100.0,"[cumin.real.9511a582c32f.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:388, cumin:0, oregano:0 → cloves (388 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ❌ | [oregano.real.552189cd9ba7.csv] cloves:386, cumin:0, oregano:0 → cloves (386 / 386) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, oregano:0 → cloves (120 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:229, cumin:0, oregano:0 → cloves (229 / 229) ✅",-0.143,4.45,4.45
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",None,95.54,100.0,87.5,99.34,85.96,100.0,58.97,100.0,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ❌ | [oregano.real.552189cd9ba7.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, oregano:0 → cloves (75 / 75) ✅",-0.143,9.58,9.58
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,76.56,59.09,87.5,83.33,64.71,83.33,16.67,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [oregano.real.552189cd9ba7.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, oregano:0 → cloves (11 / 11) ✅",-0.143,11.85,11.85
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",None,89.06,95.45,86.36,85.0,64.71,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [oregano.real.552189cd9ba7.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, oregano:0 → cloves (11 / 11) ✅",-0.143,24.35,24.35
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",None,91.48,100.0,86.29,88.29,65.52,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ❌ | [oregano.real.552189cd9ba7.csv] cloves:96, cumin:0, oregano:0 → cloves (96 / 96) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:57, cumin:0, oregano:0 → cloves (57 / 57) ✅",-0.143,25.96,25.96
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",None,92.86,100.0,87.5,91.14,65.45,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [oregano.real.552189cd9ba7.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:37, cumin:0, oregano:0 → cloves (37 / 37) ✅",-0.143,27.41,27.41
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",95.76,100.0,96.77,89.93,92.66,100.0,97.3,79.41,"[cumin.real.9511a582c32f.csv] cloves:100, cumin:24, oregano:3 → cloves (100 / 127) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:111, cumin:16, oregano:0 → cloves (111 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, oregano:0 → cloves (127 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, oregano:0 → cumin (37 / 37) ✅ | [oregano.real.552189cd9ba7.csv] cloves:126, cumin:0, oregano:0 → cloves (126 / 126) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:24, cumin:1, oregano:12 → cloves (24 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:9, cumin:65, oregano:0 → cumin (65 / 74) ❌",-0.163,3.1,3.1
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],87.5,78.26,86.36,100.0,94.12,83.33,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:16, oregano:3 → cumin (16 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:6, oregano:0 → cumin (6 / 6) ✅ | [oregano.real.552189cd9ba7.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:6, oregano:0 → cumin (6 / 6) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:11, oregano:0 → cumin (11 / 11) ❌",-0.165,-6.62,6.62
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",56.25,75.0,0.0,100.0,60.0,80.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:11, cumin:0, oregano:8 → cloves (11 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:7, cumin:0, oregano:12 → oregano (12 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:2, cumin:1, oregano:2 → cloves (2 / 5) ❌ | [oregano.real.552189cd9ba7.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:5, cumin:0, oregano:0 → cloves (5 / 5) ✅ | [cloves.real.64c1deab910f.csv] cloves:9, cumin:0, oregano:2 → cloves (9 / 11) ✅",-0.256,-3.75,3.75
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",94.79,94.83,91.18,98.48,84.62,66.67,100.0,87.5,"[cumin.real.9511a582c32f.csv] cloves:35, cumin:28, oregano:0 → cloves (35 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:44, oregano:0 → cumin (44 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, oregano:0 → cumin (18 / 18) ✅ | [oregano.real.552189cd9ba7.csv] cloves:56, cumin:6, oregano:0 → cloves (56 / 62) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:16, cumin:0, oregano:2 → cloves (16 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:36, oregano:0 → cumin (36 / 36) ❌",-0.324,10.17,10.17
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",82.81,96.72,88.24,63.49,82.69,100.0,100.0,43.75,"[cumin.real.9511a582c32f.csv] cloves:56, cumin:3, oregano:4 → cloves (56 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, oregano:0 → cumin (18 / 18) ✅ | [oregano.real.552189cd9ba7.csv] cloves:62, cumin:0, oregano:0 → cloves (62 / 62) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:7, cumin:0, oregano:11 → oregano (11 / 18) ❌ | [cloves.real.64c1deab910f.csv] cloves:7, cumin:0, oregano:29 → oregano (29 / 36) ❌",-0.329,0.12,0.12
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],85.94,75.0,83.33,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:2, cumin:17, oregano:0 → cumin (17 / 19) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:6, oregano:0 → cumin (6 / 6) ✅ | [oregano.real.552189cd9ba7.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:6, oregano:0 → cumin (6 / 6) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:11, oregano:0 → cumin (11 / 11) ❌",-0.444,-14.06,14.06
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,98.82,100.0,98.99,97.39,64.86,100.0,0.0,96.33,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, oregano:388 → oregano (388 / 388) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, oregano:388 → oregano (388 / 388) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:0, oregano:388 → oregano (388 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:46, cumin:0, oregano:74 → oregano (74 / 120) ❌ | [oregano.real.552189cd9ba7.csv] cloves:0, cumin:0, oregano:386 → oregano (386 / 386) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:120 → oregano (120 / 120) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, oregano:229 → oregano (229 / 229) ❌",-0.66,33.96,33.96
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],99.72,100.0,100.0,99.07,70.11,100.0,13.33,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, oregano:97 → oregano (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, oregano:97 → oregano (97 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:12, cumin:0, oregano:85 → oregano (85 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, oregano:30 → oregano (30 / 30) ❌ | [oregano.real.552189cd9ba7.csv] cloves:0, cumin:0, oregano:96 → oregano (96 / 96) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:30 → oregano (30 / 30) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, oregano:57 → oregano (57 / 57) ❌",-0.697,29.61,29.61
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],100.0,100.0,100.0,100.0,87.27,100.0,63.16,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, oregano:63 → oregano (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, oregano:63 → oregano (63 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:0, oregano:63 → oregano (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, oregano:19 → oregano (19 / 19) ❌ | [oregano.real.552189cd9ba7.csv] cloves:0, cumin:0, oregano:63 → oregano (63 / 63) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:19 → oregano (19 / 19) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, oregano:37 → oregano (37 / 37) ❌",-0.714,12.73,12.73
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],100.0,100.0,100.0,100.0,74.56,100.0,25.64,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, oregano:128 → oregano (128 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, oregano:128 → oregano (128 / 128) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:0, oregano:128 → oregano (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, oregano:39 → oregano (39 / 39) ❌ | [oregano.real.552189cd9ba7.csv] cloves:0, cumin:0, oregano:128 → oregano (128 / 128) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:39 → oregano (39 / 39) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, oregano:75 → oregano (75 / 75) ❌",-0.714,25.44,25.44
