Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_cloves,Train_cumin,Train_nutmeg,Test_Overall,Test_cloves,Test_cumin,Test_nutmeg,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",89.38,98.21,83.18,86.14,73.49,100.0,39.29,80.77,"[cumin.real.9511a582c32f.csv] cloves:56, cumin:37, nutmeg:3 → cloves (56 / 96) ❌ | [nutmeg.bdedca695511.csv] cloves:18, cumin:5, nutmeg:5 → cloves (18 / 28) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:74, cumin:22, nutmeg:0 → cloves (74 / 96) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, nutmeg:0 → cloves (96 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:10, nutmeg:19 → nutmeg (19 / 29) ❌ | [nutmeg.66ddb6a76271.csv] cloves:6, cumin:2, nutmeg:22 → nutmeg (22 / 30) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:20, cumin:5, nutmeg:4 → cloves (20 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:10, cumin:46, nutmeg:0 → cumin (46 / 56) ❌",-0.189,15.89,15.89
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],98.88,98.0,99.35,99.3,67.83,97.5,7.69,100.0,"[cumin.real.9511a582c32f.csv] cloves:57, cumin:0, nutmeg:71 → nutmeg (71 / 128) ❌ | [nutmeg.bdedca695511.csv] cloves:38, cumin:0, nutmeg:0 → cloves (38 / 38) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, nutmeg:0 → cloves (39 / 39) ❌ | [nutmeg.66ddb6a76271.csv] cloves:41, cumin:0, nutmeg:0 → cloves (41 / 41) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, nutmeg:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, nutmeg:0 → cloves (75 / 75) ✅",-0.194,31.05,31.05
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],100.0,100.0,100.0,100.0,83.64,100.0,52.63,100.0,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌ | [nutmeg.bdedca695511.csv] cloves:18, cumin:0, nutmeg:0 → cloves (18 / 18) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:38, cumin:0, nutmeg:25 → cloves (38 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [nutmeg.66ddb6a76271.csv] cloves:20, cumin:0, nutmeg:0 → cloves (20 / 20) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:37, cumin:0, nutmeg:0 → cloves (37 / 37) ✅",-0.2,16.36,16.36
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",99.06,100.0,100.0,97.06,83.13,93.1,78.57,76.92,"[cumin.real.9511a582c32f.csv] cloves:6, cumin:90, nutmeg:0 → cumin (90 / 96) ✅ | [nutmeg.bdedca695511.csv] cloves:21, cumin:3, nutmeg:4 → cloves (21 / 28) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:6, cumin:89, nutmeg:1 → cumin (89 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:80, cumin:0, nutmeg:16 → cloves (80 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, nutmeg:11 → cumin (18 / 29) ✅ | [nutmeg.66ddb6a76271.csv] cloves:3, cumin:1, nutmeg:26 → nutmeg (26 / 30) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:9, cumin:17, nutmeg:3 → cumin (17 / 29) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:56, nutmeg:0 → cumin (56 / 56) ❌",-0.209,15.93,15.93
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",None,59.38,71.43,100.0,0.0,23.53,33.33,33.33,0.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [nutmeg.bdedca695511.csv] cloves:5, cumin:0, nutmeg:0 → cloves (5 / 5) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:14, cumin:5, nutmeg:0 → cloves (14 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, nutmeg:0 → cloves (6 / 6) ❌ | [nutmeg.66ddb6a76271.csv] cloves:6, cumin:0, nutmeg:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, nutmeg:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, nutmeg:0 → cloves (11 / 11) ✅",-0.217,35.85,35.85
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",97.36,100.0,93.75,98.33,95.41,100.0,94.59,91.18,"[cumin.real.9511a582c32f.csv] cloves:37, cumin:90, nutmeg:0 → cumin (90 / 127) ✅ | [nutmeg.bdedca695511.csv] cloves:30, cumin:2, nutmeg:5 → cloves (30 / 37) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:34, cumin:93, nutmeg:0 → cumin (93 / 127) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:114, cumin:0, nutmeg:13 → cloves (114 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:16, nutmeg:21 → nutmeg (21 / 37) ❌ | [nutmeg.66ddb6a76271.csv] cloves:1, cumin:2, nutmeg:37 → nutmeg (37 / 40) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:15, nutmeg:3 → cloves (19 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:1, cumin:70, nutmeg:3 → cumin (70 / 74) ❌",-0.226,1.95,1.95
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],99.08,99.37,100.0,97.74,69.23,100.0,10.92,98.18,"[cumin.real.9511a582c32f.csv] cloves:45, cumin:0, nutmeg:343 → nutmeg (343 / 388) ❌ | [nutmeg.bdedca695511.csv] cloves:0, cumin:0, nutmeg:118 → nutmeg (118 / 118) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, nutmeg:388 → nutmeg (388 / 388) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:9, cumin:0, nutmeg:111 → nutmeg (111 / 120) ❌ | [nutmeg.66ddb6a76271.csv] cloves:0, cumin:0, nutmeg:127 → nutmeg (127 / 127) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, nutmeg:0 → cloves (120 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, nutmeg:229 → nutmeg (229 / 229) ❌",-0.226,29.85,29.85
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",None,92.9,100.0,81.67,97.22,65.52,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ❌ | [nutmeg.bdedca695511.csv] cloves:29, cumin:0, nutmeg:0 → cloves (29 / 29) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:84, cumin:0, nutmeg:13 → cloves (84 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, nutmeg:0 → cloves (30 / 30) ❌ | [nutmeg.66ddb6a76271.csv] cloves:32, cumin:0, nutmeg:0 → cloves (32 / 32) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, nutmeg:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:57, cumin:0, nutmeg:0 → cloves (57 / 57) ✅",-0.233,27.38,27.38
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],84.38,90.91,76.19,85.71,82.35,100.0,66.67,80.0,"[cumin.real.9511a582c32f.csv] cloves:2, cumin:0, nutmeg:17 → nutmeg (17 / 19) ❌ | [nutmeg.bdedca695511.csv] cloves:0, cumin:0, nutmeg:5 → nutmeg (5 / 5) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, nutmeg:19 → nutmeg (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, nutmeg:6 → nutmeg (6 / 6) ❌ | [nutmeg.66ddb6a76271.csv] cloves:0, cumin:0, nutmeg:6 → nutmeg (6 / 6) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, nutmeg:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, nutmeg:11 → nutmeg (11 / 11) ❌",-0.237,2.03,2.03
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,98.3,100.0,96.69,98.15,65.52,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ❌ | [nutmeg.bdedca695511.csv] cloves:29, cumin:0, nutmeg:0 → cloves (29 / 29) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:90, cumin:0, nutmeg:7 → cloves (90 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, nutmeg:0 → cloves (30 / 30) ❌ | [nutmeg.66ddb6a76271.csv] cloves:32, cumin:0, nutmeg:0 → cloves (32 / 32) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, nutmeg:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:57, cumin:0, nutmeg:0 → cloves (57 / 57) ✅",-0.241,32.78,32.78
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",37.5,100.0,0.0,0.0,33.33,100.0,0.0,0.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [nutmeg.bdedca695511.csv] cloves:5, cumin:0, nutmeg:0 → cloves (5 / 5) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:18, cumin:0, nutmeg:1 → cloves (18 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:5, cumin:0, nutmeg:0 → cloves (5 / 5) ❌ | [nutmeg.66ddb6a76271.csv] cloves:6, cumin:0, nutmeg:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:5, cumin:0, nutmeg:0 → cloves (5 / 5) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, nutmeg:0 → cloves (11 / 11) ✅",-0.243,4.17,4.17
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],98.66,98.64,98.73,98.6,88.7,100.0,66.67,100.0,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌ | [nutmeg.bdedca695511.csv] cloves:38, cumin:0, nutmeg:0 → cloves (38 / 38) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, nutmeg:0 → cloves (39 / 39) ❌ | [nutmeg.66ddb6a76271.csv] cloves:41, cumin:0, nutmeg:0 → cloves (41 / 41) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, nutmeg:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, nutmeg:0 → cloves (75 / 75) ✅",-0.25,9.96,9.96
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",None,94.27,100.0,84.93,100.0,72.73,100.0,21.05,100.0,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌ | [nutmeg.bdedca695511.csv] cloves:18, cumin:0, nutmeg:0 → cloves (18 / 18) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [nutmeg.66ddb6a76271.csv] cloves:20, cumin:0, nutmeg:0 → cloves (20 / 20) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:37, cumin:0, nutmeg:0 → cloves (37 / 37) ✅",-0.25,21.54,21.54
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],99.43,100.0,100.0,98.17,72.41,100.0,20.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ❌ | [nutmeg.bdedca695511.csv] cloves:29, cumin:0, nutmeg:0 → cloves (29 / 29) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, nutmeg:0 → cloves (30 / 30) ❌ | [nutmeg.66ddb6a76271.csv] cloves:32, cumin:0, nutmeg:0 → cloves (32 / 32) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, nutmeg:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:57, cumin:0, nutmeg:0 → cloves (57 / 57) ✅",-0.25,27.02,27.02
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",None,93.53,100.0,90.57,90.21,66.09,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌ | [nutmeg.bdedca695511.csv] cloves:38, cumin:0, nutmeg:0 → cloves (38 / 38) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, nutmeg:0 → cloves (39 / 39) ❌ | [nutmeg.66ddb6a76271.csv] cloves:41, cumin:0, nutmeg:0 → cloves (41 / 41) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, nutmeg:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, nutmeg:0 → cloves (75 / 75) ✅",-0.25,27.44,27.44
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,95.31,100.0,87.32,100.0,65.45,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌ | [nutmeg.bdedca695511.csv] cloves:18, cumin:0, nutmeg:0 → cloves (18 / 18) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [nutmeg.66ddb6a76271.csv] cloves:20, cumin:0, nutmeg:0 → cloves (20 / 20) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:37, cumin:0, nutmeg:0 → cloves (37 / 37) ✅",-0.25,29.86,29.86
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,95.31,100.0,91.67,94.74,64.71,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [nutmeg.bdedca695511.csv] cloves:5, cumin:0, nutmeg:0 → cloves (5 / 5) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, nutmeg:0 → cloves (6 / 6) ❌ | [nutmeg.66ddb6a76271.csv] cloves:6, cumin:0, nutmeg:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, nutmeg:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, nutmeg:0 → cloves (11 / 11) ✅",-0.25,30.6,30.6
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,99.55,100.0,100.0,98.58,66.09,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌ | [nutmeg.bdedca695511.csv] cloves:38, cumin:0, nutmeg:0 → cloves (38 / 38) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, nutmeg:0 → cloves (39 / 39) ❌ | [nutmeg.66ddb6a76271.csv] cloves:41, cumin:0, nutmeg:0 → cloves (41 / 41) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, nutmeg:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, nutmeg:0 → cloves (75 / 75) ✅",-0.25,33.46,33.46
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],99.57,100.0,99.18,99.55,66.1,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ❌ | [nutmeg.bdedca695511.csv] cloves:118, cumin:0, nutmeg:0 → cloves (118 / 118) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, nutmeg:0 → cloves (120 / 120) ❌ | [nutmeg.66ddb6a76271.csv] cloves:127, cumin:0, nutmeg:0 → cloves (127 / 127) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, nutmeg:0 → cloves (120 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:229, cumin:0, nutmeg:0 → cloves (229 / 229) ✅",-0.25,33.47,33.47
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",None,99.43,100.0,98.77,99.55,65.24,99.18,0.0,98.18,"[cumin.real.9511a582c32f.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ❌ | [nutmeg.bdedca695511.csv] cloves:118, cumin:0, nutmeg:0 → cloves (118 / 118) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, nutmeg:0 → cloves (120 / 120) ❌ | [nutmeg.66ddb6a76271.csv] cloves:127, cumin:0, nutmeg:0 → cloves (127 / 127) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, nutmeg:0 → cloves (120 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:229, cumin:0, nutmeg:0 → cloves (229 / 229) ✅",-0.25,34.19,34.19
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,100.0,100.0,100.0,100.0,65.53,99.18,0.0,99.09,"[cumin.real.9511a582c32f.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ❌ | [nutmeg.bdedca695511.csv] cloves:118, cumin:0, nutmeg:0 → cloves (118 / 118) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, nutmeg:0 → cloves (120 / 120) ❌ | [nutmeg.66ddb6a76271.csv] cloves:127, cumin:0, nutmeg:0 → cloves (127 / 127) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, nutmeg:0 → cloves (120 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:229, cumin:0, nutmeg:0 → cloves (229 / 229) ✅",-0.25,34.47,34.47
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],82.81,70.0,95.83,80.0,94.12,100.0,100.0,80.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:19, nutmeg:0 → cumin (19 / 19) ✅ | [nutmeg.bdedca695511.csv] cloves:0, cumin:5, nutmeg:0 → cumin (5 / 5) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:19, nutmeg:0 → cumin (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:1, cumin:18, nutmeg:0 → cumin (18 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:6, nutmeg:0 → cumin (6 / 6) ✅ | [nutmeg.66ddb6a76271.csv] cloves:0, cumin:6, nutmeg:0 → cumin (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:6, nutmeg:0 → cumin (6 / 6) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:11, nutmeg:0 → cumin (11 / 11) ❌",-0.257,-11.31,11.31
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",98.96,100.0,97.1,100.0,90.38,88.89,94.44,87.5,"[cumin.real.9511a582c32f.csv] cloves:10, cumin:53, nutmeg:0 → cumin (53 / 63) ✅ | [nutmeg.bdedca695511.csv] cloves:15, cumin:0, nutmeg:3 → cloves (15 / 18) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:1, cumin:62, nutmeg:0 → cumin (62 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:51, cumin:5, nutmeg:7 → cloves (51 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:9, nutmeg:9 → cumin (9 / 18) ✅ | [nutmeg.66ddb6a76271.csv] cloves:1, cumin:0, nutmeg:18 → nutmeg (18 / 19) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:3, cumin:15, nutmeg:0 → cumin (15 / 18) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:36, nutmeg:0 → cumin (36 / 36) ❌",-0.271,8.58,8.58
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",99.52,100.0,99.31,99.17,99.08,100.0,97.3,100.0,"[cumin.real.9511a582c32f.csv] cloves:109, cumin:18, nutmeg:0 → cloves (109 / 127) ❌ | [nutmeg.bdedca695511.csv] cloves:29, cumin:7, nutmeg:1 → cloves (29 / 37) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:85, cumin:42, nutmeg:0 → cloves (85 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, nutmeg:0 → cloves (127 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:34, nutmeg:3 → cumin (34 / 37) ✅ | [nutmeg.66ddb6a76271.csv] cloves:2, cumin:35, nutmeg:3 → cumin (35 / 40) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:22, cumin:15, nutmeg:0 → cloves (22 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:10, cumin:64, nutmeg:0 → cumin (64 / 74) ❌",-0.275,0.44,0.44
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",94.27,100.0,90.14,92.98,96.36,100.0,94.74,94.12,"[cumin.real.9511a582c32f.csv] cloves:49, cumin:12, nutmeg:2 → cloves (49 / 63) ❌ | [nutmeg.bdedca695511.csv] cloves:16, cumin:2, nutmeg:0 → cloves (16 / 18) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:56, cumin:7, nutmeg:0 → cloves (56 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:17, nutmeg:2 → cumin (17 / 19) ✅ | [nutmeg.66ddb6a76271.csv] cloves:4, cumin:10, nutmeg:6 → cumin (10 / 20) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:10, nutmeg:9 → cumin (10 / 19) ❌ | [cloves.real.64c1deab910f.csv] cloves:16, cumin:21, nutmeg:0 → cumin (21 / 37) ❌",-0.31,-2.09,2.09
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",98.86,100.0,97.5,99.07,90.8,100.0,90.0,81.48,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, nutmeg:97 → nutmeg (97 / 97) ❌ | [nutmeg.bdedca695511.csv] cloves:21, cumin:7, nutmeg:1 → cloves (21 / 29) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, nutmeg:97 → nutmeg (97 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:29, nutmeg:1 → cumin (29 / 30) ✅ | [nutmeg.66ddb6a76271.csv] cloves:9, cumin:21, nutmeg:2 → cumin (21 / 32) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:25, cumin:3, nutmeg:2 → cloves (25 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, nutmeg:57 → nutmeg (57 / 57) ❌",-0.448,8.06,8.06
