Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_cloves,Train_cumin,Train_almond,Test_Overall,Test_cloves,Test_cumin,Test_almond,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",98.86,98.21,98.37,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:34, cumin:61, almond:1 → cumin (61 / 96) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:81, cumin:15, almond:0 → cloves (81 / 96) ❌ | [almond.77e42e4a9108.csv] cloves:7, cumin:0, almond:22 → almond (22 / 29) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:29, almond:0 → cumin (29 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:18, cumin:0, almond:11 → cloves (18 / 29) ✅",0.434,-1.14,1.14
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,97.8,96.67,96.67,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:55, almond:23 → cumin (55 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, almond:0 → cloves (97 / 97) ❌ | [almond.77e42e4a9108.csv] cloves:4, cumin:0, almond:26 → almond (26 / 30) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:30, almond:0 → cumin (30 / 30) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:21, cumin:8, almond:1 → cloves (21 / 30) ✅",0.427,2.2,2.2
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",98.54,100.0,99.38,96.45,99.16,100.0,97.44,100.0,"[cumin.real.9511a582c32f.csv] cloves:4, cumin:118, almond:6 → cumin (118 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, almond:0 → cloves (128 / 128) ❌ | [almond.77e42e4a9108.csv] cloves:14, cumin:0, almond:25 → almond (25 / 39) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:39, almond:0 → cumin (39 / 39) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:22, cumin:0, almond:17 → cloves (22 / 39) ✅",0.425,-0.62,0.62
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",95.09,96.2,91.55,97.3,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:42, almond:21 → cumin (42 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [almond.77e42e4a9108.csv] cloves:9, cumin:0, almond:10 → almond (10 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:17, cumin:2, almond:0 → cloves (17 / 19) ✅",0.418,-4.91,4.91
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",99.55,98.59,100.0,100.0,96.36,88.89,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:6, cumin:8, almond:49 → almond (49 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:45, cumin:18, almond:0 → cloves (45 / 63) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:18 → almond (18 / 18) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, almond:0 → cumin (18 / 18) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:18, cumin:0, almond:0 → cloves (18 / 18) ✅",0.302,3.19,3.19
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,99.12,100.0,97.3,100.0,"[cumin.real.9511a582c32f.csv] cloves:61, cumin:55, almond:11 → cloves (61 / 127) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, almond:0 → cloves (127 / 127) ❌ | [almond.77e42e4a9108.csv] cloves:1, cumin:0, almond:37 → almond (37 / 38) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, almond:0 → cumin (37 / 37) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:34, cumin:1, almond:2 → cloves (34 / 37) ✅",0.282,0.88,0.88
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],97.21,91.94,99.58,100.0,97.81,97.54,95.8,100.0,"[cumin.real.9511a582c32f.csv] cloves:2, cumin:160, almond:226 → almond (226 / 388) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:221, cumin:167, almond:0 → cloves (221 / 388) ❌ | [almond.77e42e4a9108.csv] cloves:2, cumin:1, almond:118 → almond (118 / 121) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:117, almond:3 → cumin (117 / 120) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:63, cumin:14, almond:43 → cloves (63 / 120) ✅",0.265,-0.6,0.6
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",99.73,99.18,100.0,100.0,97.81,97.54,95.8,100.0,"[cumin.real.9511a582c32f.csv] cloves:18, cumin:93, almond:277 → almond (277 / 388) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:213, cumin:175, almond:0 → cloves (213 / 388) ❌ | [almond.77e42e4a9108.csv] cloves:10, cumin:2, almond:109 → almond (109 / 121) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:119, almond:1 → cumin (119 / 120) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:58, cumin:30, almond:32 → cloves (58 / 120) ✅",0.223,1.92,1.92
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",95.31,100.0,94.12,90.91,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:18, cumin:1, almond:0 → cloves (18 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ✅ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:5 → almond (5 / 5) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:5, almond:0 → cumin (5 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, almond:5 → almond (5 / 5) ❌",0.211,-4.69,4.69
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",95.54,95.77,96.1,94.74,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:53, cumin:8, almond:2 → cloves (53 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:63, almond:0 → cumin (63 / 63) ✅ | [almond.77e42e4a9108.csv] cloves:2, cumin:0, almond:16 → almond (16 / 18) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, almond:0 → cumin (18 / 18) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, almond:18 → almond (18 / 18) ❌",0.21,-4.46,4.46
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],68.75,95.83,87.5,0.0,72.22,100.0,100.0,16.67,"[cumin.real.9511a582c32f.csv] cloves:12, cumin:7, almond:0 → cloves (12 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ✅ | [almond.77e42e4a9108.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:6, almond:0 → cumin (6 / 6) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:4, cumin:2, almond:0 → cloves (4 / 6) ✅",0.207,-3.47,3.47
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:43, cumin:84, almond:0 → cumin (84 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:113, cumin:14, almond:0 → cloves (113 / 127) ❌ | [almond.77e42e4a9108.csv] cloves:22, cumin:1, almond:15 → cloves (22 / 38) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:36, almond:1 → cumin (36 / 37) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:32, cumin:0, almond:5 → cloves (32 / 37) ✅",0.206,0.0,0.0
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,98.32,97.5,97.44,100.0,"[cumin.real.9511a582c32f.csv] cloves:3, cumin:40, almond:85 → almond (85 / 128) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, almond:0 → cloves (128 / 128) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:39 → almond (39 / 39) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:39, almond:0 → cumin (39 / 39) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:26, cumin:7, almond:6 → cloves (26 / 39) ✅",0.201,1.68,1.68
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",97.66,99.13,93.89,100.0,98.57,100.0,95.61,100.0,"[cumin.real.9511a582c32f.csv] cloves:290, cumin:24, almond:69 → cloves (290 / 383) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:369, cumin:14, almond:0 → cloves (369 / 383) ❌ | [almond.77e42e4a9108.csv] cloves:8, cumin:1, almond:107 → almond (107 / 116) ✅ | [cumin.24c868eadb47.csv] cloves:2, cumin:112, almond:1 → cumin (112 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:95, cumin:2, almond:18 → cloves (95 / 115) ✅",0.2,-0.91,0.91
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",99.72,100.0,99.12,100.0,97.8,96.67,96.67,100.0,"[cumin.real.9511a582c32f.csv] cloves:1, cumin:62, almond:34 → cumin (62 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, almond:0 → cloves (97 / 97) ❌ | [almond.77e42e4a9108.csv] cloves:2, cumin:0, almond:28 → almond (28 / 30) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:30, almond:0 → cumin (30 / 30) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:4, cumin:2, almond:24 → almond (24 / 30) ❌",0.155,1.92,1.92
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",99.72,100.0,99.19,100.0,98.85,100.0,96.43,100.0,"[cumin.real.9511a582c32f.csv] cloves:75, cumin:14, almond:7 → cloves (75 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, almond:0 → cloves (96 / 96) ❌ | [almond.77e42e4a9108.csv] cloves:2, cumin:1, almond:26 → almond (26 / 29) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:29, almond:0 → cumin (29 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:18, cumin:3, almond:8 → cloves (18 / 29) ✅",0.147,0.87,0.87
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",96.43,97.37,97.22,94.74,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:24, cumin:38, almond:1 → cumin (38 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:19 → almond (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:2, cumin:0, almond:17 → almond (17 / 19) ❌",0.142,-3.57,3.57
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",96.31,98.21,99.19,91.45,97.7,96.55,96.43,100.0,"[cumin.real.9511a582c32f.csv] cloves:39, cumin:36, almond:21 → cloves (39 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:93, cumin:3, almond:0 → cloves (93 / 96) ❌ | [almond.77e42e4a9108.csv] cloves:3, cumin:0, almond:26 → almond (26 / 29) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:29, almond:0 → cumin (29 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:10, cumin:0, almond:19 → almond (19 / 29) ❌",-0.027,-1.39,1.39
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",96.52,94.99,99.58,94.94,94.86,86.32,100.0,98.32,"[cumin.real.9511a582c32f.csv] cloves:167, cumin:163, almond:53 → cloves (167 / 383) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:338, cumin:45, almond:0 → cloves (338 / 383) ❌ | [almond.77e42e4a9108.csv] cloves:5, cumin:6, almond:105 → almond (105 / 116) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:115, almond:0 → cumin (115 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:17, cumin:4, almond:94 → almond (94 / 115) ❌",-0.046,1.66,1.66
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",79.69,96.0,29.41,100.0,87.5,100.0,60.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:11, cumin:8, almond:0 → cloves (11 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:10, cumin:0, almond:9 → cloves (10 / 19) ❌ | [almond.77e42e4a9108.csv] cloves:5, cumin:0, almond:0 → cloves (5 / 5) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:4, almond:1 → cumin (4 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:5, cumin:0, almond:0 → cloves (5 / 5) ✅",-0.061,-7.81,7.81
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",94.18,89.28,97.26,95.81,95.14,87.18,99.12,99.16,"[cumin.real.9511a582c32f.csv] cloves:195, cumin:97, almond:91 → cloves (195 / 383) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:383, cumin:0, almond:0 → cloves (383 / 383) ❌ | [almond.77e42e4a9108.csv] cloves:4, cumin:3, almond:109 → almond (109 / 116) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:113, almond:2 → cumin (113 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:2, almond:94 → almond (94 / 115) ❌",-0.081,-0.96,0.96
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",97.77,97.18,100.0,96.05,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:28, cumin:21, almond:14 → cloves (28 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:18 → almond (18 / 18) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, almond:0 → cumin (18 / 18) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, almond:18 → almond (18 / 18) ❌",-0.089,-2.23,2.23
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",96.88,98.2,99.19,93.16,97.7,96.55,96.43,100.0,"[cumin.real.9511a582c32f.csv] cloves:57, cumin:12, almond:27 → cloves (57 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, almond:0 → cloves (96 / 96) ❌ | [almond.77e42e4a9108.csv] cloves:1, cumin:0, almond:28 → almond (28 / 29) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:29, almond:0 → cumin (29 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:3, cumin:0, almond:26 → almond (26 / 29) ❌",-0.105,-0.82,0.82
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",96.65,96.64,97.9,95.51,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:93, cumin:26, almond:8 → cloves (93 / 127) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, almond:0 → cloves (127 / 127) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:38 → almond (38 / 38) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, almond:0 → cumin (37 / 37) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:5, cumin:0, almond:32 → almond (32 / 37) ❌",-0.119,-3.35,3.35
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",98.21,99.33,99.31,96.1,99.12,100.0,97.3,100.0,"[cumin.real.9511a582c32f.csv] cloves:94, cumin:25, almond:8 → cloves (94 / 127) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, almond:0 → cloves (127 / 127) ❌ | [almond.77e42e4a9108.csv] cloves:1, cumin:0, almond:37 → almond (37 / 38) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, almond:0 → cumin (37 / 37) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, almond:31 → almond (31 / 37) ❌",-0.121,-0.91,0.91
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",92.19,96.0,82.35,95.45,93.75,100.0,80.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:17, cumin:1, almond:1 → cloves (17 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:10, cumin:9, almond:0 → cloves (10 / 19) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:5 → almond (5 / 5) ✅ | [cumin.24c868eadb47.csv] cloves:1, cumin:4, almond:0 → cumin (4 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, almond:5 → almond (5 / 5) ❌",-0.124,-1.56,1.56
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],64.06,100.0,70.83,0.0,66.67,100.0,100.0,0.0,"[cumin.real.9511a582c32f.csv] cloves:14, cumin:5, almond:0 → cloves (14 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [almond.77e42e4a9108.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:6, almond:0 → cumin (6 / 6) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ✅",-0.147,-2.61,2.61
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,70.31,34.62,90.48,100.0,83.33,50.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:12, cumin:7, almond:0 → cloves (12 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:7, cumin:12, almond:0 → cumin (12 / 19) ✅ | [almond.77e42e4a9108.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ✅",-0.2,-13.02,13.02
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,100.0,100.0,100.0,100.0,66.3,100.0,0.0,96.77,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:388, almond:0 → cumin (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:388, cumin:0, almond:0 → cloves (388 / 388) ❌ | [almond.77e42e4a9108.csv] cloves:121, cumin:0, almond:0 → cloves (121 / 121) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, almond:0 → cloves (120 / 120) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, almond:0 → cloves (120 / 120) ✅",-0.2,33.7,33.7
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],89.06,86.96,81.82,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [almond.77e42e4a9108.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ❌ | [cumin.24c868eadb47.csv] cloves:1, cumin:5, almond:0 → cumin (5 / 6) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ✅",-0.233,-10.94,10.94
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['diff_data_like'],76.56,88.0,29.41,100.0,87.5,80.0,80.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:18, cumin:1, almond:0 → cloves (18 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:12, cumin:0, almond:7 → cloves (12 / 19) ❌ | [almond.77e42e4a9108.csv] cloves:4, cumin:0, almond:1 → cloves (4 / 5) ❌ | [cumin.24c868eadb47.csv] cloves:2, cumin:2, almond:1 → cloves (2 / 5) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:4, cumin:0, almond:1 → cloves (4 / 5) ✅",-0.396,-10.94,10.94
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",42.19,100.0,4.55,0.0,44.44,100.0,33.33,0.0,"[cumin.real.9511a582c32f.csv] cloves:18, cumin:1, almond:0 → cloves (18 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [almond.77e42e4a9108.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ❌ | [cumin.24c868eadb47.csv] cloves:4, cumin:2, almond:0 → cloves (4 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ✅",-0.523,-2.25,2.25
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",None,93.75,91.3,92.0,100.0,94.44,83.33,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:14, cumin:4, almond:1 → cloves (14 / 19) ❌ | [almond.77e42e4a9108.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ✅",-0.547,-0.69,0.69
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],90.62,86.36,88.0,100.0,94.44,100.0,100.0,83.33,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, almond:19 → almond (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:1, cumin:0, almond:18 → almond (18 / 19) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:6 → almond (6 / 6) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, almond:6 → almond (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, almond:6 → almond (6 / 6) ❌",-0.589,-3.82,3.82
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],100.0,100.0,100.0,100.0,83.84,100.0,53.78,96.77,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, almond:388 → almond (388 / 388) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:20, cumin:0, almond:368 → almond (368 / 388) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:121 → almond (121 / 121) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, almond:120 → almond (120 / 120) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, almond:120 → almond (120 / 120) ❌",-0.59,16.16,16.16
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",None,96.43,96.15,94.2,98.7,66.67,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:60, cumin:3, almond:0 → cloves (60 / 63) ❌ | [almond.77e42e4a9108.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ✅",-0.59,29.76,29.76
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],100.0,100.0,100.0,100.0,96.49,100.0,94.74,94.74,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, almond:63 → almond (63 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:2, cumin:0, almond:61 → almond (61 / 63) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:19 → almond (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, almond:19 → almond (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, almond:19 → almond (19 / 19) ❌",-0.594,3.51,3.51
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],100.0,100.0,100.0,100.0,70.59,100.0,17.95,92.5,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, almond:128 → almond (128 / 128) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:4, cumin:0, almond:124 → almond (124 / 128) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:39 → almond (39 / 39) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, almond:39 → almond (39 / 39) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, almond:39 → almond (39 / 39) ❌",-0.594,29.41,29.41
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],100.0,100.0,100.0,100.0,89.01,100.0,80.0,87.1,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, almond:97 → almond (97 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:2, cumin:0, almond:95 → almond (95 / 97) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:30 → almond (30 / 30) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, almond:30 → almond (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, almond:30 → almond (30 / 30) ❌",-0.596,10.99,10.99
