Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_cloves,Train_cumin,Train_almond,Test_Overall,Test_cloves,Test_cumin,Test_almond,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",39.06,100.0,4.35,0.0,33.33,100.0,0.0,0.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [almond.real.49de32f710f8.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [almond.77e42e4a9108.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ❌ | [cumin.24c868eadb47.csv] cloves:5, cumin:1, almond:0 → cloves (5 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, almond:0 → cloves (11 / 11) ✅",-0.229,5.73,5.73
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,98.32,97.5,97.44,100.0,"[cumin.real.9511a582c32f.csv] cloves:5, cumin:30, almond:93 → almond (93 / 128) ❌ | [almond.real.49de32f710f8.csv] cloves:128, cumin:0, almond:0 → cloves (128 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:13, almond:115 → almond (115 / 128) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, almond:0 → cloves (128 / 128) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:39 → almond (39 / 39) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:39, almond:0 → cumin (39 / 39) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:28, cumin:4, almond:7 → cloves (28 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:5, almond:70 → almond (70 / 75) ❌",-0.23,1.68,1.68
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,99.12,100.0,97.3,100.0,"[cumin.real.9511a582c32f.csv] cloves:22, cumin:6, almond:99 → almond (99 / 127) ❌ | [almond.real.49de32f710f8.csv] cloves:127, cumin:0, almond:0 → cloves (127 / 127) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:4, cumin:0, almond:123 → almond (123 / 127) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, almond:0 → cloves (127 / 127) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:38 → almond (38 / 38) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, almond:0 → cumin (37 / 37) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:33, cumin:1, almond:3 → cloves (33 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, almond:74 → almond (74 / 74) ❌",-0.232,0.88,0.88
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],98.66,97.44,98.61,100.0,98.25,100.0,94.74,100.0,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [almond.real.49de32f710f8.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [almond.77e42e4a9108.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:37, cumin:0, almond:0 → cloves (37 / 37) ✅",-0.25,0.41,0.41
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],97.44,96.33,96.61,99.2,95.6,96.67,90.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, almond:0 → cloves (97 / 97) ❌ | [almond.real.49de32f710f8.csv] cloves:97, cumin:0, almond:0 → cloves (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, almond:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, almond:0 → cloves (97 / 97) ❌ | [almond.77e42e4a9108.csv] cloves:30, cumin:0, almond:0 → cloves (30 / 30) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, almond:0 → cloves (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, almond:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:57, cumin:0, almond:0 → cloves (57 / 57) ✅",-0.25,1.84,1.84
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],85.94,86.96,75.0,100.0,94.44,100.0,83.33,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [almond.real.49de32f710f8.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [almond.77e42e4a9108.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, almond:0 → cloves (11 / 11) ✅",-0.25,-8.5,8.5
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",None,78.12,43.48,95.45,100.0,66.67,16.67,83.33,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [almond.real.49de32f710f8.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [almond.77e42e4a9108.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, almond:0 → cloves (11 / 11) ✅",-0.25,11.45,11.45
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],99.12,99.59,98.95,98.83,75.62,99.18,26.05,100.0,"[cumin.real.9511a582c32f.csv] cloves:388, cumin:0, almond:0 → cloves (388 / 388) ❌ | [almond.real.49de32f710f8.csv] cloves:388, cumin:0, almond:0 → cloves (388 / 388) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, almond:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:388, cumin:0, almond:0 → cloves (388 / 388) ❌ | [almond.77e42e4a9108.csv] cloves:121, cumin:0, almond:0 → cloves (121 / 121) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, almond:0 → cloves (120 / 120) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, almond:0 → cloves (120 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:229, cumin:0, almond:0 → cloves (229 / 229) ✅",-0.25,23.5,23.5
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,89.06,86.96,82.61,100.0,61.11,83.33,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [almond.real.49de32f710f8.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [almond.77e42e4a9108.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, almond:0 → cloves (11 / 11) ✅",-0.25,27.95,27.95
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",None,95.54,94.87,94.44,97.3,66.67,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [almond.real.49de32f710f8.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [almond.77e42e4a9108.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:37, cumin:0, almond:0 → cloves (37 / 37) ✅",-0.25,28.87,28.87
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",None,99.38,98.66,99.39,100.0,67.23,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, almond:0 → cloves (128 / 128) ❌ | [almond.real.49de32f710f8.csv] cloves:128, cumin:0, almond:0 → cloves (128 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, almond:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, almond:0 → cloves (128 / 128) ❌ | [almond.77e42e4a9108.csv] cloves:39, cumin:0, almond:0 → cloves (39 / 39) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, almond:0 → cloves (39 / 39) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, almond:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, almond:0 → cloves (75 / 75) ✅",-0.25,32.15,32.15
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,99.11,98.68,98.63,100.0,66.67,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [almond.real.49de32f710f8.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [almond.77e42e4a9108.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:37, cumin:0, almond:0 → cloves (37 / 37) ✅",-0.25,32.44,32.44
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,99.38,98.67,99.38,100.0,66.39,100.0,0.0,97.5,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, almond:0 → cloves (128 / 128) ❌ | [almond.real.49de32f710f8.csv] cloves:128, cumin:0, almond:0 → cloves (128 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, almond:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, almond:0 → cloves (128 / 128) ❌ | [almond.77e42e4a9108.csv] cloves:39, cumin:0, almond:0 → cloves (39 / 39) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, almond:0 → cloves (39 / 39) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, almond:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, almond:0 → cloves (75 / 75) ✅",-0.25,32.99,32.99
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",None,99.43,98.18,100.0,100.0,65.93,100.0,0.0,96.77,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, almond:0 → cloves (97 / 97) ❌ | [almond.real.49de32f710f8.csv] cloves:97, cumin:0, almond:0 → cloves (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, almond:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, almond:0 → cloves (97 / 97) ❌ | [almond.77e42e4a9108.csv] cloves:30, cumin:0, almond:0 → cloves (30 / 30) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, almond:0 → cloves (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, almond:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:57, cumin:0, almond:0 → cloves (57 / 57) ✅",-0.25,33.5,33.5
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,100.0,100.0,100.0,100.0,65.93,100.0,0.0,96.77,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, almond:0 → cloves (97 / 97) ❌ | [almond.real.49de32f710f8.csv] cloves:97, cumin:0, almond:0 → cloves (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, almond:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, almond:0 → cloves (97 / 97) ❌ | [almond.77e42e4a9108.csv] cloves:30, cumin:0, almond:0 → cloves (30 / 30) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, almond:0 → cloves (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, almond:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:57, cumin:0, almond:0 → cloves (57 / 57) ✅",-0.25,34.07,34.07
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,100.0,100.0,100.0,100.0,65.48,100.0,0.0,94.35,"[cumin.real.9511a582c32f.csv] cloves:388, cumin:0, almond:0 → cloves (388 / 388) ❌ | [almond.real.49de32f710f8.csv] cloves:388, cumin:0, almond:0 → cloves (388 / 388) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, almond:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:388, cumin:0, almond:0 → cloves (388 / 388) ❌ | [almond.77e42e4a9108.csv] cloves:121, cumin:0, almond:0 → cloves (121 / 121) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, almond:0 → cloves (120 / 120) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, almond:0 → cloves (120 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:229, cumin:0, almond:0 → cloves (229 / 229) ✅",-0.25,34.52,34.52
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",None,99.86,99.59,100.0,100.0,60.27,78.69,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:388, cumin:0, almond:0 → cloves (388 / 388) ❌ | [almond.real.49de32f710f8.csv] cloves:388, cumin:0, almond:0 → cloves (388 / 388) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, almond:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:388, cumin:0, almond:0 → cloves (388 / 388) ❌ | [almond.77e42e4a9108.csv] cloves:121, cumin:0, almond:0 → cloves (121 / 121) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, almond:0 → cloves (120 / 120) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, almond:0 → cloves (120 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:229, cumin:0, almond:0 → cloves (229 / 229) ✅",-0.25,39.59,39.59
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",96.21,95.8,97.3,95.54,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:88, cumin:33, almond:6 → cloves (88 / 127) ❌ | [almond.real.49de32f710f8.csv] cloves:127, cumin:0, almond:0 → cloves (127 / 127) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:71, cumin:0, almond:56 → cloves (71 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, almond:0 → cloves (127 / 127) ❌ | [almond.77e42e4a9108.csv] cloves:3, cumin:0, almond:35 → almond (35 / 38) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, almond:0 → cumin (37 / 37) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:2, cumin:0, almond:35 → almond (35 / 37) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, almond:74 → almond (74 / 74) ❌",-0.27,-3.79,3.79
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",95.31,100.0,100.0,86.36,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:18, cumin:1, almond:0 → cloves (18 / 19) ❌ | [almond.real.49de32f710f8.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:15, cumin:0, almond:4 → cloves (15 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:5 → almond (5 / 5) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:5, almond:0 → cumin (5 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, almond:5 → almond (5 / 5) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, almond:11 → almond (11 / 11) ❌",-0.27,-4.69,4.69
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",97.54,93.2,99.32,100.0,96.49,89.47,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:4, cumin:28, almond:95 → almond (95 / 127) ❌ | [almond.real.49de32f710f8.csv] cloves:127, cumin:0, almond:0 → cloves (127 / 127) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, almond:127 → almond (127 / 127) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, almond:0 → cloves (127 / 127) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:38 → almond (38 / 38) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, almond:0 → cumin (37 / 37) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:21, cumin:2, almond:14 → cloves (21 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, almond:74 → almond (74 / 74) ❌",-0.273,1.05,1.05
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",94.18,90.83,97.47,94.11,95.43,88.89,98.25,99.16,"[cumin.real.9511a582c32f.csv] cloves:191, cumin:125, almond:67 → cloves (191 / 383) ❌ | [almond.real.49de32f710f8.csv] cloves:363, cumin:20, almond:0 → cloves (363 / 383) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:156, cumin:54, almond:173 → almond (173 / 383) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:336, cumin:47, almond:0 → cloves (336 / 383) ❌ | [almond.77e42e4a9108.csv] cloves:5, cumin:2, almond:109 → almond (109 / 116) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:114, almond:1 → cumin (114 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:22, cumin:2, almond:91 → almond (91 / 115) ❌ | [cloves.real.64c1deab910f.csv] cloves:2, cumin:34, almond:188 → almond (188 / 224) ❌",-0.309,-1.25,1.25
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",97.44,100.0,100.0,92.24,97.7,96.55,96.43,100.0,"[cumin.real.9511a582c32f.csv] cloves:53, cumin:25, almond:18 → cloves (53 / 96) ❌ | [almond.real.49de32f710f8.csv] cloves:96, cumin:0, almond:0 → cloves (96 / 96) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:30, cumin:7, almond:59 → almond (59 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, almond:0 → cloves (96 / 96) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:29 → almond (29 / 29) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:28, almond:1 → cumin (28 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:1, cumin:4, almond:24 → almond (24 / 29) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, almond:56 → almond (56 / 56) ❌",-0.379,-0.26,0.26
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",98.21,100.0,98.61,96.18,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:85, cumin:21, almond:21 → cloves (85 / 127) ❌ | [almond.real.49de32f710f8.csv] cloves:127, cumin:0, almond:0 → cloves (127 / 127) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:48, cumin:1, almond:78 → almond (78 / 127) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, almond:0 → cloves (127 / 127) ❌ | [almond.77e42e4a9108.csv] cloves:2, cumin:1, almond:35 → almond (35 / 38) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, almond:0 → cumin (37 / 37) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:7, cumin:4, almond:26 → almond (26 / 37) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, almond:74 → almond (74 / 74) ❌",-0.383,-1.79,1.79
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",96.59,92.79,98.39,98.29,94.25,86.21,96.43,100.0,"[cumin.real.9511a582c32f.csv] cloves:42, cumin:23, almond:31 → cloves (42 / 96) ❌ | [almond.real.49de32f710f8.csv] cloves:96, cumin:0, almond:0 → cloves (96 / 96) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:7, cumin:0, almond:89 → almond (89 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, almond:0 → cloves (96 / 96) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:29 → almond (29 / 29) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:29, almond:0 → cumin (29 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, almond:29 → almond (29 / 29) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, almond:56 → almond (56 / 56) ❌",-0.421,2.34,2.34
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],100.0,100.0,100.0,100.0,81.32,100.0,56.67,87.1,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, almond:97 → almond (97 / 97) ❌ | [almond.real.49de32f710f8.csv] cloves:22, cumin:0, almond:75 → almond (75 / 97) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, almond:97 → almond (97 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:3, cumin:0, almond:94 → almond (94 / 97) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:30 → almond (30 / 30) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, almond:30 → almond (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, almond:30 → almond (30 / 30) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, almond:57 → almond (57 / 57) ❌",-0.524,18.68,18.68
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],100.0,100.0,100.0,100.0,98.25,100.0,100.0,94.74,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, almond:63 → almond (63 / 63) ❌ | [almond.real.49de32f710f8.csv] cloves:15, cumin:0, almond:48 → almond (48 / 63) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, almond:63 → almond (63 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:2, cumin:0, almond:61 → almond (61 / 63) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:19 → almond (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, almond:19 → almond (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, almond:19 → almond (19 / 19) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, almond:37 → almond (37 / 37) ❌",-0.526,1.75,1.75
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],98.44,100.0,95.65,100.0,94.44,100.0,100.0,83.33,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, almond:19 → almond (19 / 19) ❌ | [almond.real.49de32f710f8.csv] cloves:5, cumin:0, almond:14 → almond (14 / 19) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, almond:19 → almond (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:1, cumin:0, almond:18 → almond (18 / 19) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:6 → almond (6 / 6) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, almond:6 → almond (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, almond:6 → almond (6 / 6) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, almond:11 → almond (11 / 11) ❌",-0.526,4.0,4.0
