Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_cloves,Train_cumin,Train_almond,Test_Overall,Test_cloves,Test_cumin,Test_almond,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['diff_data_like'],100.0,100.0,100.0,100.0,99.71,100.0,99.12,100.0,"[cumin.real.9511a582c32f.csv] cloves:53, cumin:327, almond:3 → cumin (327 / 383) ✅ | [almond.real.49de32f710f8.csv] cloves:9, cumin:374, almond:0 → cumin (374 / 383) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:95, cumin:277, almond:11 → cumin (277 / 383) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:250, cumin:125, almond:8 → cloves (250 / 383) ❌ | [almond.77e42e4a9108.csv] cloves:12, cumin:0, almond:104 → almond (104 / 116) ✅ | [cumin.24c868eadb47.csv] cloves:1, cumin:114, almond:0 → cumin (114 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:94, cumin:13, almond:8 → cloves (94 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:21, cumin:203, almond:0 → cumin (203 / 224) ❌",0.038,0.29,0.29
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:9, almond:54 → almond (54 / 63) ❌ | [almond.real.49de32f710f8.csv] cloves:0, cumin:63, almond:0 → cumin (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:2, almond:61 → almond (61 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:63, almond:0 → cumin (63 / 63) ✅ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:19 → almond (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:2, almond:35 → almond (35 / 37) ❌",0.029,0.0,0.0
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",['diff_data_like'],75.0,88.0,23.53,100.0,81.25,100.0,40.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [almond.real.49de32f710f8.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:7, cumin:12, almond:0 → cumin (12 / 19) ✅ | [almond.77e42e4a9108.csv] cloves:3, cumin:0, almond:2 → cloves (3 / 5) ❌ | [cumin.24c868eadb47.csv] cloves:2, cumin:2, almond:1 → cloves (2 / 5) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:3, cumin:1, almond:1 → cloves (3 / 5) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, almond:0 → cloves (11 / 11) ✅",0.029,-6.25,6.25
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",99.55,98.59,100.0,100.0,98.18,94.44,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:7, almond:56 → almond (56 / 63) ❌ | [almond.real.49de32f710f8.csv] cloves:10, cumin:53, almond:0 → cumin (53 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, almond:63 → almond (63 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:63, almond:0 → cumin (63 / 63) ✅ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:18 → almond (18 / 18) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, almond:0 → cumin (18 / 18) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:16, cumin:0, almond:2 → cloves (16 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, almond:36 → almond (36 / 36) ❌",0.02,1.37,1.37
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",71.88,84.0,17.65,100.0,68.75,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [almond.real.49de32f710f8.csv] cloves:8, cumin:11, almond:0 → cumin (11 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:16, cumin:0, almond:3 → cloves (16 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:9, cumin:0, almond:10 → almond (10 / 19) ❌ | [almond.77e42e4a9108.csv] cloves:1, cumin:0, almond:4 → almond (4 / 5) ✅ | [cumin.24c868eadb47.csv] cloves:5, cumin:0, almond:0 → cloves (5 / 5) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:3, cumin:0, almond:2 → cloves (3 / 5) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, almond:0 → cloves (11 / 11) ✅",0.017,3.13,3.13
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",99.43,99.11,99.19,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:29, cumin:66, almond:1 → cumin (66 / 96) ✅ | [almond.real.49de32f710f8.csv] cloves:38, cumin:58, almond:0 → cumin (58 / 96) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:40, cumin:52, almond:4 → cumin (52 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, almond:0 → cloves (96 / 96) ❌ | [almond.77e42e4a9108.csv] cloves:8, cumin:0, almond:21 → almond (21 / 29) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:29, almond:0 → cumin (29 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:22, cumin:0, almond:7 → cloves (22 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:6, cumin:50, almond:0 → cumin (50 / 56) ❌",0.016,-0.57,0.57
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",99.55,100.0,98.7,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:23, cumin:40, almond:0 → cumin (40 / 63) ✅ | [almond.real.49de32f710f8.csv] cloves:60, cumin:3, almond:0 → cloves (60 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:28, cumin:35, almond:0 → cumin (35 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:16, cumin:47, almond:0 → cumin (47 / 63) ✅ | [almond.77e42e4a9108.csv] cloves:18, cumin:0, almond:0 → cloves (18 / 18) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, almond:0 → cumin (18 / 18) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:18, cumin:0, almond:0 → cloves (18 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:6, cumin:30, almond:0 → cumin (30 / 36) ❌",0.005,-0.45,0.45
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",95.54,92.96,100.0,93.42,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:48, cumin:15, almond:0 → cloves (48 / 63) ❌ | [almond.real.49de32f710f8.csv] cloves:1, cumin:62, almond:0 → cumin (62 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:49, cumin:0, almond:14 → cloves (49 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:63, almond:0 → cumin (63 / 63) ✅ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:18 → almond (18 / 18) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, almond:0 → cumin (18 / 18) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, almond:18 → almond (18 / 18) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, almond:36 → almond (36 / 36) ❌",0.004,-4.46,4.46
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",99.93,100.0,99.79,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:115, cumin:268, almond:0 → cumin (268 / 383) ✅ | [almond.real.49de32f710f8.csv] cloves:328, cumin:55, almond:0 → cloves (328 / 383) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:172, cumin:202, almond:9 → cumin (202 / 383) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:382, cumin:1, almond:0 → cloves (382 / 383) ❌ | [almond.77e42e4a9108.csv] cloves:24, cumin:0, almond:92 → almond (92 / 116) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:115, almond:0 → cumin (115 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:85, cumin:3, almond:27 → cloves (85 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:33, cumin:191, almond:0 → cumin (191 / 224) ❌",-0.0,-0.07,0.07
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",39.06,100.0,0.0,0.0,31.25,100.0,0.0,0.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [almond.real.49de32f710f8.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ✅ | [almond.77e42e4a9108.csv] cloves:5, cumin:0, almond:0 → cloves (5 / 5) ❌ | [cumin.24c868eadb47.csv] cloves:5, cumin:0, almond:0 → cloves (5 / 5) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:5, cumin:0, almond:0 → cloves (5 / 5) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, almond:0 → cloves (11 / 11) ✅",0.0,7.81,7.81
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",96.88,96.0,94.12,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:8, cumin:11, almond:0 → cumin (11 / 19) ✅ | [almond.real.49de32f710f8.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:9, cumin:10, almond:0 → cumin (10 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:5, cumin:14, almond:0 → cumin (14 / 19) ✅ | [almond.77e42e4a9108.csv] cloves:5, cumin:0, almond:0 → cloves (5 / 5) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:5, almond:0 → cumin (5 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:5, cumin:0, almond:0 → cloves (5 / 5) ✅ | [cloves.real.64c1deab910f.csv] cloves:2, cumin:9, almond:0 → cumin (9 / 11) ❌",-0.004,-3.12,3.12
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",98.44,96.0,100.0,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:1, cumin:1, almond:17 → almond (17 / 19) ❌ | [almond.real.49de32f710f8.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, almond:19 → almond (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ✅ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:5 → almond (5 / 5) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:5, almond:0 → cumin (5 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:4, cumin:0, almond:1 → cloves (4 / 5) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, almond:11 → almond (11 / 11) ❌",-0.012,-1.56,1.56
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",99.93,99.78,100.0,100.0,98.86,96.58,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:106, cumin:277, almond:0 → cumin (277 / 383) ✅ | [almond.real.49de32f710f8.csv] cloves:358, cumin:25, almond:0 → cloves (358 / 383) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:177, cumin:193, almond:13 → cumin (193 / 383) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:383, cumin:0, almond:0 → cloves (383 / 383) ❌ | [almond.77e42e4a9108.csv] cloves:23, cumin:23, almond:70 → almond (70 / 116) ✅ | [cumin.24c868eadb47.csv] cloves:1, cumin:114, almond:0 → cumin (114 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:93, cumin:19, almond:3 → cloves (93 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:43, cumin:181, almond:0 → cumin (181 / 224) ❌",-0.015,1.07,1.07
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",99.72,99.1,100.0,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:12, cumin:83, almond:1 → cumin (83 / 96) ✅ | [almond.real.49de32f710f8.csv] cloves:59, cumin:37, almond:0 → cloves (59 / 96) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:13, cumin:77, almond:6 → cumin (77 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:94, cumin:2, almond:0 → cloves (94 / 96) ❌ | [almond.77e42e4a9108.csv] cloves:9, cumin:5, almond:15 → almond (15 / 29) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:29, almond:0 → cumin (29 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:24, cumin:0, almond:5 → cloves (24 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:1, cumin:55, almond:0 → cumin (55 / 56) ❌",-0.021,-0.28,0.28
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],89.06,79.17,95.24,94.74,94.44,83.33,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:11, cumin:8, almond:0 → cloves (11 / 19) ❌ | [almond.real.49de32f710f8.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:3, cumin:3, almond:13 → almond (13 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ✅ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:6 → almond (6 / 6) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:6, almond:0 → cumin (6 / 6) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:1, cumin:2, almond:3 → almond (3 / 6) ❌ | [cloves.real.64c1deab910f.csv] cloves:2, cumin:3, almond:6 → almond (6 / 11) ❌",-0.039,-5.38,5.38
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,99.16,100.0,97.44,100.0,"[cumin.real.9511a582c32f.csv] cloves:8, cumin:109, almond:11 → cumin (109 / 128) ✅ | [almond.real.49de32f710f8.csv] cloves:88, cumin:40, almond:0 → cloves (88 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:20, cumin:34, almond:74 → almond (74 / 128) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:74, cumin:54, almond:0 → cloves (74 / 128) ❌ | [almond.77e42e4a9108.csv] cloves:7, cumin:0, almond:32 → almond (32 / 39) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:39, almond:0 → cumin (39 / 39) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:5, cumin:4, almond:30 → almond (30 / 39) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:43, almond:32 → cumin (43 / 75) ❌",-0.064,0.84,0.84
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",92.86,91.03,95.77,92.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:9, cumin:47, almond:7 → cumin (47 / 63) ✅ | [almond.real.49de32f710f8.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:16, cumin:16, almond:31 → almond (31 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:19 → almond (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:2, almond:17 → almond (17 / 19) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:14, almond:23 → almond (23 / 37) ❌",-0.158,-7.14,7.14
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",93.18,96.74,98.73,84.21,98.0,96.58,99.12,98.32,"[cumin.real.9511a582c32f.csv] cloves:205, cumin:144, almond:34 → cloves (205 / 383) ❌ | [almond.real.49de32f710f8.csv] cloves:348, cumin:35, almond:0 → cloves (348 / 383) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:209, cumin:35, almond:139 → cloves (209 / 383) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:283, cumin:100, almond:0 → cloves (283 / 383) ❌ | [almond.77e42e4a9108.csv] cloves:19, cumin:4, almond:93 → almond (93 / 116) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:115, almond:0 → cumin (115 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:40, cumin:3, almond:72 → almond (72 / 115) ❌ | [cloves.real.64c1deab910f.csv] cloves:7, cumin:33, almond:184 → almond (184 / 224) ❌",-0.16,-4.82,4.82
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],99.38,99.33,99.38,99.4,72.27,100.0,15.38,100.0,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, almond:0 → cloves (128 / 128) ❌ | [almond.real.49de32f710f8.csv] cloves:61, cumin:67, almond:0 → cumin (67 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, almond:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:111, cumin:17, almond:0 → cloves (111 / 128) ❌ | [almond.77e42e4a9108.csv] cloves:39, cumin:0, almond:0 → cloves (39 / 39) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, almond:0 → cloves (39 / 39) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, almond:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, almond:0 → cloves (75 / 75) ✅",-0.174,27.11,27.11
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:23, almond:40 → almond (40 / 63) ❌ | [almond.real.49de32f710f8.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:7, almond:56 → almond (56 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:19 → almond (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:4, almond:33 → almond (33 / 37) ❌",-0.177,0.0,0.0
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",95.31,96.0,100.0,90.91,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:14, cumin:3, almond:2 → cloves (14 / 19) ❌ | [almond.real.49de32f710f8.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:1, cumin:0, almond:18 → almond (18 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ✅ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:5 → almond (5 / 5) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:5, almond:0 → cumin (5 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:1, cumin:0, almond:4 → almond (4 / 5) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, almond:11 → almond (11 / 11) ❌",-0.186,-4.69,4.69
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",95.98,95.77,100.0,92.11,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:43, cumin:16, almond:4 → cloves (43 / 63) ❌ | [almond.real.49de32f710f8.csv] cloves:0, cumin:63, almond:0 → cumin (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:11, cumin:0, almond:52 → almond (52 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:63, almond:0 → cumin (63 / 63) ✅ | [almond.77e42e4a9108.csv] cloves:2, cumin:0, almond:16 → almond (16 / 18) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, almond:0 → cumin (18 / 18) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:2, cumin:0, almond:16 → almond (16 / 18) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, almond:36 → almond (36 / 36) ❌",-0.188,-4.02,4.02
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",99.78,100.0,99.3,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:43, cumin:84, almond:0 → cumin (84 / 127) ✅ | [almond.real.49de32f710f8.csv] cloves:123, cumin:4, almond:0 → cloves (123 / 127) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:49, cumin:69, almond:9 → cumin (69 / 127) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:113, cumin:14, almond:0 → cloves (113 / 127) ❌ | [almond.77e42e4a9108.csv] cloves:25, cumin:3, almond:10 → cloves (25 / 38) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:36, almond:1 → cumin (36 / 37) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:27, cumin:5, almond:5 → cloves (27 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:10, cumin:64, almond:0 → cumin (64 / 74) ❌",-0.195,-0.22,0.22
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],99.79,99.33,100.0,100.0,99.16,100.0,97.44,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:41, almond:87 → almond (87 / 128) ❌ | [almond.real.49de32f710f8.csv] cloves:120, cumin:8, almond:0 → cloves (120 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:11, almond:117 → almond (117 / 128) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:121, cumin:7, almond:0 → cloves (121 / 128) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:39 → almond (39 / 39) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:39, almond:0 → cumin (39 / 39) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:28, cumin:0, almond:11 → cloves (28 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:9, almond:66 → almond (66 / 75) ❌",-0.205,0.63,0.63
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],99.72,99.1,100.0,100.0,97.8,96.67,96.67,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:61, almond:36 → cumin (61 / 97) ✅ | [almond.real.49de32f710f8.csv] cloves:97, cumin:0, almond:0 → cloves (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:1, cumin:16, almond:80 → almond (80 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, almond:0 → cloves (97 / 97) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:1, almond:29 → almond (29 / 30) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:30, almond:0 → cumin (30 / 30) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:2, cumin:1, almond:27 → almond (27 / 30) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:31, almond:26 → cumin (31 / 57) ❌",-0.209,1.92,1.92
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",98.86,100.0,100.0,96.83,96.7,93.33,96.67,100.0,"[cumin.real.9511a582c32f.csv] cloves:4, cumin:60, almond:33 → cumin (60 / 97) ✅ | [almond.real.49de32f710f8.csv] cloves:97, cumin:0, almond:0 → cloves (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:7, cumin:18, almond:72 → almond (72 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, almond:0 → cloves (97 / 97) ❌ | [almond.77e42e4a9108.csv] cloves:5, cumin:0, almond:25 → almond (25 / 30) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:30, almond:0 → cumin (30 / 30) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:3, cumin:3, almond:24 → almond (24 / 30) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:22, almond:35 → almond (35 / 57) ❌",-0.213,2.16,2.16
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",99.11,98.59,98.7,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:6, cumin:6, almond:51 → almond (51 / 63) ❌ | [almond.real.49de32f710f8.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:1, cumin:0, almond:62 → almond (62 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:18 → almond (18 / 18) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, almond:0 → cumin (18 / 18) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:18, cumin:0, almond:0 → cloves (18 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, almond:36 → almond (36 / 36) ❌",-0.224,-0.89,0.89
