timestamp,NO2,C2H50H,VOC,CO,Alcohol,LPG,Benzene,Temperature,Pressure,Humidity,Gas_Resistance,Altitude,State
100596,51,153,162,854,0,92,4294967295,33.59,688.6,100.0,0.0,3170.54,0
101592,51,153,161,852,0,85,4294967295,33.59,688.6,100.0,0.0,3170.54,0
102588,51,152,161,854,0,91,4294967295,33.59,688.6,100.0,0.0,3170.54,0
103584,50,152,161,853,0,91,4294967295,33.59,688.6,100.0,0.0,3170.54,0
104580,50,151,160,853,0,102,4294967295,33.59,688.6,100.0,0.0,3170.54,0
105576,50,151,161,852,0,91,4294967295,33.59,688.6,100.0,0.0,3170.54,0
106572,50,150,159,851,0,89,4294967295,33.59,688.6,100.0,0.0,3170.54,0
107568,50,150,159,850,0,90,4294967295,33.59,688.6,100.0,0.0,3170.54,0
108564,50,150,159,849,0,90,4294967295,33.59,688.6,100.0,0.0,3170.54,0
109560,50,149,159,850,0,89,4294967295,33.59,688.6,100.0,0.0,3170.54,0
110556,49,149,158,848,0,90,4294967295,33.59,688.6,100.0,0.0,3170.54,0
111552,50,148,158,847,0,88,4294967295,33.59,688.6,100.0,0.0,3170.54,0
112548,50,147,157,846,0,89,4294967295,33.59,688.6,100.0,0.0,3170.54,0
113544,49,147,157,845,0,88,4294967295,33.59,688.6,100.0,0.0,3170.54,0
114540,49,147,157,845,0,87,4294967295,33.59,688.6,100.0,0.0,3170.54,0
115536,49,146,156,843,0,88,4294967295,33.59,688.6,100.0,0.0,3170.54,0
116532,49,146,156,843,0,87,4294967295,33.59,688.6,100.0,0.0,3170.54,0
117528,49,146,156,843,0,83,4294967295,33.59,688.6,100.0,0.0,3170.54,0
118524,49,145,155,842,0,88,4294967295,33.59,688.6,100.0,0.0,3170.54,0
119520,49,145,155,841,0,85,4294967295,33.59,688.6,100.0,0.0,3170.54,0
120516,49,143,155,840,0,86,4294967295,33.59,688.6,100.0,0.0,3170.54,0
121512,48,143,155,840,0,86,4294967295,33.59,688.6,100.0,0.0,3170.54,0
122508,48,143,154,839,0,85,4294967295,33.59,688.6,100.0,0.0,3170.54,0
123504,47,142,154,837,0,85,4294967295,33.59,688.6,100.0,0.0,3170.54,0
124500,48,142,153,836,0,85,4294967295,33.59,688.6,100.0,0.0,3170.54,0
125496,48,142,152,836,0,85,4294967295,33.59,688.6,100.0,0.0,3170.54,0
126492,47,141,153,835,0,84,4294967295,33.59,688.6,100.0,0.0,3170.54,0
127488,47,141,152,834,0,81,4294967295,33.59,688.6,100.0,0.0,3170.54,0
128484,47,140,151,832,0,78,4294967295,33.59,688.6,100.0,0.0,3170.54,0
129480,47,140,152,833,0,85,4294967295,33.59,688.6,100.0,0.0,3170.54,0
130476,47,139,151,831,0,83,4294967295,33.59,688.6,100.0,0.0,3170.54,0
131472,47,139,150,830,0,84,4294967295,33.59,688.6,100.0,0.0,3170.54,0
132468,46,139,151,831,0,84,4294967295,33.59,688.6,100.0,0.0,3170.54,0
133464,47,139,150,830,0,85,4294967295,33.59,688.6,100.0,0.0,3170.54,0
134460,46,138,150,829,0,95,4294967295,33.59,688.6,100.0,0.0,3170.54,0
135456,46,137,149,828,0,83,4294967295,33.59,688.6,100.0,0.0,3170.54,0
