timestamp,NO2,C2H50H,VOC,CO,Alcohol,LPG,Benzene,Temperature,Pressure,Humidity,Gas_Resistance,Altitude,State
52788,30,64,48,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
53784,30,64,48,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
54780,30,65,48,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
55776,30,65,48,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
56772,30,64,48,784,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
57768,30,64,48,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
58764,30,64,48,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
59760,29,65,48,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
60756,29,65,48,782,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
61752,29,65,48,784,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
62748,30,64,48,783,0,8,0,33.59,688.6,100.0,0.0,3170.54,0
63744,30,65,48,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
64740,30,65,47,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
65736,30,64,48,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
66732,30,64,48,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
67728,30,64,48,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
68724,29,64,47,782,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
69720,30,64,48,784,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
70716,30,64,48,784,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
71712,30,65,48,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
72708,30,65,48,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
73704,29,65,48,784,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
74700,29,64,47,784,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
75696,30,65,48,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
76692,30,64,48,784,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
77688,29,65,48,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
78684,30,65,48,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
79680,30,64,48,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
80676,29,64,48,782,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
81672,29,64,48,782,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
82668,30,65,48,782,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
83664,29,65,48,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
84660,29,64,48,782,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
85656,30,64,48,782,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
86652,30,64,48,782,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
87648,29,64,48,782,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
88644,30,64,48,782,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
89640,30,64,48,782,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
90636,30,64,47,782,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
91632,29,65,48,782,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
92628,30,64,48,783,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
93624,30,65,48,784,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
94620,29,64,48,785,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
95616,29,64,48,786,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
96612,30,64,48,787,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
97608,29,65,47,788,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
98604,29,64,48,790,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
99600,30,64,48,791,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
100596,30,64,49,792,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
101592,30,64,48,793,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
102588,30,65,49,794,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
103584,30,65,49,796,0,7,0,33.59,688.6,100.0,0.0,3170.54,0
104580,30,65,48,798,0,8,0,33.59,688.6,100.0,0.0,3170.54,0
105576,29,65,48,801,0,8,0,33.59,688.6,100.0,0.0,3170.54,0
106572,29,65,48,803,0,8,0,33.59,688.6,100.0,0.0,3170.54,0
107568,30,65,48,806,0,8,0,33.59,688.6,100.0,0.0,3170.54,0
108564,30,65,49,808,0,8,0,33.59,688.6,100.0,0.0,3170.54,0
109560,30,65,49,810,0,9,0,33.59,688.6,100.0,0.0,3170.54,0
110556,30,65,48,814,0,11,0,33.59,688.6,100.0,0.0,3170.54,0
111552,31,65,50,818,0,10,0,33.59,688.6,100.0,0.0,3170.54,0
112548,30,65,49,821,0,11,0,33.59,688.6,100.0,0.0,3170.54,0
113544,31,65,49,824,0,12,0,33.59,688.6,100.0,0.0,3170.54,0
114540,31,65,49,827,0,13,0,33.59,688.6,100.0,0.0,3170.54,0
115536,31,66,50,831,0,14,0,33.59,688.6,100.0,0.0,3170.54,0
116532,31,65,49,834,0,15,0,33.59,688.6,100.0,0.0,3170.54,0
117528,30,66,50,833,0,13,0,33.59,688.6,100.0,0.0,3170.54,0
118524,31,66,49,833,0,13,0,33.59,688.6,100.0,0.0,3170.54,0
119520,31,66,50,832,0,14,0,33.59,688.6,100.0,0.0,3170.54,0
120516,30,66,49,830,0,14,0,33.59,688.6,100.0,0.0,3170.54,0
121512,30,65,50,829,0,15,0,33.59,688.6,100.0,0.0,3170.54,0
122508,31,65,49,828,0,15,0,33.59,688.6,100.0,0.0,3170.54,0
123504,31,66,50,828,0,15,0,33.59,688.6,100.0,0.0,3170.54,0
124500,30,66,50,828,0,16,0,33.59,688.6,100.0,0.0,3170.54,0
125496,31,66,50,829,0,15,0,33.59,688.6,100.0,0.0,3170.54,0
126492,30,66,50,830,0,16,4294967295,33.59,688.6,100.0,0.0,3170.54,0
127488,30,67,50,830,0,17,4294967295,33.59,688.6,100.0,0.0,3170.54,0
128484,30,66,50,830,0,17,4294967295,33.59,688.6,100.0,0.0,3170.54,0
129480,31,66,50,829,1,17,4294967295,33.59,688.6,100.0,0.0,3170.54,0
130476,30,66,50,828,0,18,4294967295,33.59,688.6,100.0,0.0,3170.54,0
131472,30,65,50,827,0,18,4294967295,33.59,688.6,100.0,0.0,3170.54,0
