timestamp,NO2,C2H50H,VOC,CO,Alcohol,LPG,Benzene,Temperature,Pressure,Humidity,Gas_Resistance,Altitude,State0
71712,48,78,73,778,0,3,0,24.62,1016.36,16.37,547.54,5.23,0
72708,49,78,72,776,0,3,0,24.62,1016.37,16.37,549.78,5.31,0
73704,49,78,72,776,0,3,0,24.62,1016.36,16.38,547.54,5.39,0
74700,48,78,72,776,0,3,0,24.62,1016.35,16.36,544.87,5.31,0
75696,48,78,72,775,0,3,0,24.62,1016.36,16.37,546.65,5.31,0
76692,48,77,73,775,0,3,0,24.62,1016.36,16.36,549.33,5.31,0
77688,48,78,73,775,0,3,0,24.62,1016.36,16.37,545.76,5.31,0
78684,49,77,72,774,0,3,0,24.62,1016.36,16.36,545.32,5.23,0
79680,48,78,72,775,0,3,0,24.63,1016.37,16.37,545.76,5.31,0
80676,48,78,73,775,0,3,0,24.63,1016.36,16.38,546.65,5.39,0
81672,48,78,72,775,0,3,0,24.63,1016.35,16.40,547.54,5.31,0
82668,48,78,72,775,0,2,0,24.63,1016.36,16.41,548.43,5.31,0
83664,48,78,73,775,0,3,0,24.63,1016.36,16.42,547.54,5.31,0
84660,48,78,72,775,0,3,0,24.63,1016.36,16.46,543.11,5.39,0
85656,48,78,73,775,0,3,0,24.63,1016.35,16.46,551.58,5.39,0
86652,48,78,72,775,0,3,0,24.63,1016.35,16.46,551.13,5.39,0
87648,48,78,72,775,0,3,0,24.63,1016.35,16.48,550.68,5.39,0
88644,48,77,72,774,0,3,0,24.63,1016.35,16.48,550.68,5.31,0
89640,48,78,72,775,0,3,0,24.63,1016.36,16.48,547.98,5.31,0
90636,48,78,72,775,0,3,0,24.63,1016.36,16.48,547.98,5.31,0
91632,48,78,73,775,0,3,0,24.63,1016.36,16.49,549.33,5.31,0
92628,48,78,72,775,0,3,0,24.63,1016.36,16.51,552.49,5.31,0
93624,48,77,72,775,0,3,0,24.63,1016.36,16.50,551.13,5.31,0
94620,48,77,72,774,0,4,0,24.63,1016.36,16.51,550.68,5.39,0
95616,48,77,72,775,0,4,0,24.63,1016.35,16.52,557.07,5.39,0
96612,49,77,73,775,0,4,0,24.63,1016.35,16.51,551.13,5.39,0
97608,48,77,72,775,0,4,0,24.63,1016.35,16.52,553.40,5.39,0
98604,49,78,72,776,0,4,0,24.63,1016.35,16.51,555.69,5.39,0
99600,48,77,72,775,0,4,0,24.63,1016.35,16.50,554.77,5.39,0
100596,49,77,72,776,0,3,0,24.63,1016.35,16.52,555.69,5.31,0
101592,48,78,72,775,0,4,0,24.63,1016.36,16.52,552.49,5.31,0
102588,49,77,72,776,0,4,0,24.63,1016.36,16.52,557.07,5.31,0
103584,48,78,72,775,0,4,0,24.63,1016.36,16.52,553.86,5.31,0
104580,48,78,72,776,0,4,0,24.63,1016.36,16.52,556.61,5.23,0
105576,49,77,72,775,0,4,0,24.63,1016.37,16.52,558.00,5.23,0
106572,48,78,73,784,0,4,0,24.63,1016.37,16.53,558.46,5.23,0
107568,49,79,74,784,0,4,0,24.64,1016.37,16.53,559.39,5.14,0
108564,48,78,73,783,0,4,0,24.64,1016.38,16.53,557.53,5.14,0
109560,48,79,73,783,0,4,0,24.64,1016.38,16.53,563.61,5.06,0
110556,49,78,73,783,0,4,0,24.64,1016.39,16.53,559.86,5.06,0
111552,49,79,73,783,0,4,0,24.64,1016.39,16.54,560.79,5.06,0
112548,49,79,73,782,0,4,0,24.64,1016.39,16.54,563.61,5.06,0
113544,48,79,73,781,0,3,0,24.64,1016.39,16.54,567.90,5.06,0
114540,48,78,73,781,0,3,0,24.64,1016.39,16.54,559.86,5.06,0
115536,49,78,73,781,0,3,0,24.64,1016.39,16.55,563.14,4.98,0
116532,48,78,72,780,0,3,0,24.64,1016.40,16.54,562.20,4.98,0
117528,48,78,72,779,0,3,0,24.64,1016.40,16.54,564.56,4.98,0
118524,48,78,73,779,0,3,0,24.64,1016.40,16.53,564.09,4.98,0
119520,48,78,72,779,0,3,0,24.65,1016.40,16.53,565.04,5.06,0
120516,48,78,72,779,0,3,0,24.65,1016.39,16.52,564.56,5.06,0
121512,47,77,72,779,0,3,0,24.64,1016.39,16.52,565.99,4.98,0
122508,48,78,73,778,0,3,0,24.65,1016.40,16.50,569.83,4.98,0
123504,48,78,72,778,0,4,0,24.65,1016.40,16.49,566.94,4.98,0
124500,48,78,72,778,0,3,0,24.65,1016.40,16.50,573.72,5.06,0
125496,48,78,72,778,0,4,0,24.65,1016.39,16.49,573.23,5.14,0
126492,48,77,72,779,0,3,0,24.65,1016.38,16.48,567.42,5.14,0
127488,48,78,72,778,0,3,0,24.65,1016.38,16.48,569.35,5.23,1
128484,48,78,73,779,0,3,0,24.65,1016.37,16.46,568.38,5.23,1
129480,48,78,72,778,0,3,0,24.65,1016.37,16.46,570.80,5.23,1
130476,48,78,72,779,0,3,0,24.66,1016.37,16.46,573.23,5.23,1
131472,48,78,72,778,0,3,0,24.66,1016.37,16.45,565.99,5.23,1
132468,48,78,72,777,0,3,0,24.66,1016.37,16.45,567.90,5.14,1
133464,48,78,73,777,0,3,0,24.66,1016.38,16.47,569.83,5.23,1
134460,48,78,73,777,0,3,0,24.67,1016.37,16.46,569.83,5.23,1
135456,47,77,72,777,0,3,0,24.67,1016.37,16.45,571.28,5.23,1
136452,48,78,72,777,0,3,0,24.67,1016.37,16.44,574.70,5.23,1
137448,48,78,73,777,0,3,0,24.67,1016.37,16.43,568.86,5.23,1
138444,47,78,72,777,0,3,0,24.67,1016.37,16.42,569.35,5.31,1
139440,48,78,72,776,0,3,0,24.67,1016.36,16.42,570.80,5.31,1
140436,47,77,72,776,0,3,0,24.67,1016.36,16.41,572.25,5.31,1
141432,48,78,72,777,0,3,0,24.67,1016.36,16.39,571.77,5.31,1
142428,48,77,72,777,0,3,0,24.67,1016.36,16.39,570.80,5.23,1
143424,48,77,72,776,0,3,0,24.67,1016.37,16.39,572.74,5.31,1
144420,48,77,72,776,0,3,0,24.67,1016.36,16.38,566.47,5.31,1
145416,48,78,72,776,0,3,0,24.67,1016.36,16.37,569.83,5.31,1
146412,48,77,72,776,0,3,0,24.67,1016.36,16.37,575.69,5.23,1
147408,48,77,72,776,0,3,0,24.67,1016.37,16.35,571.77,5.23,1
148404,48,77,72,776,0,3,0,24.67,1016.37,16.35,577.67,5.23,1
149400,48,78,72,775,0,3,0,24.67,1016.37,16.34,572.74,5.23,1
150396,48,77,72,776,0,3,0,24.67,1016.37,16.33,572.25,5.23,1
151392,48,78,72,776,0,3,0,24.67,1016.37,16.32,571.77,5.14,1
152388,47,77,71,776,0,3,0,24.67,1016.38,16.30,577.67,5.14,1
153384,48,78,72,777,0,3,0,24.67,1016.38,16.29,575.69,5.14,1
154380,48,78,72,776,0,3,0,24.67,1016.38,16.29,574.70,5.06,1
155376,47,78,72,776,0,3,0,24.67,1016.39,16.28,578.66,5.06,1
156372,48,77,72,776,0,3,0,24.67,1016.39,16.28,575.69,4.98,1
157368,48,78,72,776,0,3,0,24.67,1016.40,16.28,576.68,4.98,1
158364,48,78,72,776,0,3,0,24.67,1016.40,16.27,580.16,4.98,1
159360,47,78,72,776,0,3,0,24.67,1016.40,16.27,582.68,4.98,1
160356,48,77,72,776,0,3,0,24.67,1016.40,16.27,580.66,4.98,1
161352,48,78,72,776,0,3,0,24.67,1016.40,16.27,575.20,4.98,1
162348,48,78,72,776,0,3,0,24.67,1016.40,16.28,578.16,4.98,1
163344,48,78,72,777,0,3,0,24.67,1016.40,16.29,576.18,4.98,1
164340,48,78,72,776,0,3,0,24.67,1016.40,16.28,577.17,4.98,1
165336,48,78,72,776,0,3,0,24.67,1016.40,16.29,577.17,4.98,1
166332,48,78,72,776,0,3,0,24.67,1016.40,16.28,578.66,4.98,1
167328,47,77,72,777,0,3,0,24.67,1016.40,16.31,578.66,4.98,1
168324,47,77,72,776,0,3,0,24.67,1016.40,16.29,576.18,4.90,1
169320,48,78,72,776,0,3,0,24.67,1016.41,16.29,580.16,4.90,1
170316,48,77,72,776,0,3,0,24.67,1016.41,16.30,577.67,4.98,1
171312,48,77,72,775,0,3,0,24.67,1016.40,16.30,582.68,4.98,1
