NO2,C2H5OH,VOC,CO,Alcohol,LPG,Benzene,Temperature,Pressure,Humidity,Gas_Resistance,Altitude
26,54,18,72,13.9140,15.7334,0.0000,27.6500,1008.3600,27.3350,387.3440,71.9164
27,53,18,72,13.9666,15.7874,0.0000,27.7000,1008.3400,27.3700,396.9930,72.0835
26,53,18,72,13.0958,15.3604,0.0000,27.7600,1008.3200,27.3810,400.7970,72.2506
26,53,19,72,13.9666,15.5903,0.0000,27.8300,1008.3400,27.4050,409.8780,72.0835
26,53,18,72,13.8878,15.7874,0.0000,27.8900,1008.3600,27.4130,416.7690,71.9164
27,54,19,72,13.1457,15.6617,0.0000,27.9500,1008.3600,27.4200,423.6270,71.9164
26,53,19,72,14.1786,15.5725,0.0000,28.0100,1008.3400,27.4170,423.8950,72.0835
27,54,19,72,14.0458,15.7334,0.0000,28.0500,1008.3600,27.4100,428.7830,71.9164
27,53,19,72,14.0723,15.5193,0.0000,28.0900,1008.3400,27.3980,429.6090,72.0835
27,54,19,72,14.0193,15.7155,0.0000,28.1300,1008.3600,27.4070,432.6640,71.9164
27,53,19,72,14.3395,15.6796,0.0000,28.1600,1008.3400,27.3950,434.3480,72.0835
26,54,19,72,14.0458,15.6082,0.0000,28.1900,1008.3600,27.3810,434.3480,71.9164
26,54,19,72,15.9782,15.3955,0.0000,28.2100,1008.3400,27.3730,436.9000,72.0835
27,53,18,72,14.2589,15.9685,0.0000,28.2300,1008.3400,27.3580,435.4790,72.0835
27,54,19,72,14.3664,14.9610,0.0000,28.2500,1008.3400,27.3460,441.5110,72.0835
27,54,19,73,14.0723,15.7155,0.0000,28.2700,1008.3400,27.3310,441.5110,72.0835
27,54,19,72,14.0988,15.6796,0.0000,28.2800,1008.3200,27.3150,441.8020,72.2506
27,54,18,72,14.2589,15.7155,0.0000,28.3000,1008.3200,27.3120,442.0940,72.2506
26,54,19,72,14.2321,15.7874,0.0000,28.3100,1008.3200,27.2910,442.6790,72.2506
27,54,19,72,14.3395,15.6617,0.0000,28.3200,1008.3400,27.2820,444.7380,72.0835
27,54,18,71,14.0988,15.6439,0.0000,28.3300,1008.3200,27.2610,449.2150,72.2506
26,54,19,72,14.2857,15.6082,0.0000,28.3300,1008.3600,27.2450,449.8190,71.9164
26,54,19,72,13.2208,15.1682,0.0000,28.3400,1008.3600,27.2360,448.0120,71.9164
27,54,19,72,14.5564,15.7155,0.0000,27.8900,1008.3800,27.1950,345.7320,71.7493
27,54,19,72,12.3196,16.8263,0.0000,27.7000,1008.3600,27.2550,363.2740,71.9164
27,54,19,72,14.5291,15.6617,0.0000,27.6500,1008.3200,27.2870,379.4390,72.2506
26,54,19,72,14.3395,15.7334,0.0000,27.6700,1008.3800,27.3230,391.4210,71.7493
27,54,19,72,13.9403,15.9503,0.0000,27.7200,1008.3400,27.3440,401.7590,72.0835
27,54,19,72,14.4747,16.1699,0.0000,27.7800,1008.3400,27.3610,408.3770,72.0835
27,54,19,72,14.2857,16.1147,0.0000,27.8500,1008.3600,27.3710,410.3810,71.9164
27,54,19,72,14.4476,15.8596,0.0000,27.9100,1008.3600,27.3870,417.2880,71.9164
27,54,19,72,14.3935,15.5903,0.0000,27.9700,1008.3600,27.4000,412.9120,71.9164
27,54,19,72,14.4476,15.7514,0.0000,28.0200,1008.3400,27.3850,417.0280,72.0835
26,54,19,72,14.3664,15.8596,0.0000,28.0700,1008.3600,27.4020,429.8850,71.9164
27,53,19,72,14.4476,15.7694,0.0000,28.1100,1008.3600,27.3870,429.6090,71.9164
27,54,18,72,14.5019,15.7514,0.0000,28.1500,1008.3600,27.3820,433.5040,71.9164
26,54,19,72,14.3664,15.7155,0.0000,28.1800,1008.3400,27.3710,435.7620,72.0835
27,54,19,72,14.4476,15.6260,0.0000,28.2100,1008.3600,27.3730,438.0440,71.9164
27,54,19,72,14.1786,15.6439,0.0000,28.2300,1008.3400,27.3480,436.9000,72.0835
27,54,18,73,14.3126,15.6082,0.0000,28.2500,1008.3400,27.3460,441.8020,72.0835
27,53,19,72,14.1786,15.5193,0.0000,28.2700,1008.3400,27.3310,439.1930,72.0835
27,54,18,72,14.3126,15.6976,0.0000,28.2900,1008.3400,27.3110,439.7700,72.0835
27,54,19,72,14.1786,15.6617,0.0000,28.3000,1008.3200,27.3020,441.5110,72.2506
27,54,19,72,14.1520,15.5548,0.0000,28.3200,1008.3200,27.2870,446.8160,72.2506
27,54,19,72,14.2589,15.7155,0.0000,28.3300,1008.3200,27.2770,444.7380,72.2506
27,54,19,72,14.4747,15.7874,0.0000,28.3400,1008.3600,27.2520,446.5180,71.9164
27,54,19,71,14.1520,15.7155,0.0000,28.3500,1008.3400,27.2530,447.4140,72.0835
27,54,19,72,14.4747,15.8235,0.0000,28.3500,1008.3600,27.2320,447.7130,71.9164
26,54,19,72,13.6021,15.1682,0.0000,28.3600,1008.3400,27.2280,453.4760,72.0835
27,54,18,72,16.7644,15.2204,0.0000,27.9100,1008.3600,27.1800,346.8250,71.9164
28,54,18,72,13.5764,15.8596,0.0000,27.7100,1008.3400,27.2170,364.8840,72.0835
27,54,19,73,14.6660,15.7874,0.0000,27.6600,1008.3400,27.2490,380.3020,72.0835
27,54,19,72,15.1678,15.9685,0.0000,27.6800,1008.3400,27.3120,389.5990,72.0835
27,54,19,72,14.4205,15.8777,0.0000,27.7300,1008.3400,27.3290,403.4540,72.0835
27,54,19,72,14.5837,15.8596,0.0000,27.8000,1008.3400,27.3540,405.4090,72.0835
27,54,18,72,14.5837,15.9321,0.0000,27.8600,1008.3200,27.3550,416.7690,72.2506
28,53,19,72,14.3664,15.9503,0.0000,27.9300,1008.3800,27.3670,418.0700,71.7493
27,54,19,72,14.5837,15.9140,0.0000,27.9900,1008.3600,27.3640,415.7330,71.9164
28,54,19,72,14.5291,15.9140,0.0000,28.0400,1008.3400,27.3700,423.8950,72.0835
27,54,19,73,14.5564,15.8958,0.0000,28.0900,1008.3200,27.3660,428.2350,72.2506
27,54,19,72,14.6111,15.8777,0.0000,28.1300,1008.3800,27.3640,433.5040,71.7493
27,54,19,72,14.5837,15.8596,0.0000,28.1600,1008.3400,27.3620,432.9440,72.0835
28,54,18,72,14.5291,15.9140,0.0000,28.2000,1008.3400,27.3520,434.0670,72.0835
28,54,18,72,14.6111,16.0415,0.0000,28.2200,1008.3200,27.3360,441.5110,72.2506
27,54,18,72,14.5837,16.0598,0.0000,28.2500,1008.3600,27.3300,439.4820,71.9164
27,54,19,73,14.6111,15.9503,0.0000,28.2700,1008.3400,27.3030,437.1850,72.0835
27,54,19,72,14.4476,15.9685,0.0000,28.2900,1008.3400,27.3170,442.6790,72.0835
27,54,19,72,15.1678,15.2204,0.0000,28.3000,1008.3200,27.2910,442.6790,72.2506
27,54,19,72,13.4485,15.9503,0.0000,28.3200,1008.3200,27.2760,446.8160,72.2506
28,54,19,72,14.0193,15.9321,0.0000,28.3300,1008.3600,27.2670,446.2200,71.9164
28,54,19,72,14.9709,15.9140,0.0000,28.3400,1008.3400,27.2470,449.8190,72.0835
28,54,19,72,14.6111,17.2708,0.0000,28.3500,1008.3600,27.2430,445.0340,71.9164
28,54,18,72,14.5837,15.6439,0.0000,28.3600,1008.3400,27.2220,450.1210,72.0835
27,54,19,72,14.6660,15.3955,0.0000,28.3700,1008.3600,27.2060,448.3130,71.9164
26,54,19,72,13.5507,15.3779,0.0000,28.3800,1008.3400,27.1860,455.3270,72.0835
28,54,19,72,14.6111,15.8958,0.0000,27.9300,1008.3600,27.1660,347.1900,71.9164
28,54,19,72,14.6111,16.0049,0.0000,27.7300,1008.3600,27.1980,365.2890,71.9164
28,54,19,73,14.5564,16.0598,0.0000,27.6800,1008.3400,27.2350,376.9970,72.0835
28,54,19,72,14.5291,16.0415,0.0000,27.7000,1008.3400,27.2660,392.8000,72.0835
28,54,19,72,14.6660,15.9685,0.0000,27.7500,1008.3600,27.3040,395.5850,71.9164
28,54,18,72,14.5837,15.9503,0.0000,27.8200,1008.3400,27.3210,405.1640,72.0835
28,54,19,72,14.6111,16.0232,0.0000,27.8800,1008.3400,27.3300,416.2500,72.0835
28,54,19,72,14.5291,16.0415,0.0000,27.9500,1008.3600,27.3440,423.8950,71.9164
28,54,19,72,14.5837,16.5609,0.0000,28.0100,1008.3200,27.3570,414.9600,72.2506
28,54,18,72,15.0550,15.5548,0.0000,28.0600,1008.3200,27.3500,425.2420,72.2506
28,54,19,73,13.0958,14.9782,0.0000,28.1000,1008.3000,27.3380,432.6640,72.4176
27,54,19,72,14.3126,15.9867,0.0000,28.1500,1008.3200,27.3380,436.3300,72.2506
28,54,19,72,14.3126,15.3077,0.0000,28.1800,1008.3200,27.3320,432.3840,72.2506
28,54,18,72,14.1520,15.9685,0.0000,28.2100,1008.3400,27.3360,440.9290,72.0835
28,54,19,72,14.0458,15.1335,0.0000,28.2400,1008.3200,27.3150,437.4710,72.2506
28,54,19,73,14.4205,14.9953,0.0000,28.2600,1008.3200,27.3070,442.6790,72.2506
28,54,19,73,14.2857,15.4132,0.0000,28.2900,1008.3400,27.2900,443.8530,72.0835
28,54,19,72,14.7210,16.0781,0.0000,28.3000,1008.3200,27.2860,443.8530,72.2506
28,54,19,73,16.0375,15.9503,0.0000,28.3200,1008.3200,27.2760,441.8020,72.2506
28,54,18,73,14.1253,16.0232,0.0000,28.3300,1008.3600,27.2610,445.3300,71.9164
28,54,19,72,14.1520,15.9867,0.0000,28.3500,1008.3400,27.2480,445.6260,72.0835
28,54,19,72,14.1786,15.7874,0.0000,28.3600,1008.3400,27.2390,446.8160,72.0835
27,54,18,72,14.2053,15.9867,0.0000,28.3700,1008.3600,27.2120,447.1150,71.9164
28,54,19,73,14.2589,15.8777,0.0000,28.3800,1008.3400,27.2130,451.6400,72.0835
28,54,19,73,14.1786,15.9867,0.0000,28.3900,1008.3200,27.1970,448.0120,72.2506
27,54,19,73,12.9471,15.4308,0.0000,28.3900,1008.3600,27.1860,449.5170,71.9164
28,54,19,72,14.2321,15.9867,0.0000,27.9400,1008.3400,27.1350,345.3700,72.0835
28,54,19,72,13.8355,16.0232,0.0000,27.7500,1008.3200,27.1780,366.1010,72.2506
28,54,19,72,14.4747,16.9028,0.0000,27.7000,1008.3400,27.2170,378.7950,72.0835
28,54,19,73,13.3216,16.1147,0.0000,27.7200,1008.3400,27.2560,398.8860,72.0835
28,54,20,73,14.1520,15.8415,0.0000,27.7700,1008.3400,27.2790,395.8190,72.0835
28,54,19,73,13.9666,15.9503,0.0000,27.8300,1008.3200,27.3010,404.6740,72.2506
28,54,19,73,14.0988,15.1335,0.0000,27.9000,1008.3400,27.3160,417.8090,72.0835
28,54,19,72,13.9929,15.8596,0.0000,27.9600,1008.3400,27.3350,422.0240,72.0835
28,54,19,72,14.0193,15.8235,0.0000,28.0200,1008.3400,27.3140,420.1700,72.0835
28,55,19,72,16.1866,16.0415,0.0000,28.0700,1008.3200,27.3310,423.6270,72.2506
28,55,19,72,14.1786,15.9503,0.0000,28.1200,1008.3400,27.3300,427.9610,72.0835
28,54,19,73,14.6660,16.0049,0.0000,28.1600,1008.3200,27.3290,434.3480,72.2506
28,54,18,72,13.9666,15.9685,0.0000,28.2000,1008.3200,27.3130,432.9440,72.2506
28,55,19,72,15.8308,16.3550,0.0000,28.2300,1008.3400,27.3100,436.0460,72.0835
28,55,19,72,14.0458,15.9867,0.0000,28.2600,1008.3200,27.3020,442.0940,72.2506
28,54,19,73,14.1253,15.9685,0.0000,28.2800,1008.3200,27.2820,440.0600,72.2506
28,54,19,72,14.0988,15.9867,0.0000,28.3000,1008.3200,27.2630,444.4430,72.2506
28,54,19,72,13.9929,16.0049,0.0000,28.3200,1008.3200,27.2660,442.9720,72.2506
28,54,19,73,13.9929,15.8958,0.0000,28.3400,1008.3400,27.2470,445.9230,72.0835
29,55,19,73,14.0988,15.9867,0.0000,28.3500,1008.3600,27.2320,449.2150,71.9164
29,55,19,73,14.2053,16.0598,0.0000,28.3600,1008.3400,27.2390,451.0310,72.0835
28,55,19,73,13.9929,16.0232,0.0000,28.3700,1008.3400,27.2170,450.4240,72.0835
29,55,19,73,14.2053,15.3077,0.0000,28.3800,1008.3400,27.2130,451.0310,72.0835
29,55,19,73,14.0988,16.0232,0.0000,28.3900,1008.3600,27.1700,449.5170,71.9164
29,54,19,72,14.2321,15.9867,0.0000,28.4000,1008.3400,27.1730,451.3360,72.0835
27,55,19,72,12.9718,15.1335,0.0000,28.4100,1008.3600,27.1570,450.1210,71.9164
29,55,19,73,13.7054,15.8054,0.0000,27.9600,1008.3400,27.1110,349.4000,72.0835
28,54,19,72,13.9140,15.8235,0.0000,27.7600,1008.3200,27.1640,366.5090,72.2506
29,54,19,72,13.3216,15.7155,0.0000,27.7100,1008.3400,27.2000,379.4390,72.0835
28,54,19,73,13.7054,15.8777,0.0000,27.7300,1008.3600,27.2310,391.8800,71.9164
28,55,18,73,15.0269,15.9685,0.0000,27.7800,1008.3400,27.2530,402.2420,72.0835
28,55,19,72,13.7573,15.7694,0.0000,27.8500,1008.3600,27.2790,411.1370,71.9164
29,55,19,73,13.8355,15.9503,0.0000,27.9100,1008.3600,27.2790,410.3810,71.9164
29,55,19,73,13.5764,15.8596,0.0000,27.9800,1008.3600,27.2980,422.8240,71.9164
28,54,19,73,13.3469,15.8235,0.0000,28.0400,1008.3600,27.2820,420.9630,71.9164
29,54,19,73,13.5507,15.8777,0.0000,28.0900,1008.3600,27.3110,428.5090,71.9164
28,54,19,73,13.3976,15.7874,0.0000,28.1400,1008.3600,27.3000,430.9920,71.9164
28,55,19,73,13.6279,15.8777,0.0000,28.1800,1008.3600,27.2930,435.7620,71.9164
28,54,19,72,13.7833,15.8596,0.0000,28.2200,1008.3600,27.2810,437.7570,71.9164
29,55,19,73,13.3976,15.8958,0.0000,28.2500,1008.3400,27.2810,438.9050,72.0835
29,55,19,73,13.2711,15.6976,0.0000,28.2800,1008.3600,27.2660,438.6180,71.9164
28,54,19,72,13.1457,15.8415,0.0000,28.3000,1008.3400,27.2520,439.1930,72.0835
28,54,19,72,13.3469,15.8415,0.0000,28.3200,1008.3400,27.2500,441.5110,72.0835
29,54,19,72,13.4740,15.7694,0.0000,28.3400,1008.3600,27.2360,442.6790,71.9164
28,54,19,73,13.9140,15.7155,0.0000,28.3500,1008.3600,27.2320,448.6130,71.9164
29,55,19,73,13.6021,15.6617,0.0000,28.3700,1008.3600,27.2120,446.8160,71.9164
28,55,19,73,13.1707,15.0125,0.0000,28.3800,1008.3600,27.1970,449.5170,71.9164
29,55,19,73,13.1707,15.8054,0.0000,28.3900,1008.3800,27.1810,451.3360,71.7493
29,55,19,73,13.4740,16.0964,0.0000,28.4000,1008.3600,27.1670,452.2500,71.9164
29,55,19,73,13.3722,15.7514,0.0000,28.4100,1008.3600,27.1460,448.9140,71.9164
29,54,19,72,13.3976,15.9140,0.0000,28.4200,1008.3600,27.1300,450.4240,71.9164
28,55,19,73,12.4859,15.1855,0.0000,28.4300,1008.3800,27.1310,455.3270,71.7493
29,54,19,72,13.7313,15.8777,0.0000,27.9800,1008.3600,27.0960,349.7710,71.9164
29,54,20,73,13.5507,15.9321,0.0000,27.7800,1008.3200,27.1330,366.5090,72.2506
29,55,19,73,13.4995,15.7514,0.0000,27.7300,1008.3600,27.1600,383.3510,71.9164
29,55,19,72,13.5251,15.5015,0.0000,27.7500,1008.3600,27.2050,394.1880,71.9164
29,55,19,73,13.4230,15.9503,0.0000,27.8000,1008.3400,27.2390,397.9370,72.0835
29,55,19,73,13.3722,16.0049,0.0000,27.8600,1008.3200,27.2460,413.1670,72.2506
29,55,20,73,13.4485,15.8777,0.0000,27.9300,1008.3600,27.2750,416.2500,71.9164
29,55,19,72,13.6021,15.8054,0.0000,28.0000,1008.3400,27.2800,422.0240,72.0835
28,54,19,73,13.4485,14.9610,0.0000,28.0500,1008.3400,27.2850,427.6870,72.0835
29,55,19,72,13.4740,15.1161,0.0000,28.1100,1008.3800,27.2720,429.0580,71.7493
29,55,19,72,13.4485,16.2807,0.0000,28.1500,1008.3600,27.2780,434.3480,71.9164
29,55,19,73,15.6554,15.7514,0.0000,28.2000,1008.3400,27.2860,435.4790,72.0835
29,55,19,73,13.6537,16.2807,0.0000,28.2300,1008.3600,27.2710,434.6300,71.9164
29,55,19,73,13.4740,15.8958,0.0000,28.2600,1008.3400,27.2470,440.9290,72.0835
29,55,19,72,13.5764,14.8754,0.0000,28.2900,1008.3600,27.2460,439.4820,71.9164
29,55,19,73,13.5251,15.8235,0.0000,28.3100,1008.3400,27.2470,446.5180,72.0835
29,55,19,73,13.3722,15.9140,0.0000,28.3300,1008.3800,27.2230,444.7380,71.7493
29,55,19,72,13.3216,15.8777,0.0000,28.3500,1008.3800,27.2210,448.6130,71.7493
28,54,19,73,13.4740,15.9321,0.0000,28.3700,1008.3800,27.2010,448.6130,71.7493
29,55,19,73,13.4740,15.7694,0.0000,28.3800,1008.3600,27.1760,450.4240,71.9164
29,55,19,73,13.6021,15.7874,0.0000,28.4000,1008.3600,27.1780,447.4140,71.9164
29,55,19,72,13.5764,15.9140,0.0000,28.4100,1008.3800,27.1620,451.3360,71.7493
29,54,19,73,13.5507,15.8415,0.0000,28.4200,1008.3600,27.1510,451.3360,71.9164
29,55,19,73,13.2208,15.8958,0.0000,28.4300,1008.3600,27.1210,452.2500,71.9164
29,55,19,73,13.5507,15.7874,0.0000,28.4300,1008.3600,27.1150,454.7080,71.9164
28,55,19,73,14.0988,15.3077,0.0000,28.4400,1008.3400,27.0980,450.4240,72.0835
29,55,19,73,13.4995,15.3779,0.0000,27.9900,1008.3600,27.0580,349.4000,71.9164
29,55,19,73,13.3976,15.0125,0.0000,27.7900,1008.3400,27.0940,367.3260,72.0835
29,55,19,73,13.4485,15.0815,0.0000,27.7400,1008.3400,27.1570,381.6020,72.0835
29,55,19,73,13.3469,16.0598,0.0000,27.7600,1008.3400,27.1900,391.4210,72.0835
29,55,19,73,13.2711,15.8596,0.0000,27.8200,1008.3400,27.2010,406.6410,72.0835
29,55,19,73,13.4995,15.8958,0.0000,27.8800,1008.3600,27.2310,404.6740,71.9164
29,55,19,73,13.3469,14.9438,0.0000,27.9400,1008.3400,27.2440,418.3320,72.0835
29,55,19,73,13.3216,16.3364,0.0000,28.0100,1008.3600,27.2650,422.2910,71.9164
29,55,19,73,13.2460,15.7514,0.0000,28.0700,1008.3200,27.2600,428.2350,72.2506
29,55,19,73,13.2711,15.9140,0.0000,28.1200,1008.3600,27.2640,428.2350,71.9164
29,55,19,73,13.2711,15.9321,0.0000,28.1700,1008.3600,27.2530,433.5040,71.9164
30,55,19,72,13.1707,15.9321,0.0000,28.2100,1008.3600,27.2530,435.1950,71.9164
29,55,20,73,13.3216,16.0049,0.0000,28.2400,1008.3200,27.2500,440.0600,72.2506
29,55,19,73,13.1707,15.7514,0.0000,28.2800,1008.3400,27.2380,440.6390,72.0835
30,55,19,73,13.2711,15.8958,0.0000,28.3100,1008.3200,27.2360,446.2200,72.2506
29,55,19,72,13.4995,15.9140,0.0000,28.3300,1008.3800,27.2230,445.6260,71.7493
29,55,19,73,13.0213,15.9685,0.0000,28.3500,1008.3600,27.2160,442.6790,71.9164
29,55,19,72,12.9471,16.0049,0.0000,28.3700,1008.3600,27.1960,446.8160,71.9164
29,55,19,73,12.9718,16.0415,0.0000,28.3800,1008.3400,27.1860,446.8160,72.0835
29,55,19,72,13.0461,15.9867,0.0000,28.4000,1008.3600,27.1730,448.6130,71.9164
30,55,19,73,12.9471,15.9321,0.0000,28.4100,1008.3600,27.1510,451.3360,71.9164
29,55,20,73,13.0709,16.0049,0.0000,28.4200,1008.3600,27.1510,453.7840,71.9164
30,55,19,72,13.4995,15.9140,0.0000,28.4300,1008.3600,27.1310,452.2500,71.9164
29,55,19,73,13.0461,16.0781,0.0000,28.4400,1008.3400,27.1210,454.0910,72.0835
29,55,19,73,13.0461,16.0232,0.0000,28.4500,1008.3600,27.1010,455.3270,71.9164
29,55,19,73,12.2489,15.4484,0.0000,28.4600,1008.3400,27.0910,459.0750,72.0835
30,55,18,73,13.0958,16.0415,0.0000,28.0100,1008.3400,27.0520,350.8890,72.0835
31,55,19,73,13.0958,16.0598,0.0000,27.8100,1008.3600,27.0980,368.5590,71.9164
31,55,20,73,13.1957,16.0781,0.0000,27.7600,1008.3400,27.1250,381.8200,72.0835
30,55,19,73,13.2963,16.0781,0.0000,27.7800,1008.3400,27.1700,390.9640,72.0835
30,55,20,73,13.0709,16.0415,0.0000,27.8300,1008.3400,27.1980,405.9010,72.0835
31,55,19,73,13.0958,16.0415,0.0000,27.9000,1008.3800,27.2080,413.4220,71.7493
30,55,19,73,13.1457,16.0781,0.0000,27.9600,1008.3600,27.2360,422.5570,71.9164
31,55,19,73,13.0213,16.0232,0.0000,28.0300,1008.3400,27.2450,419.3800,72.0835
31,55,19,72,13.0958,16.0781,0.0000,28.0800,1008.3400,27.2440,428.2350,72.0835
30,55,18,73,13.1457,16.0598,0.0000,28.1400,1008.3600,27.2450,432.9440,71.9164
30,55,19,73,13.1457,16.1331,0.0000,28.1800,1008.3400,27.2450,433.7850,72.0835
31,56,19,73,12.9965,16.1515,0.0000,28.2200,1008.3400,27.2260,428.2350,72.0835
31,55,20,73,13.1707,16.0781,0.0000,28.2600,1008.3600,27.2310,440.6390,71.9164
31,56,19,73,13.4740,16.1147,0.0000,28.2900,1008.3600,27.2180,441.8020,71.9164
30,55,19,73,12.4144,16.1883,0.0000,28.3200,1008.3400,27.2060,436.3300,72.0835
31,55,19,73,13.1707,16.1883,0.0000,28.3400,1008.3600,27.2080,445.0340,71.9164
31,55,19,73,13.3469,16.0964,0.0000,28.3600,1008.3600,27.1730,448.0120,71.9164
31,55,19,73,13.0958,16.0049,0.0000,28.3800,1008.3400,27.1650,444.7380,72.0835
31,55,19,73,13.2963,16.1515,0.0000,28.3900,1008.3600,27.1530,450.4240,71.9164
31,55,19,73,13.3722,16.1147,0.0000,28.4100,1008.3600,27.1410,451.3360,71.9164
31,55,19,73,13.4995,16.2993,0.0000,28.4200,1008.3400,27.1410,449.5170,72.0835
31,55,19,72,15.1961,16.0598,0.0000,28.4300,1008.3600,27.1210,453.1690,71.9164
31,55,19,73,13.1207,16.8645,0.0000,28.4400,1008.3400,27.0980,453.4760,72.0835
31,55,19,73,13.2460,16.0964,0.0000,28.4500,1008.3600,27.0900,454.7080,71.9164
31,55,20,72,13.2963,16.0598,0.0000,28.4600,1008.3400,27.0750,453.4760,72.0835
31,56,20,73,12.4144,15.4661,0.0000,28.4700,1008.3400,27.0710,454.4000,72.0835
31,55,20,74,13.4740,16.1883,0.0000,28.0200,1008.3600,27.0250,348.6600,71.9164
31,55,20,73,13.1707,16.0781,0.0000,27.8200,1008.3400,27.0650,368.9720,72.0835
31,55,19,73,13.3469,16.5233,0.0000,27.7700,1008.3600,27.1040,383.7910,71.9164
31,56,20,73,13.2460,16.2993,0.0000,27.7900,1008.3800,27.1440,398.8860,71.7493
32,56,19,73,13.4485,17.0956,0.0000,27.8400,1008.3400,27.1700,401.5180,72.0835
32,55,19,73,13.4740,16.1883,0.0000,27.9100,1008.3600,27.1910,415.7330,71.9164
31,56,20,73,13.4485,16.2068,0.0000,27.9700,1008.3800,27.2150,413.1670,71.7493
30,55,19,73,13.3469,16.2993,0.0000,28.0400,1008.3600,27.2110,417.2880,71.9164
32,55,19,73,13.9140,16.4296,0.0000,28.1000,1008.3600,27.2290,429.6090,71.9164
31,55,20,74,12.3432,16.2622,0.0000,28.1500,1008.3800,27.2290,423.6270,71.7493
31,56,19,73,13.4740,16.1883,0.0000,28.2000,1008.3600,27.2210,433.5040,71.9164
31,56,19,72,13.5251,16.2068,0.0000,28.2400,1008.3600,27.2110,439.1930,71.9164
32,56,20,74,12.7755,16.2807,0.0000,28.2700,1008.3600,27.2170,440.9290,71.9164
31,55,20,74,13.5507,16.0964,0.0000,28.3100,1008.3400,27.2100,442.3860,72.0835
31,55,20,73,13.6021,16.2252,0.0000,28.3300,1008.4000,27.1790,448.0120,71.5822
31,55,19,72,13.6795,16.2437,0.0000,28.3600,1008.3800,27.1730,444.1480,71.7493
31,55,19,73,15.1395,16.2993,0.0000,28.3800,1008.3800,27.1650,444.1480,71.7493
32,56,20,73,13.4995,16.2993,0.0000,28.3900,1008.3800,27.1580,446.5180,71.7493
31,56,19,73,13.5251,16.2068,0.0000,28.4100,1008.3800,27.1510,449.5170,71.7493
32,56,19,73,13.4230,16.3364,0.0000,28.4200,1008.3600,27.1300,451.6400,71.9164
31,56,20,73,13.6795,16.2807,0.0000,28.4400,1008.3600,27.1100,452.2500,71.9164
31,55,19,73,13.6279,16.2807,0.0000,28.4500,1008.3800,27.1010,451.0310,71.7493
32,56,19,74,13.7054,16.3550,0.0000,28.4600,1008.3600,27.1020,454.4000,71.9164
31,56,19,73,13.7573,16.3550,0.0000,28.4700,1008.3600,27.0930,456.5690,71.9164
31,56,19,73,13.5507,16.3736,0.0000,28.4800,1008.3800,27.0660,453.1690,71.7493
32,56,19,73,12.8488,15.6260,0.0000,28.4800,1008.3600,27.0380,458.1320,71.9164
31,56,20,73,13.8878,16.6363,0.0000,28.0300,1008.3800,27.0150,351.6380,71.7493
32,55,20,73,13.9666,16.4857,0.0000,27.8400,1008.3600,27.0620,371.8890,71.9164
32,55,19,73,13.9666,16.5233,0.0000,27.7900,1008.3800,27.1000,385.1150,71.7493
32,55,19,73,14.0193,16.3923,0.0000,27.8100,1008.3400,27.1300,402.7260,72.0835
32,56,20,74,14.0193,16.5045,0.0000,27.8600,1008.3600,27.1640,402.0000,71.9164
32,56,20,74,14.1786,16.3923,0.0000,27.9200,1008.3600,27.1880,408.3770,71.9164
32,56,20,74,14.1253,16.5045,0.0000,27.9900,1008.3800,27.2000,419.1180,71.7493
32,56,19,73,14.3126,16.4857,0.0000,28.0500,1008.3600,27.2020,423.0910,71.9164
32,56,20,73,14.1520,16.4483,0.0000,28.1100,1008.3800,27.2120,428.7830,71.7493
32,56,19,73,14.2321,16.3736,0.0000,28.1600,1008.3600,27.1980,433.7850,71.9164
32,56,20,74,14.4205,16.4109,0.0000,28.2100,1008.3800,27.2100,433.5040,71.7493
32,56,20,74,14.3935,16.5233,0.0000,28.2500,1008.3800,27.1980,436.3300,71.7493
31,56,20,73,14.2321,16.3550,0.0000,28.2900,1008.3600,27.1970,440.9290,71.9164
32,56,20,73,13.7833,17.8266,0.0000,28.3200,1008.3600,27.1830,442.3860,71.9164
32,56,20,74,13.9929,16.2807,0.0000,28.3500,1008.3600,27.1660,444.1480,71.9164
32,56,20,73,13.5251,16.4670,0.0000,28.3700,1008.3800,27.1570,447.7130,71.7493
31,56,20,74,14.8594,16.5420,0.0000,28.3900,1008.3800,27.1480,447.1150,71.7493
32,56,20,74,14.4747,16.2993,0.0000,28.4100,1008.3800,27.1410,446.5180,71.7493
32,56,20,74,14.5019,16.3923,0.0000,28.4200,1008.3600,27.1180,448.6130,71.9164
32,56,19,73,14.4747,16.3923,0.0000,28.4400,1008.3600,27.1150,455.9470,71.9164
32,56,20,73,14.5291,16.5420,0.0000,28.4500,1008.3800,27.1060,454.0910,71.7493
32,56,19,74,14.5837,16.2437,0.0000,28.4600,1008.3600,27.0910,454.0910,71.9164
32,55,19,74,14.4205,16.4483,0.0000,28.4700,1008.3800,27.0760,456.2580,71.7493
32,56,20,74,14.5019,16.2993,0.0000,28.4800,1008.3600,27.0660,455.3270,71.9164
32,56,20,73,14.4205,16.0415,0.0000,28.4900,1008.3800,27.0520,458.7600,71.7493
31,56,20,74,13.5507,15.9140,0.0000,28.5000,1008.3600,27.0360,455.0170,71.9164
32,56,20,74,14.5837,16.3364,0.0000,28.0500,1008.3600,26.9950,352.3910,71.9164
