Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_cloves,Train_cumin,Train_oregano,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
long_overlap,60,5,"[0, 1, 2, 3]","['standard_scaler', 'diff_data_like']",99.39,98.77,99.93,99.59,"[oregano.today.7e6e373b92ee.csv] cloves:31, cumin:3, oregano:339 → oregano (339 / 373) ✅ | [cloves.today.e7a678f64939.csv] cloves:294, cumin:77, oregano:0 → cloves (294 / 371) ✅ | [cumin.today.ebdd7a8a7c22.csv] cloves:212, cumin:159, oregano:0 → cloves (212 / 371) ❌",0.377,99.39,99.39
long_overlap,60,5,"[0, 1, 2, 3]",['diff_data_like'],98.86,97.89,99.05,99.86,"[oregano.today.7e6e373b92ee.csv] cloves:34, cumin:2, oregano:337 → oregano (337 / 373) ✅ | [cloves.today.e7a678f64939.csv] cloves:261, cumin:108, oregano:2 → cloves (261 / 371) ✅ | [cumin.today.ebdd7a8a7c22.csv] cloves:205, cumin:166, oregano:0 → cloves (205 / 371) ❌",0.351,98.86,98.86
long_overlap,60,5,"[0, 1, 2, 3]","['standard_scaler', 'highpass_fft_batch']",88.44,87.14,84.41,94.05,"[oregano.today.7e6e373b92ee.csv] cloves:23, cumin:9, oregano:346 → oregano (346 / 378) ✅ | [cloves.today.e7a678f64939.csv] cloves:35, cumin:44, oregano:297 → oregano (297 / 376) ❌ | [cumin.today.ebdd7a8a7c22.csv] cloves:52, cumin:36, oregano:288 → oregano (288 / 376) ❌",-0.214,88.44,88.44
long_overlap,60,5,"[0, 1, 2, 3]",['highpass_fft_batch'],92.62,90.83,91.97,95.45,"[oregano.today.7e6e373b92ee.csv] cloves:57, cumin:16, oregano:305 → oregano (305 / 378) ✅ | [cloves.today.e7a678f64939.csv] cloves:56, cumin:50, oregano:270 → oregano (270 / 376) ❌ | [cumin.today.ebdd7a8a7c22.csv] cloves:49, cumin:51, oregano:276 → oregano (276 / 376) ❌",-0.215,92.62,92.62
long_overlap,60,5,"[0, 1, 2, 3]",None,99.17,99.28,98.27,99.93,"[oregano.today.7e6e373b92ee.csv] cloves:0, cumin:0, oregano:378 → oregano (378 / 378) ✅ | [cloves.today.e7a678f64939.csv] cloves:0, cumin:0, oregano:376 → oregano (376 / 376) ❌ | [cumin.today.ebdd7a8a7c22.csv] cloves:0, cumin:110, oregano:266 → oregano (266 / 376) ❌",-0.236,99.17,99.17
long_overlap,60,5,"[0, 1, 2, 3]",['standard_scaler'],99.19,99.22,99.2,99.13,"[oregano.today.7e6e373b92ee.csv] cloves:378, cumin:0, oregano:0 → cloves (378 / 378) ❌ | [cloves.today.e7a678f64939.csv] cloves:376, cumin:0, oregano:0 → cloves (376 / 376) ✅ | [cumin.today.ebdd7a8a7c22.csv] cloves:351, cumin:25, oregano:0 → cloves (351 / 376) ❌",-0.311,99.19,99.19
long_overlap,60,5,"[0, 1, 2, 3]","['diff_data_like', 'highpass_fft_batch']",,,,,,-999.0,0.0,0.0
