Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_bodai,Train_chienan,Train_go,Train_reihai,Train_rendai,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
short_overlap_no_benzene_no_alcohol,10,5,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",51.59,46.39,54.11,42.51,72.5,42.17,"[rendai.c6effaa6260e.csv] bodai:102, chienan:105, go:64, reihai:8, rendai:107 → rendai (107 / 386) ✅ | [bodai.a4c24f0cd466.csv] bodai:129, chienan:116, go:67, reihai:19, rendai:57 → bodai (129 / 388) ✅ | [go.6152c50431f8.csv] bodai:60, chienan:91, go:170, reihai:10, rendai:57 → go (170 / 388) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:1, reihai:387, rendai:0 → reihai (387 / 388) ✅ | [chienan.58b3fecd3230.csv] bodai:92, chienan:170, go:86, reihai:10, rendai:28 → chienan (170 / 386) ✅",0.497,51.59,51.59
medium_overlap_no_benzene_no_alcohol,30,15,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",55.59,59.31,60.39,14.43,72.82,71.62,"[rendai.c6effaa6260e.csv] bodai:24, chienan:9, go:6, reihai:1, rendai:86 → rendai (86 / 126) ✅ | [bodai.a4c24f0cd466.csv] bodai:65, chienan:34, go:9, reihai:0, rendai:19 → bodai (65 / 127) ✅ | [go.6152c50431f8.csv] bodai:32, chienan:26, go:25, reihai:3, rendai:41 → rendai (41 / 127) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:127, rendai:0 → reihai (127 / 127) ✅ | [chienan.58b3fecd3230.csv] bodai:40, chienan:66, go:6, reihai:3, rendai:11 → chienan (66 / 126) ✅",0.479,55.59,55.59
short_overlap_first_6,10,5,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",58.65,51.36,67.54,51.5,65.16,57.57,"[rendai.c6effaa6260e.csv] bodai:52, chienan:9, go:50, reihai:60, rendai:210 → rendai (210 / 381) ✅ | [bodai.a4c24f0cd466.csv] bodai:168, chienan:48, go:41, reihai:56, rendai:70 → bodai (168 / 383) ✅ | [go.6152c50431f8.csv] bodai:40, chienan:11, go:134, reihai:80, rendai:118 → go (134 / 383) ✅ | [reihai.03498d9d973f.csv] bodai:18, chienan:22, go:5, reihai:273, rendai:65 → reihai (273 / 383) ✅ | [chienan.58b3fecd3230.csv] bodai:119, chienan:122, go:22, reihai:68, rendai:50 → chienan (122 / 381) ✅",0.475,58.65,58.65
long_overlap_first_4,60,30,"[0, 1, 2, 3]",['diff_data_like'],48.64,36.3,44.67,34.97,51.37,74.83,"[rendai.c6effaa6260e.csv] bodai:5, chienan:3, go:13, reihai:4, rendai:37 → rendai (37 / 62) ✅ | [bodai.a4c24f0cd466.csv] bodai:53, chienan:9, go:1, reihai:0, rendai:0 → bodai (53 / 63) ✅ | [go.6152c50431f8.csv] bodai:2, chienan:20, go:28, reihai:1, rendai:12 → go (28 / 63) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ✅ | [chienan.58b3fecd3230.csv] bodai:4, chienan:14, go:32, reihai:0, rendai:12 → go (32 / 62) ❌",0.473,48.64,48.64
short_overlap_no_benzene,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",69.84,67.17,68.49,69.44,82.9,61.09,"[rendai.c6effaa6260e.csv] bodai:70, chienan:16, go:82, reihai:13, rendai:200 → rendai (200 / 381) ✅ | [bodai.a4c24f0cd466.csv] bodai:220, chienan:27, go:45, reihai:13, rendai:78 → bodai (220 / 383) ✅ | [go.6152c50431f8.csv] bodai:53, chienan:13, go:226, reihai:24, rendai:67 → go (226 / 383) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:383, rendai:0 → reihai (383 / 383) ✅ | [chienan.58b3fecd3230.csv] bodai:132, chienan:118, go:57, reihai:36, rendai:38 → bodai (132 / 381) ❌",0.469,69.84,69.84
no_overlap_short_first_6,20,20,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],71.96,63.03,82.89,70.22,82.53,61.64,"[rendai.c6effaa6260e.csv] bodai:4, chienan:1, go:28, reihai:13, rendai:50 → rendai (50 / 96) ✅ | [bodai.a4c24f0cd466.csv] bodai:23, chienan:17, go:15, reihai:19, rendai:23 → bodai (23 / 97) ✅ | [go.6152c50431f8.csv] bodai:8, chienan:3, go:50, reihai:23, rendai:13 → go (50 / 97) ✅ | [reihai.03498d9d973f.csv] bodai:4, chienan:17, go:0, reihai:46, rendai:30 → reihai (46 / 97) ✅ | [chienan.58b3fecd3230.csv] bodai:7, chienan:54, go:5, reihai:27, rendai:3 → chienan (54 / 96) ✅",0.462,71.96,71.96
short_overlap_first_6,10,5,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",63.31,56.68,69.65,60.27,66.49,63.42,"[rendai.c6effaa6260e.csv] bodai:63, chienan:1, go:55, reihai:45, rendai:217 → rendai (217 / 381) ✅ | [bodai.a4c24f0cd466.csv] bodai:246, chienan:9, go:37, reihai:21, rendai:70 → bodai (246 / 383) ✅ | [go.6152c50431f8.csv] bodai:55, chienan:5, go:200, reihai:56, rendai:67 → go (200 / 383) ✅ | [reihai.03498d9d973f.csv] bodai:4, chienan:1, go:2, reihai:361, rendai:15 → reihai (361 / 383) ✅ | [chienan.58b3fecd3230.csv] bodai:141, chienan:127, go:18, reihai:22, rendai:73 → bodai (141 / 381) ❌",0.461,63.31,63.31
medium_overlap_no_benzene_no_alcohol,30,15,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",60.57,49.48,60.59,42.72,80.61,69.97,"[rendai.c6effaa6260e.csv] bodai:17, chienan:14, go:13, reihai:2, rendai:80 → rendai (80 / 126) ✅ | [bodai.a4c24f0cd466.csv] bodai:59, chienan:36, go:10, reihai:0, rendai:22 → bodai (59 / 127) ✅ | [go.6152c50431f8.csv] bodai:19, chienan:19, go:43, reihai:0, rendai:46 → rendai (46 / 127) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:127, rendai:0 → reihai (127 / 127) ✅ | [chienan.58b3fecd3230.csv] bodai:22, chienan:67, go:24, reihai:2, rendai:11 → chienan (67 / 126) ✅",0.454,60.57,60.57
short_overlap_no_benzene_no_alcohol,10,5,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",56.05,49.78,64.81,20.71,82.2,61.99,"[rendai.c6effaa6260e.csv] bodai:70, chienan:69, go:26, reihai:3, rendai:213 → rendai (213 / 381) ✅ | [bodai.a4c24f0cd466.csv] bodai:175, chienan:116, go:16, reihai:9, rendai:67 → bodai (175 / 383) ✅ | [go.6152c50431f8.csv] bodai:71, chienan:108, go:69, reihai:13, rendai:122 → rendai (122 / 383) ❌ | [reihai.03498d9d973f.csv] bodai:1, chienan:0, go:0, reihai:379, rendai:3 → reihai (379 / 383) ✅ | [chienan.58b3fecd3230.csv] bodai:69, chienan:219, go:27, reihai:18, rendai:48 → chienan (219 / 381) ✅",0.452,56.05,56.05
no_overlap_short_no_benzene_no_alcohol,20,20,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",51.43,34.07,48.44,35.62,70.7,70.14,"[rendai.c6effaa6260e.csv] bodai:8, chienan:6, go:11, reihai:0, rendai:70 → rendai (70 / 95) ✅ | [bodai.a4c24f0cd466.csv] bodai:26, chienan:35, go:25, reihai:0, rendai:10 → chienan (35 / 96) ❌ | [go.6152c50431f8.csv] bodai:2, chienan:17, go:44, reihai:0, rendai:33 → go (44 / 96) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:96, rendai:0 → reihai (96 / 96) ✅ | [chienan.58b3fecd3230.csv] bodai:16, chienan:36, go:28, reihai:2, rendai:13 → chienan (36 / 95) ✅",0.442,51.43,51.43
no_overlap_long_no_benzene_no_alcohol,100,100,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",51.34,22.22,39.13,46.51,80.43,68.18,"[rendai.c6effaa6260e.csv] bodai:0, chienan:1, go:2, reihai:6, rendai:10 → rendai (10 / 19) ✅ | [bodai.a4c24f0cd466.csv] bodai:11, chienan:6, go:2, reihai:0, rendai:0 → bodai (11 / 19) ✅ | [go.6152c50431f8.csv] bodai:0, chienan:7, go:8, reihai:0, rendai:4 → go (8 / 19) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:2, chienan:4, go:5, reihai:0, rendai:8 → rendai (8 / 19) ❌",0.421,51.34,51.34
medium_overlap_first_4,30,15,"[0, 1, 2, 3]",['diff_data_like'],45.88,46.18,49.84,26.86,53.06,53.95,"[rendai.c6effaa6260e.csv] bodai:16, chienan:9, go:17, reihai:27, rendai:57 → rendai (57 / 126) ✅ | [bodai.a4c24f0cd466.csv] bodai:77, chienan:36, go:9, reihai:0, rendai:5 → bodai (77 / 127) ✅ | [go.6152c50431f8.csv] bodai:17, chienan:25, go:47, reihai:8, rendai:30 → go (47 / 127) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:126, rendai:1 → reihai (126 / 127) ✅ | [chienan.58b3fecd3230.csv] bodai:44, chienan:42, go:21, reihai:5, rendai:14 → bodai (44 / 126) ❌",0.414,45.88,45.88
short_overlap_first_6,10,5,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],64.05,66.67,72.23,66.06,61.51,53.5,"[rendai.c6effaa6260e.csv] bodai:55, chienan:28, go:65, reihai:92, rendai:146 → rendai (146 / 386) ✅ | [bodai.a4c24f0cd466.csv] bodai:132, chienan:62, go:35, reihai:73, rendai:86 → bodai (132 / 388) ✅ | [go.6152c50431f8.csv] bodai:51, chienan:19, go:150, reihai:90, rendai:78 → go (150 / 388) ✅ | [reihai.03498d9d973f.csv] bodai:17, chienan:91, go:3, reihai:187, rendai:90 → reihai (187 / 388) ✅ | [chienan.58b3fecd3230.csv] bodai:46, chienan:183, go:19, reihai:117, rendai:21 → chienan (183 / 386) ✅",0.412,64.05,64.05
no_overlap_long_first_6,100,100,"[0, 1, 2, 3, 4, 5]",['diff_data_like'],50.0,27.27,75.0,17.78,84.44,45.65,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:10, rendai:9 → reihai (10 / 19) ❌ | [bodai.a4c24f0cd466.csv] bodai:12, chienan:0, go:4, reihai:0, rendai:3 → bodai (12 / 19) ✅ | [go.6152c50431f8.csv] bodai:2, chienan:1, go:8, reihai:3, rendai:5 → go (8 / 19) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:1, chienan:9, go:1, reihai:2, rendai:6 → chienan (9 / 19) ✅",0.4,50.0,50.0
long_overlap_no_benzene_no_alcohol,60,30,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",44.16,27.86,65.54,22.73,66.45,37.32,"[rendai.c6effaa6260e.csv] bodai:13, chienan:10, go:16, reihai:0, rendai:24 → rendai (24 / 63) ✅ | [bodai.a4c24f0cd466.csv] bodai:6, chienan:30, go:19, reihai:0, rendai:8 → chienan (30 / 63) ❌ | [go.6152c50431f8.csv] bodai:12, chienan:11, go:22, reihai:0, rendai:18 → go (22 / 63) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ✅ | [chienan.58b3fecd3230.csv] bodai:11, chienan:43, go:4, reihai:1, rendai:4 → chienan (43 / 63) ✅",0.387,44.16,44.16
short_overlap_first_4,10,5,"[0, 1, 2, 3]","['standard_scaler', 'diff_data_like']",44.41,35.15,50.05,23.56,49.51,63.42,"[rendai.c6effaa6260e.csv] bodai:44, chienan:43, go:32, reihai:41, rendai:221 → rendai (221 / 381) ✅ | [bodai.a4c24f0cd466.csv] bodai:136, chienan:125, go:48, reihai:4, rendai:70 → bodai (136 / 383) ✅ | [go.6152c50431f8.csv] bodai:35, chienan:78, go:115, reihai:21, rendai:134 → rendai (134 / 383) ❌ | [reihai.03498d9d973f.csv] bodai:1, chienan:0, go:1, reihai:371, rendai:10 → reihai (371 / 383) ✅ | [chienan.58b3fecd3230.csv] bodai:75, chienan:145, go:52, reihai:27, rendai:82 → chienan (145 / 381) ✅",0.387,44.41,44.41
medium_overlap_first_4,30,15,"[0, 1, 2, 3]","['standard_scaler', 'diff_data_like']",44.55,24.05,58.96,28.85,58.11,52.13,"[rendai.c6effaa6260e.csv] bodai:4, chienan:14, go:23, reihai:32, rendai:53 → rendai (53 / 126) ✅ | [bodai.a4c24f0cd466.csv] bodai:47, chienan:57, go:19, reihai:0, rendai:4 → chienan (57 / 127) ❌ | [go.6152c50431f8.csv] bodai:10, chienan:28, go:56, reihai:8, rendai:25 → go (56 / 127) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:127, rendai:0 → reihai (127 / 127) ✅ | [chienan.58b3fecd3230.csv] bodai:12, chienan:64, go:25, reihai:11, rendai:14 → chienan (64 / 126) ✅",0.384,44.55,44.55
short_overlap_no_benzene_no_alcohol,10,5,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",48.58,50.22,36.68,46.83,77.21,31.54,"[rendai.c6effaa6260e.csv] bodai:91, chienan:36, go:135, reihai:11, rendai:108 → go (135 / 381) ❌ | [bodai.a4c24f0cd466.csv] bodai:174, chienan:82, go:90, reihai:9, rendai:28 → bodai (174 / 383) ✅ | [go.6152c50431f8.csv] bodai:80, chienan:51, go:187, reihai:17, rendai:48 → go (187 / 383) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:383, rendai:0 → reihai (383 / 383) ✅ | [chienan.58b3fecd3230.csv] bodai:113, chienan:119, go:105, reihai:33, rendai:11 → chienan (119 / 381) ✅",0.38,48.58,48.58
no_overlap_short_first_6,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",70.8,75.32,72.57,82.68,73.39,48.6,"[rendai.c6effaa6260e.csv] bodai:16, chienan:0, go:36, reihai:12, rendai:31 → go (36 / 95) ❌ | [bodai.a4c24f0cd466.csv] bodai:81, chienan:0, go:12, reihai:3, rendai:0 → bodai (81 / 96) ✅ | [go.6152c50431f8.csv] bodai:20, chienan:0, go:68, reihai:6, rendai:2 → go (68 / 96) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:96, rendai:0 → reihai (96 / 96) ✅ | [chienan.58b3fecd3230.csv] bodai:44, chienan:32, go:10, reihai:6, rendai:3 → bodai (44 / 95) ❌",0.342,70.8,70.8
no_overlap_short_first_4,20,20,"[0, 1, 2, 3]","['standard_scaler', 'diff_data_like']",43.21,28.88,48.2,25.44,60.91,54.13,"[rendai.c6effaa6260e.csv] bodai:13, chienan:8, go:12, reihai:26, rendai:36 → rendai (36 / 95) ✅ | [bodai.a4c24f0cd466.csv] bodai:35, chienan:39, go:12, reihai:1, rendai:9 → chienan (39 / 96) ❌ | [go.6152c50431f8.csv] bodai:8, chienan:21, go:30, reihai:9, rendai:28 → go (30 / 96) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:95, rendai:1 → reihai (95 / 96) ✅ | [chienan.58b3fecd3230.csv] bodai:13, chienan:35, go:15, reihai:17, rendai:15 → chienan (35 / 95) ✅",0.329,43.21,43.21
long_overlap_first_6,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",52.17,62.42,77.18,28.17,33.78,58.11,"[rendai.c6effaa6260e.csv] bodai:9, chienan:6, go:0, reihai:11, rendai:36 → rendai (36 / 62) ✅ | [bodai.a4c24f0cd466.csv] bodai:25, chienan:17, go:0, reihai:2, rendai:19 → bodai (25 / 63) ✅ | [go.6152c50431f8.csv] bodai:10, chienan:6, go:1, reihai:5, rendai:41 → rendai (41 / 63) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:3, go:0, reihai:47, rendai:13 → reihai (47 / 63) ✅ | [chienan.58b3fecd3230.csv] bodai:21, chienan:35, go:0, reihai:0, rendai:6 → chienan (35 / 62) ✅",0.327,52.17,52.17
short_overlap_first_6,10,5,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",64.09,49.67,75.0,80.73,71.4,42.78,"[rendai.c6effaa6260e.csv] bodai:84, chienan:17, go:116, reihai:59, rendai:110 → go (116 / 386) ❌ | [bodai.a4c24f0cd466.csv] bodai:160, chienan:36, go:72, reihai:81, rendai:39 → bodai (160 / 388) ✅ | [go.6152c50431f8.csv] bodai:39, chienan:5, go:246, reihai:83, rendai:15 → go (246 / 388) ✅ | [reihai.03498d9d973f.csv] bodai:43, chienan:67, go:37, reihai:202, rendai:39 → reihai (202 / 388) ✅ | [chienan.58b3fecd3230.csv] bodai:95, chienan:134, go:38, reihai:93, rendai:26 → chienan (134 / 386) ✅",0.323,64.09,64.09
medium_overlap_first_6,30,15,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",65.89,61.61,57.81,61.11,80.32,68.28,"[rendai.c6effaa6260e.csv] bodai:41, chienan:0, go:16, reihai:10, rendai:61 → rendai (61 / 128) ✅ | [bodai.a4c24f0cd466.csv] bodai:76, chienan:5, go:8, reihai:7, rendai:32 → bodai (76 / 128) ✅ | [go.6152c50431f8.csv] bodai:24, chienan:1, go:54, reihai:15, rendai:34 → go (54 / 128) ✅ | [reihai.03498d9d973f.csv] bodai:8, chienan:10, go:0, reihai:71, rendai:39 → reihai (71 / 128) ✅ | [chienan.58b3fecd3230.csv] bodai:68, chienan:17, go:8, reihai:22, rendai:13 → bodai (68 / 128) ❌",0.303,65.89,65.89
long_overlap_no_benzene_no_alcohol,60,30,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",54.21,51.7,62.59,15.86,75.68,64.43,"[rendai.c6effaa6260e.csv] bodai:8, chienan:12, go:10, reihai:0, rendai:32 → rendai (32 / 62) ✅ | [bodai.a4c24f0cd466.csv] bodai:18, chienan:21, go:8, reihai:0, rendai:16 → chienan (21 / 63) ❌ | [go.6152c50431f8.csv] bodai:8, chienan:17, go:15, reihai:0, rendai:23 → rendai (23 / 63) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ✅ | [chienan.58b3fecd3230.csv] bodai:18, chienan:39, go:0, reihai:0, rendai:5 → chienan (39 / 62) ✅",0.289,54.21,54.21
no_overlap_short_no_benzene,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],64.67,56.12,81.33,49.13,69.87,67.53,"[rendai.c6effaa6260e.csv] bodai:15, chienan:2, go:13, reihai:0, rendai:66 → rendai (66 / 96) ✅ | [bodai.a4c24f0cd466.csv] bodai:24, chienan:22, go:10, reihai:0, rendai:41 → rendai (41 / 97) ❌ | [go.6152c50431f8.csv] bodai:22, chienan:3, go:34, reihai:1, rendai:37 → rendai (37 / 97) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:97, rendai:0 → reihai (97 / 97) ✅ | [chienan.58b3fecd3230.csv] bodai:20, chienan:52, go:9, reihai:4, rendai:11 → chienan (52 / 96) ✅",0.285,64.67,64.67
no_overlap_long_no_benzene,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",59.38,31.82,50.0,31.82,86.67,95.56,"[rendai.c6effaa6260e.csv] bodai:1, chienan:0, go:0, reihai:1, rendai:17 → rendai (17 / 19) ✅ | [bodai.a4c24f0cd466.csv] bodai:13, chienan:6, go:0, reihai:0, rendai:0 → bodai (13 / 19) ✅ | [go.6152c50431f8.csv] bodai:1, chienan:2, go:1, reihai:0, rendai:15 → rendai (15 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:8, chienan:3, go:0, reihai:0, rendai:8 → bodai (8 / 19) ❌",0.274,59.38,59.38
short_overlap_no_benzene,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",64.49,62.28,51.09,53.94,85.3,69.47,"[rendai.c6effaa6260e.csv] bodai:72, chienan:2, go:53, reihai:14, rendai:240 → rendai (240 / 381) ✅ | [bodai.a4c24f0cd466.csv] bodai:183, chienan:16, go:34, reihai:22, rendai:128 → bodai (183 / 383) ✅ | [go.6152c50431f8.csv] bodai:68, chienan:10, go:119, reihai:28, rendai:158 → rendai (158 / 383) ❌ | [reihai.03498d9d973f.csv] bodai:1, chienan:11, go:2, reihai:366, rendai:3 → reihai (366 / 383) ✅ | [chienan.58b3fecd3230.csv] bodai:107, chienan:100, go:58, reihai:62, rendai:54 → bodai (107 / 381) ❌",0.274,64.49,64.49
no_overlap_short_no_benzene_no_alcohol,20,20,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",['diff_data_like'],49.11,46.29,24.23,29.07,81.19,66.67,"[rendai.c6effaa6260e.csv] bodai:11, chienan:2, go:11, reihai:4, rendai:67 → rendai (67 / 95) ✅ | [bodai.a4c24f0cd466.csv] bodai:43, chienan:16, go:19, reihai:1, rendai:17 → bodai (43 / 96) ✅ | [go.6152c50431f8.csv] bodai:12, chienan:8, go:31, reihai:2, rendai:43 → rendai (43 / 96) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:96, rendai:0 → reihai (96 / 96) ✅ | [chienan.58b3fecd3230.csv] bodai:35, chienan:11, go:18, reihai:8, rendai:23 → bodai (35 / 95) ❌",0.267,49.11,49.11
short_overlap_first_4,10,5,"[0, 1, 2, 3]",['highpass_fft_batch'],42.07,32.79,49.63,59.62,34.02,33.7,"[rendai.c6effaa6260e.csv] bodai:75, chienan:72, go:72, reihai:57, rendai:110 → rendai (110 / 386) ✅ | [bodai.a4c24f0cd466.csv] bodai:113, chienan:86, go:120, reihai:37, rendai:32 → go (120 / 388) ❌ | [go.6152c50431f8.csv] bodai:38, chienan:53, go:225, reihai:32, rendai:40 → go (225 / 388) ✅ | [reihai.03498d9d973f.csv] bodai:51, chienan:60, go:60, reihai:110, rendai:107 → reihai (110 / 388) ✅ | [chienan.58b3fecd3230.csv] bodai:69, chienan:163, go:99, reihai:22, rendai:33 → chienan (163 / 386) ✅",0.252,42.07,42.07
medium_overlap_no_benzene,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",62.57,71.48,59.03,59.67,88.59,34.67,"[rendai.c6effaa6260e.csv] bodai:43, chienan:6, go:43, reihai:6, rendai:28 → bodai (43 / 126) ❌ | [bodai.a4c24f0cd466.csv] bodai:89, chienan:11, go:21, reihai:2, rendai:4 → bodai (89 / 127) ✅ | [go.6152c50431f8.csv] bodai:51, chienan:4, go:61, reihai:5, rendai:6 → go (61 / 127) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:127, rendai:0 → reihai (127 / 127) ✅ | [chienan.58b3fecd3230.csv] bodai:76, chienan:28, go:5, reihai:13, rendai:4 → bodai (76 / 126) ❌",0.247,62.57,62.57
long_overlap_no_benzene_no_alcohol,60,30,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",50.68,42.47,43.05,11.89,77.18,77.55,"[rendai.c6effaa6260e.csv] bodai:8, chienan:4, go:2, reihai:0, rendai:48 → rendai (48 / 62) ✅ | [bodai.a4c24f0cd466.csv] bodai:14, chienan:22, go:8, reihai:0, rendai:19 → chienan (22 / 63) ❌ | [go.6152c50431f8.csv] bodai:6, chienan:6, go:13, reihai:0, rendai:38 → rendai (38 / 63) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ✅ | [chienan.58b3fecd3230.csv] bodai:20, chienan:25, go:7, reihai:6, rendai:4 → chienan (25 / 62) ✅",0.245,50.68,50.68
no_overlap_short_no_benzene_no_alcohol,20,20,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",50.98,28.14,45.33,36.96,80.73,66.2,"[rendai.c6effaa6260e.csv] bodai:7, chienan:4, go:16, reihai:1, rendai:67 → rendai (67 / 95) ✅ | [bodai.a4c24f0cd466.csv] bodai:11, chienan:19, go:37, reihai:2, rendai:27 → go (37 / 96) ❌ | [go.6152c50431f8.csv] bodai:6, chienan:14, go:33, reihai:3, rendai:40 → rendai (40 / 96) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:96, rendai:0 → reihai (96 / 96) ✅ | [chienan.58b3fecd3230.csv] bodai:22, chienan:29, go:21, reihai:7, rendai:16 → chienan (29 / 95) ✅",0.242,50.98,50.98
no_overlap_short_first_4,20,20,"[0, 1, 2, 3]",['diff_data_like'],39.64,39.38,49.55,26.52,41.89,41.28,"[rendai.c6effaa6260e.csv] bodai:21, chienan:14, go:18, reihai:11, rendai:31 → rendai (31 / 95) ✅ | [bodai.a4c24f0cd466.csv] bodai:54, chienan:37, go:3, reihai:0, rendai:2 → bodai (54 / 96) ✅ | [go.6152c50431f8.csv] bodai:11, chienan:37, go:29, reihai:5, rendai:14 → chienan (37 / 96) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:95, rendai:1 → reihai (95 / 96) ✅ | [chienan.58b3fecd3230.csv] bodai:30, chienan:28, go:25, reihai:6, rendai:6 → bodai (30 / 95) ❌",0.235,39.64,39.64
short_overlap_no_benzene_no_alcohol,10,5,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],43.3,21.58,63.22,20.11,67.02,43.86,"[rendai.c6effaa6260e.csv] bodai:58, chienan:127, go:48, reihai:4, rendai:149 → rendai (149 / 386) ✅ | [bodai.a4c24f0cd466.csv] bodai:59, chienan:196, go:47, reihai:2, rendai:84 → chienan (196 / 388) ❌ | [go.6152c50431f8.csv] bodai:69, chienan:113, go:97, reihai:3, rendai:106 → chienan (113 / 388) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:388, rendai:0 → reihai (388 / 388) ✅ | [chienan.58b3fecd3230.csv] bodai:73, chienan:221, go:41, reihai:6, rendai:45 → chienan (221 / 386) ✅",0.232,43.3,43.3
