Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_cloves,Train_cumin,Train_oregano,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
long_overlap,60,30,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",['diff_data_like'],94.82,97.04,89.49,98.1,"[cumin.today.bd6399a46021.csv] cloves:54, cumin:8, oregano:1 → cloves (54 / 63) ❌ | [oregano.today.7e6e373b92ee.csv] cloves:7, cumin:1, oregano:55 → oregano (55 / 63) ✅ | [cloves.today.9eec7d1c4669.csv] cloves:28, cumin:12, oregano:22 → cloves (28 / 62) ✅",0.156,94.82,94.82
long_overlap,60,30,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",87.25,86.79,81.91,93.75,"[cumin.today.bd6399a46021.csv] cloves:27, cumin:2, oregano:34 → oregano (34 / 63) ❌ | [oregano.today.7e6e373b92ee.csv] cloves:4, cumin:0, oregano:59 → oregano (59 / 63) ✅ | [cloves.today.9eec7d1c4669.csv] cloves:26, cumin:0, oregano:36 → oregano (36 / 62) ❌",-0.061,87.25,87.25
long_overlap,60,30,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",92.76,87.47,94.13,97.55,"[cumin.today.bd6399a46021.csv] cloves:35, cumin:21, oregano:7 → cloves (35 / 63) ❌ | [oregano.today.7e6e373b92ee.csv] cloves:4, cumin:4, oregano:55 → oregano (55 / 63) ✅ | [cloves.today.9eec7d1c4669.csv] cloves:5, cumin:7, oregano:50 → oregano (50 / 62) ❌",-0.163,92.76,92.76
long_overlap,60,30,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],86.27,81.29,80.6,97.9,"[cumin.today.bd6399a46021.csv] cloves:5, cumin:3, oregano:55 → oregano (55 / 63) ❌ | [oregano.today.7e6e373b92ee.csv] cloves:1, cumin:0, oregano:62 → oregano (62 / 63) ✅ | [cloves.today.9eec7d1c4669.csv] cloves:3, cumin:7, oregano:53 → oregano (53 / 63) ❌",-0.243,86.27,86.27
long_overlap,60,30,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",88.65,87.67,84.2,94.49,"[cumin.today.bd6399a46021.csv] cloves:1, cumin:2, oregano:60 → oregano (60 / 63) ❌ | [oregano.today.7e6e373b92ee.csv] cloves:4, cumin:0, oregano:59 → oregano (59 / 63) ✅ | [cloves.today.9eec7d1c4669.csv] cloves:1, cumin:1, oregano:61 → oregano (61 / 63) ❌",-0.328,88.65,88.65
long_overlap,60,30,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",['standard_scaler'],93.59,89.58,91.77,100.0,"[cumin.today.bd6399a46021.csv] cloves:0, cumin:0, oregano:63 → oregano (63 / 63) ❌ | [oregano.today.7e6e373b92ee.csv] cloves:0, cumin:0, oregano:63 → oregano (63 / 63) ✅ | [cloves.today.9eec7d1c4669.csv] cloves:0, cumin:0, oregano:63 → oregano (63 / 63) ❌",-0.333,93.59,93.59
long_overlap,60,30,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",None,96.46,91.18,99.25,99.48,"[cumin.today.bd6399a46021.csv] cloves:0, cumin:63, oregano:0 → cumin (63 / 63) ✅ | [oregano.today.7e6e373b92ee.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cloves.today.9eec7d1c4669.csv] cloves:0, cumin:63, oregano:0 → cumin (63 / 63) ❌",-0.333,96.46,96.46
long_overlap,60,30,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",71.63,57.86,82.4,76.09,"[cumin.today.bd6399a46021.csv] cloves:45, cumin:3, oregano:15 → cloves (45 / 63) ❌ | [oregano.today.7e6e373b92ee.csv] cloves:2, cumin:33, oregano:28 → cumin (33 / 63) ❌ | [cloves.today.9eec7d1c4669.csv] cloves:10, cumin:1, oregano:51 → oregano (51 / 62) ❌",-0.687,71.63,71.63
